"Plot Title: 20449374_Conductivity_FactoryCAL"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)","Coupler Detached (LGR S/N: 20449374)","Coupler Attached (LGR S/N: 20449374)","Stopped (LGR S/N: 20449374)","End Of File (LGR S/N: 20449374)"
1,12/03/18 01:01:30 PM,33041.7,30376.9,10.75,42530.5,Logged,,,
2,12/03/18 01:11:30 PM,33041.7,30351.7,10.76,42484.0,,,,
3,12/03/18 01:21:30 PM,33041.7,30358.0,10.78,42470.3,,,,
4,12/03/18 01:31:30 PM,33041.7,30358.0,10.78,42470.3,,,,
5,12/03/18 01:41:30 PM,33041.7,30351.7,10.80,42439.1,,,,
6,12/03/18 01:51:30 PM,33041.7,30329.7,10.81,42397.1,,,,
7,12/03/18 02:01:30 PM,33041.7,30367.4,10.82,42438.5,,,,
8,12/03/18 02:11:30 PM,33041.7,30367.4,10.82,42438.5,,,,
9,12/03/18 02:21:30 PM,33041.7,30364.3,10.83,42423.0,,,,
10,12/03/18 02:31:30 PM,33041.7,30367.4,10.84,42416.1,,,,
11,12/03/18 02:41:30 PM,33041.7,30383.2,10.84,42438.2,,,,
12,12/03/18 02:51:30 PM,33041.7,30383.2,10.84,42438.2,,,,
13,12/03/18 03:01:30 PM,33041.7,30402.1,10.85,42453.3,,,,
14,12/03/18 03:11:30 PM,33041.7,30411.6,10.85,42466.6,,,,
15,12/03/18 03:21:30 PM,33041.7,30402.1,10.86,42442.1,,,,
16,12/03/18 03:31:30 PM,33041.7,30411.6,10.86,42455.4,,,,
17,12/03/18 03:41:30 PM,33041.7,30402.1,10.86,42442.1,,,,
18,12/03/18 03:51:30 PM,33041.7,30392.7,10.86,42429.0,,,,
19,12/03/18 04:01:30 PM,33041.7,30430.5,10.88,42459.3,,,,
20,12/03/18 04:11:30 PM,33041.7,30414.7,10.88,42437.3,,,,
21,12/03/18 04:21:30 PM,33041.7,30417.9,10.88,42441.7,,,,
22,12/03/18 04:31:30 PM,33041.7,30392.7,10.86,42429.0,,,,
23,12/03/18 04:41:30 PM,33041.7,30405.3,10.86,42446.6,,,,
24,12/03/18 04:51:30 PM,33041.7,30421.1,10.86,42468.7,,,,
25,12/03/18 05:01:30 PM,33041.7,30430.5,10.86,42481.8,,,,
26,12/03/18 05:11:30 PM,33041.7,30402.1,10.85,42453.3,,,,
27,12/03/18 05:21:30 PM,33041.7,30392.7,10.86,42429.0,,,,
28,12/03/18 05:31:30 PM,33041.7,30421.1,10.86,42468.7,,,,
29,12/03/18 05:41:30 PM,33041.7,30402.1,10.85,42453.3,,,,
30,12/03/18 05:51:30 PM,33041.7,30402.1,10.84,42464.6,,,,
31,12/03/18 06:01:30 PM,33041.7,30367.4,10.84,42416.1,,,,
32,12/03/18 06:11:30 PM,33041.7,30402.1,10.84,42464.6,,,,
33,12/03/18 06:21:30 PM,33041.7,30383.2,10.83,42449.4,,,,
34,12/03/18 06:31:30 PM,33041.7,30376.9,10.83,42440.6,,,,
35,12/03/18 06:41:30 PM,33041.7,30395.8,10.82,42478.2,,,,
36,12/03/18 06:51:30 PM,33041.7,30332.8,10.82,42390.2,,,,
37,12/03/18 07:01:30 PM,33041.7,30386.4,10.80,42487.6,,,,
38,12/03/18 07:11:30 PM,33041.7,30358.0,10.80,42447.9,,,,
39,12/03/18 07:21:30 PM,33041.7,30358.0,10.77,42481.6,,,,
40,12/03/18 07:31:30 PM,33041.7,30370.6,10.77,42499.2,,,,
41,12/03/18 07:41:30 PM,33041.7,30361.1,10.77,42485.9,,,,
42,12/03/18 07:51:30 PM,33041.7,30342.3,10.76,42470.8,,,,
43,12/03/18 08:01:30 PM,33041.7,30370.6,10.75,42521.7,,,,
44,12/03/18 08:11:30 PM,33041.7,30386.4,10.74,42555.1,,,,
45,12/03/18 08:21:30 PM,33041.7,30336.0,10.74,42484.5,,,,
46,12/03/18 08:31:30 PM,33041.7,30370.6,10.73,42544.3,,,,
47,12/03/18 08:41:30 PM,33041.7,30336.0,10.73,42495.8,,,,
48,12/03/18 08:51:30 PM,33041.7,30351.7,10.73,42517.8,,,,
49,12/03/18 09:01:30 PM,33041.7,30336.0,10.73,42495.8,,,,
50,12/03/18 09:11:30 PM,33041.7,30336.0,10.72,42507.0,,,,
51,12/03/18 09:21:30 PM,33041.7,30326.5,10.73,42482.5,,,,
52,12/03/18 09:31:30 PM,33041.7,30307.7,10.72,42467.4,,,,
53,12/03/18 09:41:30 PM,33041.7,30361.1,10.72,42542.2,,,,
54,12/03/18 09:51:30 PM,33041.7,30336.0,10.72,42507.0,,,,
55,12/03/18 10:01:30 PM,33041.7,30336.0,10.72,42507.0,,,,
56,12/03/18 10:11:30 PM,33041.7,30361.1,10.72,42542.2,,,,
57,12/03/18 10:21:30 PM,33041.7,30339.1,10.72,42511.4,,,,
58,12/03/18 10:31:30 PM,33041.7,30288.9,10.73,42429.8,,,,
59,12/03/18 10:41:30 PM,33041.7,30358.0,10.74,42515.3,,,,
60,12/03/18 10:51:30 PM,33041.7,30342.3,10.74,42493.3,,,,
61,12/03/18 11:01:30 PM,33041.7,30336.0,10.74,42484.5,,,,
62,12/03/18 11:11:30 PM,33041.7,30336.0,10.75,42473.3,,,,
63,12/03/18 11:21:30 PM,33041.7,30307.7,10.76,42422.4,,,,
64,12/03/18 11:31:30 PM,33041.7,30307.7,10.76,42422.4,,,,
65,12/03/18 11:41:30 PM,33041.7,30326.5,10.76,42448.7,,,,
66,12/03/18 11:51:30 PM,33041.7,30298.3,10.76,42409.3,,,,
67,12/04/18 12:01:30 AM,33041.7,30298.3,10.76,42409.3,,,,
68,12/04/18 12:11:30 AM,33041.7,30282.6,10.76,42387.3,,,,
69,12/04/18 12:21:30 AM,33041.7,30307.7,10.75,42433.7,,,,
70,12/04/18 12:31:30 AM,33041.7,30288.9,10.75,42407.3,,,,
71,12/04/18 12:41:30 AM,33041.7,30292.0,10.74,42422.9,,,,
72,12/04/18 12:51:30 AM,33041.7,30298.3,10.74,42431.7,,,,
73,12/04/18 01:01:30 AM,33041.7,30273.2,10.73,42407.8,,,,
74,12/04/18 01:11:30 AM,33041.7,30301.4,10.73,42447.3,,,,
75,12/04/18 01:21:30 AM,33041.7,30301.4,10.74,42436.1,,,,
76,12/04/18 01:31:30 AM,33041.7,30288.9,10.73,42429.8,,,,
77,12/04/18 01:41:30 AM,33041.7,30257.5,10.72,42397.0,,,,
78,12/04/18 01:51:30 AM,33041.7,30282.6,10.70,42454.7,,,,
79,12/04/18 02:01:30 AM,33041.7,30282.6,10.69,42466.0,,,,
80,12/04/18 02:11:30 AM,33041.7,30263.8,10.69,42439.6,,,,
81,12/04/18 02:21:30 AM,33041.7,30292.0,10.68,42490.4,,,,
82,12/04/18 02:31:30 AM,33041.7,30273.2,10.67,42475.3,,,,
83,12/04/18 02:41:30 AM,33041.7,30266.9,10.67,42466.5,,,,
84,12/04/18 02:51:30 AM,33041.7,30314.0,10.67,42532.6,,,,
85,12/04/18 03:01:30 AM,33041.7,30257.5,10.67,42453.3,,,,
86,12/04/18 03:11:30 AM,33041.7,30266.9,10.66,42477.7,,,,
87,12/04/18 03:21:30 AM,33041.7,30282.6,10.65,42511.0,,,,
88,12/04/18 03:31:30 AM,33041.7,30273.2,10.65,42497.8,,,,
89,12/04/18 03:41:30 AM,33041.7,30229.4,10.65,42436.4,,,,
90,12/04/18 03:51:30 AM,33041.7,30266.9,10.64,42500.3,,,,
91,12/04/18 04:01:30 AM,33041.7,30285.7,10.64,42526.7,,,,
92,12/04/18 04:11:30 AM,33041.7,30238.7,10.64,42460.7,,,,
93,12/04/18 04:21:30 AM,33041.7,30263.8,10.62,42518.5,,,,
94,12/04/18 04:31:30 AM,33041.7,30276.3,10.62,42536.0,,,,
95,12/04/18 04:41:30 AM,33041.7,30257.5,10.62,42509.6,,,,
96,12/04/18 04:51:30 AM,33041.7,30257.5,10.60,42532.2,,,,
97,12/04/18 05:01:30 AM,33041.7,30238.7,10.60,42505.8,,,,
98,12/04/18 05:11:30 AM,33041.7,30257.5,10.59,42543.5,,,,
99,12/04/18 05:21:30 AM,33041.7,30266.9,10.59,42556.7,,,,
100,12/04/18 05:31:30 AM,33041.7,30276.3,10.59,42569.9,,,,
101,12/04/18 05:41:30 AM,33041.7,30285.7,10.58,42594.5,,,,
102,12/04/18 05:51:30 AM,33041.7,30276.3,10.58,42581.3,,,,
103,12/04/18 06:01:30 AM,33041.7,30266.9,10.58,42568.0,,,,
104,12/04/18 06:11:30 AM,33041.7,30238.7,10.58,42528.4,,,,
105,12/04/18 06:21:30 AM,33041.7,30257.5,10.58,42554.8,,,,
106,12/04/18 06:31:30 AM,33041.7,30232.5,10.58,42519.6,,,,
107,12/04/18 06:41:30 AM,33041.7,30276.3,10.58,42581.3,,,,
108,12/04/18 06:51:30 AM,33041.7,30276.3,10.58,42581.3,,,,
109,12/04/18 07:01:30 AM,33041.7,30285.7,10.58,42594.5,,,,
110,12/04/18 07:11:30 AM,33041.7,30251.3,10.58,42546.1,,,,
111,12/04/18 07:21:30 AM,33041.7,30238.7,10.58,42528.4,,,,
112,12/04/18 07:31:30 AM,33041.7,30266.9,10.59,42556.7,,,,
113,12/04/18 07:41:30 AM,33041.7,30257.5,10.59,42543.5,,,,
114,12/04/18 07:51:30 AM,33041.7,30248.1,10.58,42541.6,,,,
115,12/04/18 08:01:30 AM,33041.7,30251.3,10.58,42546.1,,,,
116,12/04/18 08:11:30 AM,33041.7,30229.4,10.58,42515.3,,,,
117,12/04/18 08:21:30 AM,33041.7,30238.7,10.58,42528.4,,,,
118,12/04/18 08:31:30 AM,33041.7,30238.7,10.58,42528.4,,,,
119,12/04/18 08:41:30 AM,33041.7,30260.7,10.58,42559.3,,,,
120,12/04/18 08:51:30 AM,33041.7,30238.7,10.58,42528.4,,,,
121,12/04/18 09:01:30 AM,33041.7,30266.9,10.58,42568.0,,,,
122,12/04/18 09:11:30 AM,33041.7,30241.9,10.57,42544.2,,,,
123,12/04/18 09:21:30 AM,33041.7,30232.5,10.55,42553.6,,,,
124,12/04/18 09:31:30 AM,33041.7,30223.1,10.55,42540.3,,,,
125,12/04/18 09:41:30 AM,33041.7,30241.9,10.53,42589.4,,,,
126,12/04/18 09:51:30 AM,33041.7,30195.0,10.53,42523.4,,,,
127,12/04/18 10:01:30 AM,33041.7,30195.0,10.53,42523.4,,,,
128,12/04/18 10:11:30 AM,33041.7,30251.3,10.52,42614.0,,,,
129,12/04/18 10:21:30 AM,33041.7,30223.1,10.52,42574.3,,,,
130,12/04/18 10:31:30 AM,33041.7,30204.4,10.52,42547.9,,,,
131,12/04/18 10:41:30 AM,33041.7,30241.9,10.52,42600.7,,,,
132,12/04/18 10:51:30 AM,33041.7,30229.4,10.52,42583.1,,,,
133,12/04/18 11:01:30 AM,33041.7,30195.0,10.53,42523.4,,,,
134,12/04/18 11:11:30 AM,33041.7,30257.5,10.53,42611.4,,,,
135,12/04/18 11:21:30 AM,33041.7,30238.7,10.53,42584.9,,,,
136,12/04/18 11:31:30 AM,33041.7,30248.1,10.54,42586.8,,,,
137,12/04/18 11:41:30 AM,33041.7,30251.3,10.55,42580.0,,,,
138,12/04/18 11:51:30 AM,33041.7,30232.5,10.55,42553.6,,,,
139,12/04/18 12:01:30 PM,33041.7,30238.7,10.58,42528.4,,,,
140,12/04/18 12:11:30 PM,33041.7,30220.0,10.59,42490.8,,,,
141,12/04/18 12:21:30 PM,33041.7,30273.2,10.60,42554.3,,,,
142,12/04/18 12:31:30 PM,33041.7,30266.9,10.61,42534.1,,,,
143,12/04/18 12:41:30 PM,33041.7,30298.3,10.62,42567.0,,,,
144,12/04/18 12:51:30 PM,33041.7,30301.4,10.64,42548.7,,,,
145,12/04/18 01:01:30 PM,33041.7,30307.7,10.65,42546.3,,,,
146,12/04/18 01:11:30 PM,33041.7,30307.7,10.67,42523.7,,,,
147,12/04/18 01:21:30 PM,33041.7,30317.1,10.68,42525.6,,,,
148,12/04/18 01:31:30 PM,33041.7,30317.1,10.69,42514.4,,,,
149,12/04/18 01:41:30 PM,33041.7,30307.7,10.72,42467.4,,,,
150,12/04/18 01:51:30 PM,33041.7,30345.4,10.73,42509.0,,,,
151,12/04/18 02:01:30 PM,33041.7,30332.8,10.75,42468.8,,,,
152,12/04/18 02:11:30 PM,33041.7,30314.0,10.75,42442.5,,,,
153,12/04/18 02:21:30 PM,33041.7,30348.6,10.76,42479.7,,,,
154,12/04/18 02:31:30 PM,33041.7,30348.6,10.77,42468.4,,,,
155,12/04/18 02:41:30 PM,33041.7,30342.3,10.78,42448.4,,,,
156,12/04/18 02:51:30 PM,33041.7,30332.8,10.80,42412.6,,,,
157,12/04/18 03:01:30 PM,33041.7,30358.0,10.81,42436.6,,,,
158,12/04/18 03:11:30 PM,33041.7,30364.3,10.81,42445.4,,,,
159,12/04/18 03:21:30 PM,33041.7,30364.3,10.81,42445.4,,,,
160,12/04/18 03:31:30 PM,33041.7,30339.1,10.81,42410.2,,,,
161,12/04/18 03:41:30 PM,33041.7,30364.3,10.81,42445.4,,,,
162,12/04/18 03:51:30 PM,33041.7,30323.4,10.80,42399.5,,,,
163,12/04/18 04:01:30 PM,33041.7,30348.6,10.80,42434.7,,,,
164,12/04/18 04:11:30 PM,33041.7,30332.8,10.78,42435.1,,,,
165,12/04/18 04:21:30 PM,33041.7,30323.4,10.77,42433.2,,,,
166,12/04/18 04:31:30 PM,33041.7,30323.4,10.77,42433.2,,,,
167,12/04/18 04:41:30 PM,33041.7,30304.6,10.76,42418.1,,,,
168,12/04/18 04:51:30 PM,33041.7,30314.0,10.75,42442.5,,,,
169,12/04/18 05:01:30 PM,33041.7,30317.1,10.75,42446.8,,,,
170,12/04/18 05:11:30 PM,33041.7,30295.1,10.74,42427.2,,,,
171,12/04/18 05:21:30 PM,33041.7,30295.1,10.73,42438.5,,,,
172,12/04/18 05:31:30 PM,33041.7,30326.5,10.72,42493.7,,,,
173,12/04/18 05:41:30 PM,33041.7,30307.7,10.70,42489.9,,,,
174,12/04/18 05:51:30 PM,33041.7,30298.3,10.69,42488.0,,,,
175,12/04/18 06:01:30 PM,33041.7,30279.5,10.69,42461.6,,,,
176,12/04/18 06:11:30 PM,33041.7,30317.1,10.69,42514.4,,,,
177,12/04/18 06:21:30 PM,33041.7,30298.3,10.68,42499.3,,,,
178,12/04/18 06:31:30 PM,33041.7,30307.7,10.68,42512.4,,,,
179,12/04/18 06:41:30 PM,33041.7,30301.4,10.68,42503.6,,,,
180,12/04/18 06:51:30 PM,33041.7,30317.1,10.68,42525.6,,,,
181,12/04/18 07:01:30 PM,33041.7,30298.3,10.67,42510.5,,,,
182,12/04/18 07:11:30 PM,33041.7,30288.9,10.67,42497.3,,,,
183,12/04/18 07:21:30 PM,33041.7,30317.1,10.67,42536.9,,,,
184,12/04/18 07:31:30 PM,33041.7,30301.4,10.67,42514.9,,,,
185,12/04/18 07:41:30 PM,33041.7,30301.4,10.66,42526.2,,,,
186,12/04/18 07:51:30 PM,33041.7,30273.2,10.66,42486.6,,,,
187,12/04/18 08:01:30 PM,33041.7,30273.2,10.66,42486.6,,,,
188,12/04/18 08:11:30 PM,33041.7,30282.6,10.66,42499.8,,,,
189,12/04/18 08:21:30 PM,33041.7,30307.7,10.65,42546.3,,,,
190,12/04/18 08:31:30 PM,33041.7,30273.2,10.65,42497.8,,,,
191,12/04/18 08:41:30 PM,33041.7,30254.4,10.65,42471.5,,,,
192,12/04/18 08:51:30 PM,33041.7,30273.2,10.65,42497.8,,,,
193,12/04/18 09:01:30 PM,33041.7,30301.4,10.64,42548.7,,,,
194,12/04/18 09:11:30 PM,33041.7,30273.2,10.62,42531.7,,,,
195,12/04/18 09:21:30 PM,33041.7,30273.2,10.62,42531.7,,,,
196,12/04/18 09:31:30 PM,33041.7,30248.1,10.62,42496.4,,,,
197,12/04/18 09:41:30 PM,33041.7,30263.8,10.61,42529.8,,,,
198,12/04/18 09:51:30 PM,33041.7,30276.3,10.60,42558.6,,,,
199,12/04/18 10:01:30 PM,33041.7,30273.2,10.61,42543.0,,,,
200,12/04/18 10:11:30 PM,33041.7,30254.4,10.61,42516.6,,,,
201,12/04/18 10:21:30 PM,33041.7,30235.6,10.60,42501.4,,,,
202,12/04/18 10:31:30 PM,33041.7,30263.8,10.61,42529.8,,,,
203,12/04/18 10:41:30 PM,33041.7,30257.5,10.60,42532.2,,,,
204,12/04/18 10:51:30 PM,33041.7,30229.4,10.60,42492.7,,,,
205,12/04/18 11:01:30 PM,33041.7,30263.8,10.60,42541.1,,,,
206,12/04/18 11:11:30 PM,33041.7,30248.1,10.60,42519.0,,,,
207,12/04/18 11:21:30 PM,33041.7,30210.6,10.60,42466.3,,,,
208,12/04/18 11:31:30 PM,33041.7,30238.7,10.60,42505.8,,,,
209,12/04/18 11:41:30 PM,33041.7,30238.7,10.59,42517.1,,,,
210,12/04/18 11:51:30 PM,33041.7,30229.4,10.59,42504.0,,,,
211,12/05/18 12:01:30 AM,33041.7,30257.5,10.60,42532.2,,,,
212,12/05/18 12:11:30 AM,33041.7,30238.7,10.59,42517.1,,,,
213,12/05/18 12:21:30 AM,33041.7,30220.0,10.59,42490.8,,,,
214,12/05/18 12:31:30 AM,33041.7,30201.3,10.59,42464.5,,,,
215,12/05/18 12:41:30 AM,33041.7,30248.1,10.59,42530.3,,,,
216,12/05/18 12:51:30 AM,33041.7,30223.1,10.59,42495.1,,,,
217,12/05/18 01:01:30 AM,33041.7,30241.9,10.60,42510.3,,,,
218,12/05/18 01:11:30 AM,33041.7,30213.7,10.60,42470.6,,,,
219,12/05/18 01:21:30 AM,33041.7,30204.4,10.60,42457.6,,,,
220,12/05/18 01:31:30 AM,33041.7,30204.4,10.60,42457.6,,,,
221,12/05/18 01:41:30 AM,33041.7,30210.6,10.61,42455.0,,,,
222,12/05/18 01:51:30 AM,33041.7,30223.1,10.60,42483.9,,,,
223,12/05/18 02:01:30 AM,33041.7,30238.7,10.60,42505.8,,,,
224,12/05/18 02:11:30 AM,33041.7,30229.4,10.60,42492.7,,,,
225,12/05/18 02:21:30 AM,33041.7,30229.4,10.60,42492.7,,,,
226,12/05/18 02:31:30 AM,33041.7,30257.5,10.61,42520.9,,,,
227,12/05/18 02:41:30 AM,33041.7,30210.6,10.61,42455.0,,,,
228,12/05/18 02:51:30 AM,33041.7,30248.1,10.61,42507.7,,,,
229,12/05/18 03:01:30 AM,33041.7,30263.8,10.62,42518.5,,,,
230,12/05/18 03:11:30 AM,33041.7,30235.6,10.64,42456.3,,,,
231,12/05/18 03:21:30 AM,33041.7,30220.0,10.65,42423.2,,,,
232,12/05/18 03:31:30 AM,33041.7,30263.8,10.64,42495.9,,,,
233,12/05/18 03:41:30 AM,33041.7,30248.1,10.65,42462.6,,,,
234,12/05/18 03:51:30 AM,33041.7,30257.5,10.64,42487.1,,,,
235,12/05/18 04:01:30 AM,33041.7,30229.4,10.62,42470.2,,,,
236,12/05/18 04:11:30 AM,33041.7,30238.7,10.61,42494.5,,,,
237,12/05/18 04:21:30 AM,33041.7,30245.0,10.61,42503.4,,,,
238,12/05/18 04:31:30 AM,33041.7,30254.4,10.60,42527.9,,,,
239,12/05/18 04:41:30 AM,33041.7,30223.1,10.60,42483.9,,,,
240,12/05/18 04:51:30 AM,33041.7,30229.4,10.59,42504.0,,,,
241,12/05/18 05:01:30 AM,33041.7,30248.1,10.58,42541.6,,,,
242,12/05/18 05:11:30 AM,33041.7,30229.4,10.58,42515.3,,,,
243,12/05/18 05:21:30 AM,33041.7,30195.0,10.55,42500.8,,,,
244,12/05/18 05:31:30 AM,33041.7,30229.4,10.55,42549.2,,,,
245,12/05/18 05:41:30 AM,33041.7,30232.5,10.54,42564.9,,,,
246,12/05/18 05:51:30 AM,33041.7,30220.0,10.53,42558.6,,,,
247,12/05/18 06:01:30 AM,33041.7,30220.0,10.52,42569.9,,,,
248,12/05/18 06:11:30 AM,33041.7,30213.7,10.51,42572.3,,,,
249,12/05/18 06:21:30 AM,33041.7,30204.4,10.50,42570.6,,,,
250,12/05/18 06:31:30 AM,33041.7,30204.4,10.50,42570.6,,,,
251,12/05/18 06:41:30 AM,33041.7,30185.6,10.49,42555.4,,,,
252,12/05/18 06:51:30 AM,33041.7,30213.7,10.49,42595.0,,,,
253,12/05/18 07:01:30 AM,33041.7,30204.4,10.47,42604.6,,,,
254,12/05/18 07:11:30 AM,33041.7,30195.0,10.47,42591.3,,,,
255,12/05/18 07:21:30 AM,33041.7,30213.7,10.49,42595.0,,,,
256,12/05/18 07:31:30 AM,33041.7,30176.3,10.47,42564.9,,,,
257,12/05/18 07:41:30 AM,33041.7,30185.6,10.49,42555.4,,,,
258,12/05/18 07:51:30 AM,33041.7,30232.5,10.49,42621.5,,,,
259,12/05/18 08:01:30 AM,33041.7,30207.5,10.50,42574.9,,,,
260,12/05/18 08:11:30 AM,33041.7,30185.6,10.50,42544.1,,,,
261,12/05/18 08:21:30 AM,33041.7,30185.6,10.51,42532.7,,,,
262,12/05/18 08:31:30 AM,33041.7,30176.3,10.50,42531.0,,,,
263,12/05/18 08:41:30 AM,33041.7,30213.7,10.50,42583.7,,,,
264,12/05/18 08:51:30 AM,33041.7,30213.7,10.51,42572.3,,,,
265,12/05/18 09:01:30 AM,33041.7,30210.6,10.51,42568.0,,,,
266,12/05/18 09:11:30 AM,33041.7,30176.3,10.52,42508.3,,,,
267,12/05/18 09:21:30 AM,33041.7,30195.0,10.52,42534.7,,,,
268,12/05/18 09:31:30 AM,33041.7,30182.5,10.52,42517.1,,,,
269,12/05/18 09:41:30 AM,33041.7,30176.3,10.53,42497.0,,,,
270,12/05/18 09:51:30 AM,33041.7,30223.1,10.53,42562.9,,,,
271,12/05/18 10:01:30 AM,33041.7,30204.4,10.53,42536.6,,,,
272,12/05/18 10:11:30 AM,33041.7,30185.6,10.54,42498.8,,,,
273,12/05/18 10:21:30 AM,33041.7,30220.0,10.55,42536.0,,,,
274,12/05/18 10:31:30 AM,33041.7,30213.7,10.55,42527.1,,,,
275,12/05/18 10:41:30 AM,33041.7,30229.4,10.57,42526.6,,,,
276,12/05/18 10:51:30 AM,33041.7,30238.7,10.58,42528.4,,,,
277,12/05/18 11:01:30 AM,33041.7,30220.0,10.58,42502.1,,,,
278,12/05/18 11:11:30 AM,33041.7,30235.6,10.59,42512.7,,,,
279,12/05/18 11:21:30 AM,33041.7,30248.1,10.59,42530.3,,,,
280,12/05/18 11:31:30 AM,33041.7,30235.6,10.59,42512.7,,,,
281,12/05/18 11:41:30 AM,33041.7,30263.8,10.60,42541.1,,,,
282,12/05/18 11:51:30 AM,33041.7,30248.1,10.60,42519.0,,,,
283,12/05/18 12:01:30 PM,33041.7,30263.8,10.60,42541.1,,,,
284,12/05/18 12:11:30 PM,33041.7,30270.1,10.60,42549.9,,,,
285,12/05/18 12:21:30 PM,33041.7,30254.4,10.61,42516.6,,,,
286,12/05/18 12:31:30 PM,33041.7,30263.8,10.62,42518.5,,,,
287,12/05/18 12:41:30 PM,33041.7,30257.5,10.64,42487.1,,,,
288,12/05/18 12:51:30 PM,33041.7,30279.5,10.64,42518.0,,,,
289,12/05/18 01:01:30 PM,33041.7,30282.6,10.65,42511.0,,,,
290,12/05/18 01:11:30 PM,33041.7,30292.0,10.66,42513.0,,,,
291,12/05/18 01:21:30 PM,33041.7,30307.7,10.67,42523.7,,,,
292,12/05/18 01:31:30 PM,33041.7,30304.6,10.67,42519.4,,,,
293,12/05/18 01:41:30 PM,33041.7,30298.3,10.68,42499.3,,,,
294,12/05/18 01:51:30 PM,33041.7,30314.0,10.69,42510.0,,,,
295,12/05/18 02:01:30 PM,33041.7,30307.7,10.70,42489.9,,,,
296,12/05/18 02:11:30 PM,33041.7,30304.6,10.72,42463.0,,,,
297,12/05/18 02:21:30 PM,33041.7,30332.8,10.72,42502.6,,,,
298,12/05/18 02:31:30 PM,33041.7,30307.7,10.72,42467.4,,,,
299,12/05/18 02:41:30 PM,33041.7,30314.0,10.73,42465.0,,,,
300,12/05/18 02:51:30 PM,33041.7,30298.3,10.73,42443.0,,,,
301,12/05/18 03:01:30 PM,33041.7,30332.8,10.73,42491.3,,,,
302,12/05/18 03:11:30 PM,33041.7,30304.6,10.74,42440.6,,,,
303,12/05/18 03:21:30 PM,33041.7,30342.3,10.73,42504.6,,,,
304,12/05/18 03:31:30 PM,33041.7,30323.4,10.74,42466.9,,,,
305,12/05/18 03:41:30 PM,33041.7,30342.3,10.75,42482.1,,,,
306,12/05/18 03:51:30 PM,33041.7,30304.6,10.74,42440.6,,,,
307,12/05/18 04:01:30 PM,33041.7,30342.3,10.74,42493.3,,,,
308,12/05/18 04:11:30 PM,33041.7,30323.4,10.75,42455.6,,,,
309,12/05/18 04:21:30 PM,33041.7,30323.4,10.75,42455.6,,,,
310,12/05/18 04:31:30 PM,33041.7,30314.0,10.75,42442.5,,,,
311,12/05/18 04:41:30 PM,33041.7,30304.6,10.74,42440.6,,,,
312,12/05/18 04:51:30 PM,33041.7,30310.8,10.74,42449.2,,,,
313,12/05/18 05:01:30 PM,33041.7,30304.6,10.74,42440.6,,,,
314,12/05/18 05:11:30 PM,33041.7,30314.0,10.73,42465.0,,,,
315,12/05/18 05:21:30 PM,33041.7,30314.0,10.73,42465.0,,,,
316,12/05/18 05:31:30 PM,33041.7,30317.1,10.73,42469.3,,,,
317,12/05/18 05:41:30 PM,33041.7,30270.1,10.72,42414.7,,,,
318,12/05/18 05:51:30 PM,33041.7,30270.1,10.70,42437.2,,,,
319,12/05/18 06:01:30 PM,33041.7,30260.7,10.69,42435.3,,,,
320,12/05/18 06:11:30 PM,33041.7,30260.7,10.68,42446.5,,,,
321,12/05/18 06:21:30 PM,33041.7,30288.9,10.67,42497.3,,,,
322,12/05/18 06:31:30 PM,33041.7,30260.7,10.66,42469.0,,,,
323,12/05/18 06:41:30 PM,33041.7,30235.6,10.64,42456.3,,,,
324,12/05/18 06:51:30 PM,33041.7,30260.7,10.62,42514.1,,,,
325,12/05/18 07:01:30 PM,33041.7,30226.2,10.61,42476.9,,,,
326,12/05/18 07:11:30 PM,33041.7,30245.0,10.60,42514.6,,,,
327,12/05/18 07:21:30 PM,33041.7,30241.9,10.59,42521.6,,,,
328,12/05/18 07:31:30 PM,33041.7,30245.0,10.59,42525.9,,,,
329,12/05/18 07:41:30 PM,33041.7,30254.4,10.58,42550.5,,,,
330,12/05/18 07:51:30 PM,33041.7,30266.9,10.58,42568.0,,,,
331,12/05/18 08:01:30 PM,33041.7,30238.7,10.57,42539.7,,,,
332,12/05/18 08:11:30 PM,33041.7,30263.8,10.55,42597.6,,,,
333,12/05/18 08:21:30 PM,33041.7,30235.6,10.55,42557.9,,,,
334,12/05/18 08:31:30 PM,33041.7,30254.4,10.55,42584.4,,,,
335,12/05/18 08:41:30 PM,33041.7,30213.7,10.54,42538.4,,,,
336,12/05/18 08:51:30 PM,33041.7,30266.9,10.54,42613.3,,,,
337,12/05/18 09:01:30 PM,33041.7,30238.7,10.54,42573.6,,,,
338,12/05/18 09:11:30 PM,33041.7,30229.4,10.54,42560.5,,,,
339,12/05/18 09:21:30 PM,33041.7,30220.0,10.54,42547.3,,,,
340,12/05/18 09:31:30 PM,33041.7,30220.0,10.54,42547.3,,,,
341,12/05/18 09:41:30 PM,33041.7,30191.9,10.54,42507.7,,,,
342,12/05/18 09:51:30 PM,33041.7,30201.3,10.54,42520.9,,,,
343,12/05/18 10:01:30 PM,33041.7,30220.0,10.54,42547.3,,,,
