"Plot Title: 20449374_ConductivityLogger_FactoryCal"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °F (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)","Salinity, ppt (LGR S/N: 20449374)","Coupler Detached (LGR S/N: 20449374)","Coupler Attached (LGR S/N: 20449374)","Stopped (LGR S/N: 20449374)","End Of File (LGR S/N: 20449374)"
666,11/24/18 12:41:30 AM,33041.7,30317.1,52.02,41162.6,26.3477,,,,
667,11/24/18 12:51:30 AM,33041.7,30307.7,52.02,41149.9,26.3387,,,,
668,11/24/18 01:01:30 AM,33041.7,30323.4,52.02,41171.0,26.3538,,,,
669,11/24/18 01:11:30 AM,33041.7,30323.4,52.03,41161.0,26.3466,,,,
670,11/24/18 01:21:30 AM,33041.7,30317.1,52.02,41162.6,26.3477,,,,
671,11/24/18 01:31:30 AM,33041.7,30317.1,52.03,41152.5,26.3406,,,,
672,11/24/18 01:41:30 AM,33041.7,30342.3,52.02,41196.5,26.3719,,,,
673,11/24/18 01:51:30 AM,33041.7,30342.3,52.02,41196.5,26.3719,,,,
674,11/24/18 02:01:30 AM,33041.7,30332.8,52.00,41193.7,26.3699,,,,
675,11/24/18 02:11:30 AM,33041.7,30351.7,52.00,41219.2,26.3881,,,,
676,11/24/18 02:21:30 AM,33041.7,30345.4,52.02,41200.7,26.3749,,,,
677,11/24/18 02:31:30 AM,33041.7,30332.8,52.00,41193.7,26.3699,,,,
678,11/24/18 02:41:30 AM,33041.7,30342.3,52.00,41206.6,26.3791,,,,
679,11/24/18 02:51:30 AM,33041.7,30351.7,51.96,41239.3,26.4024,,,,
680,11/24/18 03:01:30 AM,33041.7,30395.8,52.00,41278.7,26.4304,,,,
681,11/24/18 03:11:30 AM,33041.7,30395.8,52.00,41278.7,26.4304,,,,
682,11/24/18 03:21:30 AM,33041.7,30367.4,52.00,41240.4,26.4031,,,,
683,11/24/18 03:31:30 AM,33041.7,30402.1,52.00,41287.2,26.4364,,,,
684,11/24/18 03:41:30 AM,33041.7,30405.3,52.00,41291.5,26.4395,,,,
685,11/24/18 03:51:30 AM,33041.7,30440.0,52.00,41338.3,26.4728,,,,
686,11/24/18 04:01:30 AM,33041.7,30421.1,52.03,41292.7,26.4403,,,,
687,11/24/18 04:11:30 AM,33041.7,30449.5,52.03,41330.9,26.4676,,,,
688,11/24/18 04:21:30 AM,33041.7,30459.0,52.05,41333.7,26.4695,,,,
689,11/24/18 04:31:30 AM,33041.7,30500.2,52.07,41379.1,26.5019,,,,
690,11/24/18 04:41:30 AM,33041.7,30500.2,52.07,41379.1,26.5019,,,,
691,11/24/18 04:51:30 AM,33041.7,30509.7,52.07,41391.9,26.5110,,,,
692,11/24/18 05:01:30 AM,33041.7,30525.6,52.09,41403.2,26.5191,,,,
693,11/24/18 05:11:30 AM,33041.7,30554.2,52.09,41441.7,26.5465,,,,
694,11/24/18 05:21:30 AM,33041.7,30535.1,52.09,41416.0,26.5282,,,,
695,11/24/18 05:31:30 AM,33041.7,30535.1,52.09,41416.0,26.5282,,,,
696,11/24/18 05:41:30 AM,33041.7,30535.1,52.05,41436.2,26.5425,,,,
697,11/24/18 05:51:30 AM,33041.7,30503.4,52.03,41403.5,26.5193,,,,
698,11/24/18 06:01:30 AM,33041.7,30474.8,52.02,41375.1,26.4990,,,,
699,11/24/18 06:11:30 AM,33041.7,30449.5,51.96,41371.2,26.4963,,,,
700,11/24/18 06:21:30 AM,33041.7,30414.7,51.94,41334.4,26.4700,,,,
701,11/24/18 06:31:30 AM,33041.7,30414.7,51.94,41334.4,26.4700,,,,
702,11/24/18 06:41:30 AM,33041.7,30421.1,51.93,41353.1,26.4834,,,,
703,11/24/18 06:51:30 AM,33041.7,30367.4,51.91,41290.7,26.4389,,,,
704,11/24/18 07:01:30 AM,33041.7,30361.1,51.89,41292.3,26.4401,,,,
705,11/24/18 07:11:30 AM,33041.7,30351.7,51.89,41279.6,26.4310,,,,
706,11/24/18 07:21:30 AM,33041.7,30332.8,51.89,41254.1,26.4129,,,,
707,11/24/18 07:31:30 AM,33041.7,30336.0,51.87,41268.4,26.4231,,,,
708,11/24/18 07:41:30 AM,33041.7,30336.0,51.87,41268.4,26.4231,,,,
709,11/24/18 07:51:30 AM,33041.7,30326.5,51.87,41255.6,26.4140,,,,
710,11/24/18 08:01:30 AM,33041.7,30307.7,51.85,41240.3,26.4031,,,,
711,11/24/18 08:11:30 AM,33041.7,30282.6,51.85,41206.4,26.3789,,,,
712,11/24/18 08:21:30 AM,33041.7,30292.0,51.82,41239.2,26.4023,,,,
713,11/24/18 08:31:30 AM,33041.7,30248.1,51.80,41189.9,26.3672,,,,
714,11/24/18 08:41:30 AM,33041.7,30195.0,51.76,41138.2,26.3304,,,,
715,11/24/18 08:51:30 AM,33041.7,30185.6,51.73,41145.6,26.3357,,,,
716,11/24/18 09:01:30 AM,33041.7,30204.4,51.75,41161.0,26.3466,,,,
717,11/24/18 09:11:30 AM,33041.7,30185.6,51.75,41135.6,26.3285,,,,
718,11/24/18 09:21:30 AM,33041.7,30213.7,51.76,41163.5,26.3484,,,,
719,11/24/18 09:31:30 AM,33041.7,30204.4,51.76,41151.0,26.3395,,,,
720,11/24/18 09:41:30 AM,33041.7,30204.4,51.78,41140.9,26.3323,,,,
721,11/24/18 09:51:30 AM,33041.7,30238.7,51.80,41177.2,26.3582,,,,
722,11/24/18 10:01:30 AM,33041.7,30235.6,51.82,41163.0,26.3481,,,,
723,11/24/18 10:11:30 AM,33041.7,30263.8,51.87,41170.9,26.3537,,,,
724,11/24/18 10:21:30 AM,33041.7,30307.7,51.91,41210.1,26.3816,,,,
725,11/24/18 10:31:30 AM,33041.7,30323.4,51.94,41211.2,26.3824,,,,
726,11/24/18 10:41:30 AM,33041.7,30380.0,52.02,41247.3,26.4081,,,,
727,11/24/18 10:51:30 AM,33041.7,30348.6,52.03,41195.0,26.3708,,,,
728,11/24/18 11:01:30 AM,33041.7,30405.3,52.07,41251.3,26.4109,,,,
729,11/24/18 11:11:30 AM,33041.7,30430.5,52.09,41275.2,26.4279,,,,
730,11/24/18 11:21:30 AM,33041.7,30446.4,52.14,41266.4,26.4217,,,,
731,11/24/18 11:31:30 AM,33041.7,30455.8,52.16,41269.0,26.4235,,,,
732,11/24/18 11:41:30 AM,33041.7,30471.7,52.18,41280.4,26.4316,,,,
733,11/24/18 11:51:30 AM,33041.7,30468.5,52.20,41266.0,26.4214,,,,
734,11/24/18 12:01:30 PM,33041.7,30497.0,52.23,41284.3,26.4344,,,,
735,11/24/18 12:11:30 PM,33041.7,30535.1,52.27,41315.4,26.4565,,,,
736,11/24/18 12:21:30 PM,33041.7,30525.6,52.27,41302.6,26.4474,,,,
737,11/24/18 12:31:30 PM,33041.7,30506.5,52.29,41266.9,26.4220,,,,
738,11/24/18 12:41:30 PM,33041.7,30554.2,52.32,41310.9,26.4533,,,,
739,11/24/18 12:51:30 PM,33041.7,30566.9,52.32,41327.9,26.4655,,,,
740,11/24/18 01:01:30 PM,33041.7,30579.7,52.34,41335.1,26.4705,,,,
741,11/24/18 01:11:30 PM,33041.7,30557.4,52.38,41285.1,26.4350,,,,
742,11/24/18 01:21:30 PM,33041.7,30579.7,52.36,41325.0,26.4634,,,,
743,11/24/18 01:31:30 PM,33041.7,30586.1,52.38,41323.6,26.4624,,,,
744,11/24/18 01:41:30 PM,33041.7,30595.6,52.38,41336.3,26.4714,,,,
745,11/24/18 01:51:30 PM,33041.7,30589.2,52.41,41307.7,26.4510,,,,
746,11/24/18 02:01:30 PM,33041.7,30566.9,52.41,41277.8,26.4298,,,,
747,11/24/18 02:11:30 PM,33041.7,30595.6,52.41,41316.3,26.4572,,,,
748,11/24/18 02:21:30 PM,33041.7,30566.9,52.43,41267.8,26.4226,,,,
749,11/24/18 02:31:30 PM,33041.7,30586.1,52.41,41303.5,26.4481,,,,
750,11/24/18 02:41:30 PM,33041.7,30576.5,52.41,41290.6,26.4389,,,,
751,11/24/18 02:51:30 PM,33041.7,30576.5,52.41,41290.6,26.4389,,,,
752,11/24/18 03:01:30 PM,33041.7,30570.1,52.41,41282.1,26.4328,,,,
753,11/24/18 03:11:30 PM,33041.7,30586.1,52.41,41303.5,26.4481,,,,
754,11/24/18 03:21:30 PM,33041.7,30586.1,52.41,41303.5,26.4481,,,,
755,11/24/18 03:31:30 PM,33041.7,30547.8,52.38,41272.2,26.4258,,,,
756,11/24/18 03:41:30 PM,33041.7,30586.1,52.38,41323.6,26.4624,,,,
757,11/24/18 03:51:30 PM,33041.7,30602.0,52.38,41344.9,26.4776,,,,
758,11/24/18 04:01:30 PM,33041.7,30576.5,52.38,41310.7,26.4532,,,,
759,11/24/18 04:11:30 PM,33041.7,30576.5,52.38,41310.7,26.4532,,,,
760,11/24/18 04:21:30 PM,33041.7,30566.9,52.36,41307.9,26.4512,,,,
761,11/24/18 04:31:30 PM,33041.7,30557.4,52.36,41295.1,26.4421,,,,
762,11/24/18 04:41:30 PM,33041.7,30605.2,52.36,41359.2,26.4878,,,,
763,11/24/18 04:51:30 PM,33041.7,30595.6,52.38,41336.3,26.4714,,,,
764,11/24/18 05:01:30 PM,33041.7,30586.1,52.38,41323.6,26.4624,,,,
765,11/24/18 05:11:30 PM,33041.7,30592.4,52.38,41332.0,26.4684,,,,
766,11/24/18 05:21:30 PM,33041.7,30611.6,52.41,41337.7,26.4724,,,,
767,11/24/18 05:31:30 PM,33041.7,30649.9,52.41,41389.1,26.5090,,,,
768,11/24/18 05:41:30 PM,33041.7,30656.3,52.41,41397.6,26.5151,,,,
769,11/24/18 05:51:30 PM,33041.7,30640.3,52.43,41366.1,26.4927,,,,
770,11/24/18 06:01:30 PM,33041.7,30675.5,52.43,41413.3,26.5263,,,,
771,11/24/18 06:11:30 PM,33041.7,30694.7,52.45,41429.0,26.5374,,,,
772,11/24/18 06:21:30 PM,33041.7,30691.5,52.43,41434.8,26.5415,,,,
773,11/24/18 06:31:30 PM,33041.7,30710.7,52.45,41450.4,26.5527,,,,
774,11/24/18 06:41:30 PM,33041.7,30701.1,52.45,41437.6,26.5435,,,,
775,11/24/18 06:51:30 PM,33041.7,30694.7,52.45,41429.0,26.5374,,,,
776,11/24/18 07:01:30 PM,33041.7,30701.1,52.45,41437.6,26.5435,,,,
777,11/24/18 07:11:30 PM,33041.7,30736.4,52.45,41484.9,26.5772,,,,
778,11/24/18 07:21:30 PM,33041.7,30730.0,52.45,41476.3,26.5711,,,,
779,11/24/18 07:31:30 PM,33041.7,30749.3,52.45,41502.2,26.5896,,,,
780,11/24/18 07:41:30 PM,33041.7,30739.6,52.47,41479.1,26.5731,,,,
781,11/24/18 07:51:30 PM,33041.7,30720.4,52.47,41453.4,26.5548,,,,
782,11/24/18 08:01:30 PM,33041.7,30707.5,52.47,41436.1,26.5425,,,,
783,11/24/18 08:11:30 PM,33041.7,30726.8,52.45,41472.0,26.5681,,,,
784,11/24/18 08:21:30 PM,33041.7,30736.4,52.47,41474.8,26.5701,,,,
785,11/24/18 08:31:30 PM,33041.7,30755.7,52.47,41500.7,26.5885,,,,
786,11/24/18 08:41:30 PM,33041.7,30730.0,52.48,41456.2,26.5568,,,,
787,11/24/18 08:51:30 PM,33041.7,30726.8,52.47,41462.0,26.5609,,,,
788,11/24/18 09:01:30 PM,33041.7,30746.1,52.48,41477.7,26.5722,,,,
789,11/24/18 09:11:30 PM,33041.7,30755.7,52.47,41500.7,26.5885,,,,
790,11/24/18 09:21:30 PM,33041.7,30739.6,52.47,41479.1,26.5731,,,,
791,11/24/18 09:31:30 PM,33041.7,30730.0,52.45,41476.3,26.5711,,,,
792,11/24/18 09:41:30 PM,33041.7,30720.4,52.43,41473.5,26.5691,,,,
793,11/24/18 09:51:30 PM,33041.7,30730.0,52.41,41496.4,26.5855,,,,
794,11/24/18 10:01:30 PM,33041.7,30701.1,52.41,41457.7,26.5579,,,,
795,11/24/18 10:11:30 PM,33041.7,30681.9,52.38,41452.1,26.5539,,,,
796,11/24/18 10:21:30 PM,33041.7,30672.3,52.36,41449.3,26.5519,,,,
797,11/24/18 10:31:30 PM,33041.7,30627.5,52.34,41399.2,26.5162,,,,
798,11/24/18 10:41:30 PM,33041.7,30640.3,52.32,41426.5,26.5356,,,,
799,11/24/18 10:51:30 PM,33041.7,30640.3,52.29,41446.6,26.5500,,,,
800,11/24/18 11:01:30 PM,33041.7,30633.9,52.27,41448.1,26.5510,,,,
801,11/24/18 11:11:30 PM,33041.7,30576.5,52.23,41391.1,26.5104,,,,
802,11/24/18 11:21:30 PM,33041.7,30570.1,52.20,41402.6,26.5187,,,,
803,11/24/18 11:31:30 PM,33041.7,30541.5,52.16,41384.3,26.5056,,,,
804,11/24/18 11:41:30 PM,33041.7,30506.5,52.11,41367.4,26.4936,,,,
805,11/24/18 11:51:30 PM,33041.7,30481.2,52.09,41343.4,26.4765,,,,
806,11/25/18 12:01:30 AM,33041.7,30462.2,52.05,41338.0,26.4726,,,,
807,11/25/18 12:11:30 AM,33041.7,30440.0,52.05,41308.1,26.4513,,,,
808,11/25/18 12:21:30 AM,33041.7,30386.4,52.03,41245.9,26.4071,,,,
809,11/25/18 12:31:30 AM,33041.7,30395.8,52.02,41268.6,26.4232,,,,
810,11/25/18 12:41:30 AM,33041.7,30376.9,51.96,41273.3,26.4266,,,,
811,11/25/18 12:51:30 AM,33041.7,30329.7,51.96,41209.7,26.3813,,,,
812,11/25/18 01:01:30 AM,33041.7,30317.1,51.94,41202.7,26.3763,,,,
813,11/25/18 01:11:30 AM,33041.7,30332.8,51.96,41213.8,26.3842,,,,
814,11/25/18 01:21:30 AM,33041.7,30298.3,51.94,41177.3,26.3583,,,,
815,11/25/18 01:31:30 AM,33041.7,30314.0,51.94,41198.5,26.3733,,,,
816,11/25/18 01:41:30 AM,33041.7,30314.0,51.94,41198.5,26.3733,,,,
817,11/25/18 01:51:30 AM,33041.7,30304.6,51.94,41185.8,26.3643,,,,
818,11/25/18 02:01:30 AM,33041.7,30317.1,51.96,41192.7,26.3692,,,,
819,11/25/18 02:11:30 AM,33041.7,30351.7,52.00,41219.2,26.3881,,,,
820,11/25/18 02:21:30 AM,33041.7,30367.4,52.00,41240.4,26.4031,,,,
821,11/25/18 02:31:30 AM,33041.7,30348.6,52.02,41205.0,26.3780,,,,
822,11/25/18 02:41:30 AM,33041.7,30376.9,52.02,41243.1,26.4051,,,,
823,11/25/18 02:51:30 AM,33041.7,30383.2,52.02,41251.6,26.4111,,,,
824,11/25/18 03:01:30 AM,33041.7,30383.2,52.03,41241.6,26.4040,,,,
825,11/25/18 03:11:30 AM,33041.7,30402.1,52.03,41267.1,26.4221,,,,
826,11/25/18 03:21:30 AM,33041.7,30411.6,52.02,41289.9,26.4384,,,,
827,11/25/18 03:31:30 AM,33041.7,30411.6,52.03,41279.9,26.4312,,,,
828,11/25/18 03:41:30 AM,33041.7,30421.1,52.02,41302.7,26.4475,,,,
829,11/25/18 03:51:30 AM,33041.7,30421.1,52.02,41302.7,26.4475,,,,
830,11/25/18 04:01:30 AM,33041.7,30411.6,52.03,41279.9,26.4312,,,,
831,11/25/18 04:11:30 AM,33041.7,30408.4,52.02,41285.6,26.4353,,,,
832,11/25/18 04:21:30 AM,33041.7,30417.9,52.02,41298.4,26.4444,,,,
833,11/25/18 04:31:30 AM,33041.7,30424.2,52.03,41296.8,26.4433,,,,
834,11/25/18 04:41:30 AM,33041.7,30427.4,52.03,41301.1,26.4464,,,,
835,11/25/18 04:51:30 AM,33041.7,30500.2,52.03,41399.2,26.5162,,,,
836,11/25/18 05:01:30 AM,33041.7,30459.0,52.07,41323.6,26.4624,,,,
837,11/25/18 05:11:30 AM,33041.7,30525.6,52.07,41413.3,26.5262,,,,
838,11/25/18 05:21:30 AM,33041.7,30566.9,52.11,41448.7,26.5515,,,,
839,11/25/18 05:31:30 AM,33041.7,30586.1,52.16,41444.3,26.5483,,,,
840,11/25/18 05:41:30 AM,33041.7,30611.6,52.20,41458.4,26.5584,,,,
841,11/25/18 05:51:30 AM,33041.7,30649.9,52.21,41499.8,26.5879,,,,
842,11/25/18 06:01:30 AM,33041.7,30678.7,52.23,41528.4,26.6083,,,,
843,11/25/18 06:11:30 AM,33041.7,30694.7,52.27,41529.7,26.6092,,,,
844,11/25/18 06:21:30 AM,33041.7,30704.3,52.23,41562.8,26.6328,,,,
845,11/25/18 06:31:30 AM,33041.7,30691.5,52.29,41515.3,26.5990,,,,
846,11/25/18 06:41:30 AM,33041.7,30710.7,52.29,41541.1,26.6173,,,,
847,11/25/18 06:51:30 AM,33041.7,30710.7,52.29,41541.1,26.6173,,,,
848,11/25/18 07:01:30 AM,33041.7,30723.6,52.29,41558.5,26.6297,,,,
849,11/25/18 07:11:30 AM,33041.7,30720.4,52.27,41564.3,26.6338,,,,
850,11/25/18 07:21:30 AM,33041.7,30701.1,52.23,41558.5,26.6297,,,,
851,11/25/18 07:31:30 AM,33041.7,30685.1,52.21,41547.1,26.6216,,,,
852,11/25/18 07:41:30 AM,33041.7,30640.3,52.21,41486.9,26.5787,,,,
853,11/25/18 07:51:30 AM,33041.7,30640.3,52.20,41497.0,26.5859,,,,
854,11/25/18 08:01:30 AM,33041.7,30605.2,52.18,41459.9,26.5595,,,,
855,11/25/18 08:11:30 AM,33041.7,30576.5,52.16,41431.4,26.5391,,,,
856,11/25/18 08:21:30 AM,33041.7,30566.9,52.14,41428.5,26.5371,,,,
857,11/25/18 08:31:30 AM,33041.7,30586.1,52.14,41454.4,26.5555,,,,
858,11/25/18 08:41:30 AM,33041.7,30570.1,52.14,41432.9,26.5402,,,,
859,11/25/18 08:51:30 AM,33041.7,30551.0,52.14,41407.2,26.5219,,,,
860,11/25/18 09:01:30 AM,33041.7,30576.5,52.14,41441.5,26.5463,,,,
861,11/25/18 09:11:30 AM,33041.7,30557.4,52.11,41435.9,26.5424,,,,
862,11/25/18 09:21:30 AM,33041.7,30605.2,52.11,41500.3,26.5882,,,,
863,11/25/18 09:31:30 AM,33041.7,30576.5,52.09,41471.7,26.5679,,,,
864,11/25/18 09:41:30 AM,33041.7,30566.9,52.11,41448.7,26.5515,,,,
865,11/25/18 09:51:30 AM,33041.7,30541.5,52.09,41424.6,26.5343,,,,
866,11/25/18 10:01:30 AM,33041.7,30560.6,52.11,41440.2,26.5454,,,,
867,11/25/18 10:11:30 AM,33041.7,30579.7,52.14,41445.8,26.5494,,,,
868,11/25/18 10:21:30 AM,33041.7,30551.0,52.14,41407.2,26.5219,,,,
869,11/25/18 10:31:30 AM,33041.7,30570.1,52.16,41422.8,26.5330,,,,
870,11/25/18 10:41:30 AM,33041.7,30605.2,52.16,41470.0,26.5666,,,,
871,11/25/18 10:51:30 AM,33041.7,30576.5,52.20,41411.2,26.5248,,,,
872,11/25/18 11:01:30 AM,33041.7,30566.9,52.20,41398.3,26.5156,,,,
873,11/25/18 11:11:30 AM,33041.7,30547.8,52.20,41372.6,26.4973,,,,
874,11/25/18 11:21:30 AM,33041.7,30560.6,52.21,41379.8,26.5024,,,,
875,11/25/18 11:31:30 AM,33041.7,30522.4,52.21,41328.4,26.4658,,,,
876,11/25/18 11:41:30 AM,33041.7,30541.5,52.23,41344.1,26.4769,,,,
877,11/25/18 11:51:30 AM,33041.7,30522.4,52.27,41298.3,26.4444,,,,
878,11/25/18 12:01:30 PM,33041.7,30528.8,52.29,41296.9,26.4433,,,,
879,11/25/18 12:11:30 PM,33041.7,30528.8,52.29,41296.9,26.4433,,,,
880,11/25/18 12:21:30 PM,33041.7,30522.4,52.30,41278.2,26.4301,,,,
881,11/25/18 12:31:30 PM,33041.7,30557.4,52.32,41315.2,26.4564,,,,
882,11/25/18 12:41:30 PM,33041.7,30522.4,52.32,41268.2,26.4229,,,,
883,11/25/18 12:51:30 PM,33041.7,30509.7,52.34,41241.1,26.4037,,,,
884,11/25/18 01:01:30 PM,33041.7,30547.8,52.36,41282.2,26.4329,,,,
885,11/25/18 01:11:30 PM,33041.7,30547.8,52.38,41272.2,26.4258,,,,
886,11/25/18 01:21:30 PM,33041.7,30547.8,52.38,41272.2,26.4258,,,,
887,11/25/18 01:31:30 PM,33041.7,30563.8,52.41,41273.6,26.4268,,,,
888,11/25/18 01:41:30 PM,33041.7,30602.0,52.41,41324.8,26.4633,,,,
889,11/25/18 01:51:30 PM,33041.7,30519.2,52.43,41203.8,26.3771,,,,
890,11/25/18 02:01:30 PM,33041.7,30554.2,52.45,41240.7,26.4034,,,,
891,11/25/18 02:11:30 PM,33041.7,30554.2,52.45,41240.7,26.4034,,,,
892,11/25/18 02:21:30 PM,33041.7,30573.3,52.45,41266.3,26.4216,,,,
893,11/25/18 02:31:30 PM,33041.7,30592.4,52.45,41291.9,26.4398,,,,
894,11/25/18 02:41:30 PM,33041.7,30573.3,52.47,41256.3,26.4145,,,,
895,11/25/18 02:51:30 PM,33041.7,30608.4,52.47,41303.3,26.4479,,,,
896,11/25/18 03:01:30 PM,33041.7,30598.8,52.48,41280.5,26.4317,,,,
897,11/25/18 03:11:30 PM,33041.7,30598.8,52.48,41280.5,26.4317,,,,
898,11/25/18 03:21:30 PM,33041.7,30621.1,52.48,41310.3,26.4529,,,,
899,11/25/18 03:31:30 PM,33041.7,30611.6,52.50,41287.6,26.4367,,,,
900,11/25/18 03:41:30 PM,33041.7,30589.2,52.50,41257.6,26.4154,,,,
901,11/25/18 03:51:30 PM,33041.7,30643.5,52.52,41320.3,26.4600,,,,
902,11/25/18 04:01:30 PM,33041.7,30665.9,52.52,41350.3,26.4814,,,,
903,11/25/18 04:11:30 PM,33041.7,30643.5,52.52,41320.3,26.4600,,,,
904,11/25/18 04:21:30 PM,33041.7,30662.7,52.56,41325.9,26.4640,,,,
905,11/25/18 04:31:30 PM,33041.7,30653.1,52.56,41313.1,26.4549,,,,
906,11/25/18 04:41:30 PM,33041.7,30672.3,52.56,41338.8,26.4732,,,,
907,11/25/18 04:51:30 PM,33041.7,30678.7,52.57,41337.3,26.4721,,,,
908,11/25/18 05:01:30 PM,33041.7,30678.7,52.57,41337.3,26.4721,,,,
909,11/25/18 05:11:30 PM,33041.7,30678.7,52.57,41337.3,26.4721,,,,
910,11/25/18 05:21:30 PM,33041.7,30697.9,52.57,41363.0,26.4904,,,,
911,11/25/18 05:31:30 PM,33041.7,30733.2,52.57,41410.2,26.5241,,,,
912,11/25/18 05:41:30 PM,33041.7,30746.1,52.57,41427.5,26.5364,,,,
913,11/25/18 05:51:30 PM,33041.7,30762.1,52.59,41438.8,26.5444,,,,
914,11/25/18 06:01:30 PM,33041.7,30742.8,52.59,41413.0,26.5261,,,,
915,11/25/18 06:11:30 PM,33041.7,30762.1,52.59,41438.8,26.5444,,,,
916,11/25/18 06:21:30 PM,33041.7,30771.8,52.61,41441.8,26.5465,,,,
917,11/25/18 06:31:30 PM,33041.7,30768.6,52.61,41437.5,26.5435,,,,
918,11/25/18 06:41:30 PM,33041.7,30762.1,52.61,41428.8,26.5373,,,,
919,11/25/18 06:51:30 PM,33041.7,30778.2,52.63,41440.3,26.5455,,,,
920,11/25/18 07:01:30 PM,33041.7,30797.6,52.63,41466.2,26.5640,,,,
921,11/25/18 07:11:30 PM,33041.7,30807.2,52.63,41479.1,26.5731,,,,
922,11/25/18 07:21:30 PM,33041.7,30778.2,52.63,41440.3,26.5455,,,,
923,11/25/18 07:31:30 PM,33041.7,30816.9,52.63,41492.0,26.5823,,,,
924,11/25/18 07:41:30 PM,33041.7,30823.4,52.63,41500.7,26.5885,,,,
925,11/25/18 07:51:30 PM,33041.7,30813.7,52.63,41487.7,26.5793,,,,
926,11/25/18 08:01:30 PM,33041.7,30823.4,52.63,41500.7,26.5885,,,,
927,11/25/18 08:11:30 PM,33041.7,30813.7,52.65,41477.7,26.5721,,,,
928,11/25/18 08:21:30 PM,33041.7,30839.5,52.65,41512.2,26.5967,,,,
929,11/25/18 08:31:30 PM,33041.7,30839.5,52.65,41512.2,26.5967,,,,
930,11/25/18 08:41:30 PM,33041.7,30842.7,52.66,41506.4,26.5926,,,,
931,11/25/18 08:51:30 PM,33041.7,30823.4,52.66,41480.6,26.5742,,,,
932,11/25/18 09:01:30 PM,33041.7,30858.9,52.66,41528.0,26.6080,,,,
933,11/25/18 09:11:30 PM,33041.7,30894.5,52.66,41575.6,26.6419,,,,
934,11/25/18 09:21:30 PM,33041.7,30888.0,52.66,41566.9,26.6357,,,,
935,11/25/18 09:31:30 PM,33041.7,30852.4,52.66,41519.4,26.6018,,,,
936,11/25/18 09:41:30 PM,33041.7,30868.6,52.65,41551.1,26.6244,,,,
937,11/25/18 09:51:30 PM,33041.7,30858.9,52.65,41538.1,26.6152,,,,
938,11/25/18 10:01:30 PM,33041.7,30829.8,52.66,41489.2,26.5803,,,,
939,11/25/18 10:11:30 PM,33041.7,30833.0,52.66,41493.4,26.5833,,,,
940,11/25/18 10:21:30 PM,33041.7,30849.2,52.66,41515.1,26.5988,,,,
941,11/25/18 10:31:30 PM,33041.7,30849.2,52.65,41525.1,26.6059,,,,
942,11/25/18 10:41:30 PM,33041.7,30849.2,52.65,41525.1,26.6059,,,,
943,11/25/18 10:51:30 PM,33041.7,30842.7,52.65,41516.4,26.5997,,,,
944,11/25/18 11:01:30 PM,33041.7,30813.7,52.63,41487.7,26.5793,,,,
945,11/25/18 11:11:30 PM,33041.7,30781.4,52.61,41454.6,26.5557,,,,
946,11/25/18 11:21:30 PM,33041.7,30807.2,52.59,41499.2,26.5874,,,,
947,11/25/18 11:31:30 PM,33041.7,30752.5,52.57,41436.0,26.5425,,,,
948,11/25/18 11:41:30 PM,33041.7,30723.6,52.56,41407.4,26.5221,,,,
949,11/25/18 11:51:30 PM,33041.7,30707.5,52.50,41416.0,26.5282,,,,
950,11/26/18 12:01:30 AM,33041.7,30624.3,52.47,41324.6,26.4631,,,,
951,11/26/18 12:11:30 AM,33041.7,30617.9,52.45,41326.1,26.4641,,,,
952,11/26/18 12:21:30 AM,33041.7,30538.3,52.41,41239.4,26.4025,,,,
953,11/26/18 12:31:30 AM,33041.7,30519.2,52.38,41233.8,26.3985,,,,
954,11/26/18 12:41:30 AM,33041.7,30503.4,52.34,41232.7,26.3977,,,,
955,11/26/18 12:51:30 AM,33041.7,30459.0,52.34,41173.1,26.3552,,,,
956,11/26/18 01:01:30 AM,33041.7,30449.5,52.30,41180.4,26.3604,,,,
957,11/26/18 01:11:30 AM,33041.7,30430.5,52.30,41154.8,26.3423,,,,
958,11/26/18 01:21:30 AM,33041.7,30421.1,52.29,41152.2,26.3404,,,,
959,11/26/18 01:31:30 AM,33041.7,30405.3,52.29,41131.0,26.3253,,,,
960,11/26/18 01:41:30 AM,33041.7,30421.1,52.29,41152.2,26.3404,,,,
961,11/26/18 01:51:30 AM,33041.7,30411.6,52.29,41139.5,26.3313,,,,
962,11/26/18 02:01:30 AM,33041.7,30421.1,52.29,41152.2,26.3404,,,,
963,11/26/18 02:11:30 AM,33041.7,30446.4,52.29,41186.2,26.3646,,,,
964,11/26/18 02:21:30 AM,33041.7,30421.1,52.29,41152.2,26.3404,,,,
965,11/26/18 02:31:30 AM,33041.7,30421.1,52.29,41152.2,26.3404,,,,
966,11/26/18 02:41:30 AM,33041.7,30455.8,52.30,41188.8,26.3664,,,,
967,11/26/18 02:51:30 AM,33041.7,30484.4,52.30,41227.2,26.3938,,,,
968,11/26/18 03:01:30 AM,33041.7,30493.9,52.34,41219.9,26.3886,,,,
969,11/26/18 03:11:30 AM,33041.7,30471.7,52.36,41180.1,26.3603,,,,
