"Plot Title: 20449374_ConductivityLogger_FactoryCal"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °F (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)","Salinity, ppt (LGR S/N: 20449374)","Coupler Detached (LGR S/N: 20449374)","Coupler Attached (LGR S/N: 20449374)","Stopped (LGR S/N: 20449374)","End Of File (LGR S/N: 20449374)"
970,11/26/18 03:21:30 AM,33041.7,30573.3,52.38,41306.4,26.4501,,,,
971,11/26/18 03:31:30 AM,33041.7,30570.1,52.43,41272.0,26.4257,,,,
972,11/26/18 03:41:30 AM,33041.7,30624.3,52.45,41334.7,26.4703,,,,
973,11/26/18 03:51:30 AM,33041.7,30617.9,52.47,41316.1,26.4570,,,,
974,11/26/18 04:01:30 AM,33041.7,30653.1,52.48,41353.2,26.4834,,,,
975,11/26/18 04:11:30 AM,33041.7,30624.3,52.48,41314.6,26.4560,,,,
976,11/26/18 04:21:30 AM,33041.7,30672.3,52.50,41368.9,26.4946,,,,
977,11/26/18 04:31:30 AM,33041.7,30688.3,52.52,41380.2,26.5027,,,,
978,11/26/18 04:41:30 AM,33041.7,30688.3,52.50,41390.3,26.5099,,,,
979,11/26/18 04:51:30 AM,33041.7,30633.9,52.50,41317.4,26.4580,,,,
980,11/26/18 05:01:30 AM,33041.7,30669.1,52.50,41364.6,26.4916,,,,
981,11/26/18 05:11:30 AM,33041.7,30672.3,52.50,41368.9,26.4946,,,,
982,11/26/18 05:21:30 AM,33041.7,30678.7,52.48,41387.5,26.5079,,,,
983,11/26/18 05:31:30 AM,33041.7,30678.7,52.50,41377.4,26.5007,,,,
984,11/26/18 05:41:30 AM,33041.7,30697.9,52.50,41403.1,26.5190,,,,
985,11/26/18 05:51:30 AM,33041.7,30681.9,52.50,41381.7,26.5038,,,,
986,11/26/18 06:01:30 AM,33041.7,30659.5,52.48,41361.8,26.4895,,,,
987,11/26/18 06:11:30 AM,33041.7,30701.1,52.48,41417.5,26.5292,,,,
988,11/26/18 06:21:30 AM,33041.7,30669.1,52.50,41364.6,26.4916,,,,
989,11/26/18 06:31:30 AM,33041.7,30704.3,52.50,41411.7,26.5251,,,,
990,11/26/18 06:41:30 AM,33041.7,30742.8,52.52,41453.2,26.5547,,,,
991,11/26/18 06:51:30 AM,33041.7,30749.3,52.56,41441.8,26.5466,,,,
992,11/26/18 07:01:30 AM,33041.7,30742.8,52.56,41433.1,26.5404,,,,
993,11/26/18 07:11:30 AM,33041.7,30723.6,52.57,41397.4,26.5149,,,,
994,11/26/18 07:21:30 AM,33041.7,30775.0,52.57,41466.1,26.5639,,,,
995,11/26/18 07:31:30 AM,33041.7,30778.2,52.59,41460.4,26.5598,,,,
996,11/26/18 07:41:30 AM,33041.7,30768.6,52.61,41437.5,26.5435,,,,
997,11/26/18 07:51:30 AM,33041.7,30778.2,52.59,41460.4,26.5598,,,,
998,11/26/18 08:01:30 AM,33041.7,30758.9,52.59,41434.6,26.5414,,,,
999,11/26/18 08:11:30 AM,33041.7,30739.6,52.59,41408.7,26.5230,,,,
1000,11/26/18 08:21:30 AM,33041.7,30768.6,52.61,41437.5,26.5435,,,,
1001,11/26/18 08:31:30 AM,33041.7,30768.6,52.61,41437.5,26.5435,,,,
1002,11/26/18 08:41:30 AM,33041.7,30787.9,52.61,41463.3,26.5619,,,,
1003,11/26/18 08:51:30 AM,33041.7,30794.3,52.61,41471.9,26.5680,,,,
1004,11/26/18 09:01:30 AM,33041.7,30804.0,52.63,41474.8,26.5700,,,,
1005,11/26/18 09:11:30 AM,33041.7,30784.7,52.63,41449.0,26.5517,,,,
1006,11/26/18 09:21:30 AM,33041.7,30813.7,52.65,41477.7,26.5721,,,,
1007,11/26/18 09:31:30 AM,33041.7,30813.7,52.65,41477.7,26.5721,,,,
1008,11/26/18 09:41:30 AM,33041.7,30849.2,52.66,41515.1,26.5988,,,,
1009,11/26/18 09:51:30 AM,33041.7,30820.1,52.66,41476.2,26.5711,,,,
1010,11/26/18 10:01:30 AM,33041.7,30804.0,52.66,41454.7,26.5557,,,,
1011,11/26/18 10:11:30 AM,33041.7,30823.4,52.66,41480.6,26.5742,,,,
1012,11/26/18 10:21:30 AM,33041.7,30775.0,52.66,41415.9,26.5281,,,,
1013,11/26/18 10:31:30 AM,33041.7,30797.6,52.66,41446.1,26.5496,,,,
1014,11/26/18 10:41:30 AM,33041.7,30804.0,52.66,41454.7,26.5557,,,,
1015,11/26/18 10:51:30 AM,33041.7,30794.3,52.66,41441.7,26.5465,,,,
1016,11/26/18 11:01:30 AM,33041.7,30775.0,52.66,41415.9,26.5281,,,,
1017,11/26/18 11:11:30 AM,33041.7,30820.1,52.72,41446.1,26.5496,,,,
1018,11/26/18 11:21:30 AM,33041.7,30820.1,52.74,41436.0,26.5425,,,,
1019,11/26/18 11:31:30 AM,33041.7,30810.4,52.75,41413.1,26.5261,,,,
1020,11/26/18 11:41:30 AM,33041.7,30839.5,52.77,41441.9,26.5466,,,,
1021,11/26/18 11:51:30 AM,33041.7,30846.0,52.83,41420.5,26.5314,,,,
1022,11/26/18 12:01:30 PM,33041.7,30875.1,52.84,41449.2,26.5519,,,,
1023,11/26/18 12:11:30 PM,33041.7,30901.0,52.86,41473.7,26.5693,,,,
1024,11/26/18 12:21:30 PM,33041.7,30846.0,52.88,41390.4,26.5100,,,,
1025,11/26/18 12:31:30 PM,33041.7,30881.5,52.88,41437.7,26.5437,,,,
1026,11/26/18 12:41:30 PM,33041.7,30901.0,52.90,41453.7,26.5550,,,,
1027,11/26/18 12:51:30 PM,33041.7,30865.3,52.90,41406.1,26.5212,,,,
1028,11/26/18 01:01:30 PM,33041.7,30881.5,52.90,41427.7,26.5365,,,,
1029,11/26/18 01:05:15 PM,,,,,,,Logged,,
1030,11/26/18 01:05:20 PM,,,,,,,,Logged,Logged
