"Plot Title: 06-28MAY19_20454092_DO_Logger"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)","Expired Sensor Cap (LGR S/N: 20454092)","Coupler Attached (LGR S/N: 20454092)","Stopped (LGR S/N: 20454092)","End Of File (LGR S/N: 20454092)"
352,05/09/19 09:55:49 PM,11.21,10.22,11.21,98.9,,,,
353,05/09/19 10:05:49 PM,11.22,10.22,11.22,99.0,,,,
354,05/09/19 10:15:49 PM,11.23,10.20,11.23,99.0,,,,
355,05/09/19 10:25:49 PM,11.23,10.20,11.23,99.0,,,,
356,05/09/19 10:35:49 PM,11.23,10.22,11.23,99.1,,,,
357,05/09/19 10:45:49 PM,11.22,10.22,11.22,99.0,,,,
358,05/09/19 10:55:49 PM,11.23,10.22,11.23,99.1,,,,
359,05/09/19 11:05:49 PM,11.21,10.20,11.21,98.9,,,,
360,05/09/19 11:15:49 PM,11.22,10.20,11.22,98.9,,,,
361,05/09/19 11:25:49 PM,11.22,10.18,11.22,98.9,,,,
362,05/09/19 11:35:49 PM,11.23,10.18,11.23,99.0,,,,
363,05/09/19 11:45:49 PM,11.22,10.18,11.22,98.9,,,,
364,05/09/19 11:55:49 PM,11.21,10.16,11.21,98.8,,,,
365,05/10/19 12:05:49 AM,11.22,10.12,11.22,98.8,,,,
366,05/10/19 12:15:49 AM,11.22,10.10,11.22,98.7,,,,
367,05/10/19 12:25:49 AM,11.21,10.06,11.21,98.5,,,,
368,05/10/19 12:35:49 AM,11.23,10.04,11.23,98.7,,,,
369,05/10/19 12:45:49 AM,11.22,10.02,11.22,98.5,,,,
370,05/10/19 12:55:49 AM,11.23,10.00,11.23,98.6,,,,
371,05/10/19 01:05:49 AM,11.24,9.98,11.24,98.6,,,,
372,05/10/19 01:15:49 AM,11.24,9.98,11.24,98.6,,,,
373,05/10/19 01:25:49 AM,11.24,9.96,11.24,98.6,,,,
374,05/10/19 01:35:49 AM,11.23,9.96,11.23,98.5,,,,
375,05/10/19 01:45:49 AM,11.24,9.94,11.24,98.5,,,,
376,05/10/19 01:55:49 AM,11.25,9.94,11.25,98.6,,,,
377,05/10/19 02:05:49 AM,11.24,9.92,11.24,98.5,,,,
378,05/10/19 02:15:49 AM,11.26,9.92,11.26,98.6,,,,
379,05/10/19 02:25:49 AM,11.25,9.92,11.25,98.6,,,,
380,05/10/19 02:35:49 AM,11.25,9.90,11.25,98.5,,,,
381,05/10/19 02:45:49 AM,11.26,9.90,11.26,98.6,,,,
382,05/10/19 02:55:49 AM,11.25,9.88,11.25,98.5,,,,
383,05/10/19 03:05:49 AM,11.25,9.88,11.25,98.5,,,,
384,05/10/19 03:15:49 AM,11.23,9.86,11.23,98.2,,,,
385,05/10/19 03:25:49 AM,11.26,9.86,11.26,98.5,,,,
386,05/10/19 03:35:49 AM,11.25,9.84,11.25,98.4,,,,
387,05/10/19 03:45:49 AM,11.25,9.84,11.25,98.4,,,,
388,05/10/19 03:55:49 AM,11.26,9.84,11.26,98.5,,,,
389,05/10/19 04:05:49 AM,11.26,9.84,11.26,98.5,,,,
390,05/10/19 04:15:49 AM,11.26,9.82,11.26,98.4,,,,
391,05/10/19 04:25:49 AM,11.26,9.82,11.26,98.4,,,,
392,05/10/19 04:35:49 AM,11.26,9.82,11.26,98.4,,,,
393,05/10/19 04:45:49 AM,11.26,9.82,11.26,98.4,,,,
394,05/10/19 04:55:49 AM,11.27,9.84,11.27,98.5,,,,
395,05/10/19 05:05:49 AM,11.27,9.84,11.27,98.5,,,,
396,05/10/19 05:15:49 AM,11.27,9.84,11.27,98.5,,,,
397,05/10/19 05:25:49 AM,11.25,9.86,11.25,98.4,,,,
398,05/10/19 05:35:49 AM,11.26,9.86,11.26,98.5,,,,
399,05/10/19 05:45:49 AM,11.26,9.88,11.26,98.6,,,,
400,05/10/19 05:55:49 AM,11.27,9.88,11.27,98.6,,,,
401,05/10/19 06:05:49 AM,11.26,9.90,11.26,98.6,,,,
402,05/10/19 06:15:49 AM,11.26,9.90,11.26,98.6,,,,
403,05/10/19 06:25:49 AM,11.27,9.92,11.27,98.7,,,,
404,05/10/19 06:35:49 AM,11.27,9.92,11.27,98.7,,,,
405,05/10/19 06:45:49 AM,11.28,9.92,11.28,98.8,,,,
406,05/10/19 06:55:49 AM,11.27,9.94,11.27,98.8,,,,
407,05/10/19 07:05:49 AM,11.29,9.96,11.29,99.0,,,,
408,05/10/19 07:15:49 AM,11.28,9.98,11.28,99.0,,,,
409,05/10/19 07:25:49 AM,11.28,10.00,11.28,99.0,,,,
410,05/10/19 07:35:49 AM,11.28,10.02,11.28,99.1,,,,
411,05/10/19 07:45:49 AM,11.28,10.02,11.28,99.1,,,,
412,05/10/19 07:55:49 AM,11.28,10.04,11.28,99.1,,,,
413,05/10/19 08:05:49 AM,11.27,10.06,11.27,99.1,,,,
414,05/10/19 08:15:49 AM,11.27,10.06,11.27,99.1,,,,
415,05/10/19 08:25:49 AM,11.26,10.08,11.26,99.0,,,,
416,05/10/19 08:35:49 AM,11.26,10.08,11.26,99.0,,,,
417,05/10/19 08:45:49 AM,11.26,10.10,11.26,99.1,,,,
418,05/10/19 08:55:49 AM,11.26,10.10,11.26,99.1,,,,
419,05/10/19 09:05:49 AM,11.25,10.12,11.25,99.0,,,,
420,05/10/19 09:15:49 AM,11.24,10.12,11.24,98.9,,,,
421,05/10/19 09:25:49 AM,11.25,10.14,11.25,99.1,,,,
422,05/10/19 09:35:49 AM,11.26,10.14,11.26,99.2,,,,
423,05/10/19 09:45:49 AM,11.26,10.14,11.26,99.2,,,,
424,05/10/19 09:55:49 AM,11.27,10.12,11.27,99.2,,,,
425,05/10/19 10:05:49 AM,11.27,10.10,11.27,99.2,,,,
426,05/10/19 10:15:49 AM,11.27,10.08,11.27,99.1,,,,
427,05/10/19 10:25:49 AM,11.27,10.06,11.27,99.1,,,,
428,05/10/19 10:35:49 AM,11.27,10.08,11.27,99.1,,,,
429,05/10/19 10:45:49 AM,11.28,10.10,11.28,99.2,,,,
430,05/10/19 10:55:49 AM,11.28,10.14,11.28,99.3,,,,
431,05/10/19 11:05:49 AM,11.27,10.16,11.27,99.3,,,,
432,05/10/19 11:15:49 AM,11.27,10.18,11.27,99.3,,,,
433,05/10/19 11:25:49 AM,11.27,10.20,11.27,99.4,,,,
434,05/10/19 11:35:49 AM,11.25,10.24,11.25,99.3,,,,
435,05/10/19 11:45:49 AM,11.26,10.26,11.26,99.4,,,,
436,05/10/19 11:55:49 AM,11.25,10.28,11.25,99.4,,,,
437,05/10/19 12:05:49 PM,11.26,10.30,11.26,99.5,,,,
438,05/10/19 12:15:49 PM,11.26,10.32,11.26,99.6,,,,
439,05/10/19 12:25:49 PM,11.25,10.32,11.25,99.5,,,,
440,05/10/19 12:35:49 PM,11.24,10.34,11.24,99.4,,,,
441,05/10/19 12:45:49 PM,11.24,10.36,11.24,99.5,,,,
442,05/10/19 12:55:49 PM,11.24,10.36,11.24,99.5,,,,
443,05/10/19 01:05:49 PM,11.23,10.38,11.23,99.5,,,,
444,05/10/19 01:15:49 PM,11.23,10.38,11.23,99.5,,,,
445,05/10/19 01:25:49 PM,11.22,10.42,11.22,99.5,,,,
446,05/10/19 01:35:49 PM,11.23,10.44,11.23,99.6,,,,
447,05/10/19 01:45:49 PM,11.21,10.44,11.21,99.4,,,,
448,05/10/19 01:55:49 PM,11.21,10.46,11.21,99.5,,,,
449,05/10/19 02:05:49 PM,11.21,10.48,11.21,99.5,,,,
450,05/10/19 02:15:49 PM,11.20,10.48,11.20,99.4,,,,
451,05/10/19 02:25:49 PM,11.20,10.50,11.20,99.5,,,,
452,05/10/19 02:35:49 PM,11.21,10.50,11.21,99.6,,,,
453,05/10/19 02:45:49 PM,11.21,10.52,11.21,99.6,,,,
454,05/10/19 02:55:49 PM,11.20,10.52,11.20,99.5,,,,
455,05/10/19 03:05:49 PM,11.19,10.54,11.19,99.5,,,,
456,05/10/19 03:15:49 PM,11.18,10.54,11.18,99.4,,,,
457,05/10/19 03:25:49 PM,11.19,10.54,11.19,99.5,,,,
458,05/10/19 03:35:49 PM,11.19,10.54,11.19,99.5,,,,
459,05/10/19 03:45:49 PM,11.18,10.52,11.18,99.3,,,,
460,05/10/19 03:55:49 PM,11.19,10.54,11.19,99.5,,,,
461,05/10/19 04:05:49 PM,11.20,10.54,11.20,99.6,,,,
462,05/10/19 04:15:49 PM,11.20,10.54,11.20,99.6,,,,
463,05/10/19 04:25:49 PM,11.19,10.54,11.19,99.5,,,,
464,05/10/19 04:35:49 PM,11.19,10.56,11.19,99.5,,,,
465,05/10/19 04:45:49 PM,11.19,10.56,11.19,99.5,,,,
466,05/10/19 04:55:49 PM,11.19,10.58,11.19,99.6,,,,
467,05/10/19 05:05:49 PM,11.19,10.58,11.19,99.6,,,,
468,05/10/19 05:15:49 PM,11.19,10.60,11.19,99.6,,,,
469,05/10/19 05:25:49 PM,11.19,10.60,11.19,99.6,,,,
470,05/10/19 05:35:49 PM,11.19,10.60,11.19,99.6,,,,
471,05/10/19 05:45:49 PM,11.18,10.60,11.18,99.5,,,,
472,05/10/19 05:55:49 PM,11.19,10.60,11.19,99.6,,,,
473,05/10/19 06:05:49 PM,11.18,10.58,11.18,99.5,,,,
474,05/10/19 06:15:49 PM,11.18,10.56,11.18,99.4,,,,
475,05/10/19 06:25:49 PM,11.18,10.54,11.18,99.4,,,,
476,05/10/19 06:35:49 PM,11.19,10.52,11.19,99.4,,,,
477,05/10/19 06:45:49 PM,11.19,10.50,11.19,99.4,,,,
478,05/10/19 06:55:49 PM,11.20,10.48,11.20,99.4,,,,
479,05/10/19 07:05:49 PM,11.20,10.46,11.20,99.4,,,,
480,05/10/19 07:15:49 PM,11.19,10.44,11.19,99.2,,,,
481,05/10/19 07:25:49 PM,11.20,10.40,11.20,99.2,,,,
482,05/10/19 07:35:49 PM,11.21,10.38,11.21,99.3,,,,
483,05/10/19 07:45:49 PM,11.20,10.36,11.20,99.1,,,,
484,05/10/19 07:55:49 PM,11.21,10.34,11.21,99.2,,,,
485,05/10/19 08:05:49 PM,11.21,10.32,11.21,99.1,,,,
486,05/10/19 08:15:49 PM,11.20,10.30,11.20,99.0,,,,
487,05/10/19 08:25:49 PM,11.20,10.28,11.20,99.0,,,,
488,05/10/19 08:35:49 PM,11.21,10.26,11.21,99.0,,,,
489,05/10/19 08:45:49 PM,11.19,10.24,11.19,98.8,,,,
490,05/10/19 08:55:49 PM,11.21,10.20,11.21,98.9,,,,
491,05/10/19 09:05:49 PM,11.22,10.18,11.22,98.9,,,,
492,05/10/19 09:15:49 PM,11.22,10.14,11.22,98.8,,,,
493,05/10/19 09:25:49 PM,11.22,10.12,11.22,98.8,,,,
494,05/10/19 09:35:49 PM,11.22,10.10,11.22,98.7,,,,
495,05/10/19 09:45:49 PM,11.23,10.10,11.23,98.8,,,,
496,05/10/19 09:55:49 PM,11.25,10.10,11.25,99.0,,,,
497,05/10/19 10:05:49 PM,11.25,10.10,11.25,99.0,,,,
498,05/10/19 10:15:49 PM,11.23,10.10,11.23,98.8,,,,
499,05/10/19 10:25:49 PM,11.24,10.10,11.24,98.9,,,,
500,05/10/19 10:35:49 PM,11.23,10.10,11.23,98.8,,,,
501,05/10/19 10:45:49 PM,11.25,10.10,11.25,99.0,,,,
502,05/10/19 10:55:49 PM,11.25,10.12,11.25,99.0,,,,
503,05/10/19 11:05:49 PM,11.24,10.10,11.24,98.9,,,,
504,05/10/19 11:15:49 PM,11.25,10.10,11.25,99.0,,,,
505,05/10/19 11:25:49 PM,11.25,10.08,11.25,98.9,,,,
506,05/10/19 11:35:49 PM,11.26,10.08,11.26,99.0,,,,
507,05/10/19 11:45:49 PM,11.25,10.06,11.25,98.9,,,,
508,05/10/19 11:55:49 PM,11.25,10.06,11.25,98.9,,,,
509,05/11/19 12:05:49 AM,11.24,10.04,11.24,98.8,,,,
510,05/11/19 12:15:49 AM,11.25,10.02,11.25,98.8,,,,
511,05/11/19 12:25:49 AM,11.26,9.98,11.26,98.8,,,,
512,05/11/19 12:35:49 AM,11.27,9.96,11.27,98.8,,,,
513,05/11/19 12:45:49 AM,11.24,9.94,11.24,98.5,,,,
514,05/11/19 12:55:49 AM,11.28,9.92,11.28,98.8,,,,
515,05/11/19 01:05:49 AM,11.26,9.88,11.26,98.6,,,,
516,05/11/19 01:15:49 AM,11.27,9.86,11.27,98.6,,,,
517,05/11/19 01:25:49 AM,11.27,9.84,11.27,98.5,,,,
518,05/11/19 01:35:49 AM,11.28,9.84,11.28,98.6,,,,
519,05/11/19 01:45:49 AM,11.29,9.84,11.29,98.7,,,,
520,05/11/19 01:55:49 AM,11.28,9.84,11.28,98.6,,,,
521,05/11/19 02:05:49 AM,11.28,9.84,11.28,98.6,,,,
522,05/11/19 02:15:49 AM,11.28,9.84,11.28,98.6,,,,
523,05/11/19 02:25:49 AM,11.27,9.84,11.27,98.5,,,,
524,05/11/19 02:35:49 AM,11.27,9.84,11.27,98.5,,,,
525,05/11/19 02:45:49 AM,11.28,9.84,11.28,98.6,,,,
526,05/11/19 02:55:49 AM,11.28,9.84,11.28,98.6,,,,
527,05/11/19 03:05:49 AM,11.29,9.82,11.29,98.7,,,,
528,05/11/19 03:15:49 AM,11.30,9.82,11.30,98.8,,,,
529,05/11/19 03:25:49 AM,11.29,9.82,11.29,98.7,,,,
530,05/11/19 03:35:49 AM,11.29,9.82,11.29,98.7,,,,
531,05/11/19 03:45:49 AM,11.29,9.80,11.29,98.6,,,,
532,05/11/19 03:55:49 AM,11.29,9.80,11.29,98.6,,,,
533,05/11/19 04:05:49 AM,11.28,9.80,11.28,98.5,,,,
534,05/11/19 04:15:49 AM,11.29,9.80,11.29,98.6,,,,
535,05/11/19 04:25:49 AM,11.30,9.80,11.30,98.7,,,,
536,05/11/19 04:35:49 AM,11.29,9.80,11.29,98.6,,,,
537,05/11/19 04:45:49 AM,11.29,9.78,11.29,98.6,,,,
538,05/11/19 04:55:49 AM,11.29,9.78,11.29,98.6,,,,
539,05/11/19 05:05:49 AM,11.29,9.78,11.29,98.6,,,,
540,05/11/19 05:15:49 AM,11.31,9.78,11.31,98.8,,,,
541,05/11/19 05:25:49 AM,11.30,9.78,11.30,98.7,,,,
542,05/11/19 05:35:49 AM,11.29,9.80,11.29,98.6,,,,
543,05/11/19 05:45:49 AM,11.30,9.80,11.30,98.7,,,,
544,05/11/19 05:55:49 AM,11.31,9.82,11.31,98.9,,,,
545,05/11/19 06:05:49 AM,11.29,9.82,11.29,98.7,,,,
546,05/11/19 06:15:49 AM,11.28,9.82,11.28,98.6,,,,
547,05/11/19 06:25:49 AM,11.30,9.84,11.30,98.8,,,,
548,05/11/19 06:35:49 AM,11.31,9.84,11.31,98.9,,,,
549,05/11/19 06:45:49 AM,11.30,9.86,11.30,98.9,,,,
550,05/11/19 06:55:49 AM,11.31,9.88,11.31,99.0,,,,
551,05/11/19 07:05:49 AM,11.31,9.88,11.31,99.0,,,,
552,05/11/19 07:15:49 AM,11.32,9.90,11.32,99.1,,,,
553,05/11/19 07:25:49 AM,11.31,9.94,11.31,99.1,,,,
554,05/11/19 07:35:49 AM,11.31,9.96,11.31,99.2,,,,
555,05/11/19 07:45:49 AM,11.29,9.98,11.29,99.1,,,,
556,05/11/19 07:55:49 AM,11.30,10.00,11.30,99.2,,,,
557,05/11/19 08:05:49 AM,11.29,10.02,11.29,99.1,,,,
558,05/11/19 08:15:49 AM,11.30,10.04,11.30,99.3,,,,
559,05/11/19 08:25:49 AM,11.29,10.06,11.29,99.2,,,,
560,05/11/19 08:35:49 AM,11.29,10.08,11.29,99.3,,,,
561,05/11/19 08:45:49 AM,11.29,10.10,11.29,99.3,,,,
562,05/11/19 08:55:49 AM,11.27,10.10,11.27,99.2,,,,
563,05/11/19 09:05:49 AM,11.28,10.10,11.28,99.2,,,,
564,05/11/19 09:15:49 AM,11.28,10.10,11.28,99.2,,,,
565,05/11/19 09:25:49 AM,11.25,10.10,11.25,99.0,,,,
566,05/11/19 09:35:49 AM,11.27,10.12,11.27,99.2,,,,
567,05/11/19 09:45:49 AM,11.26,10.12,11.26,99.1,,,,
568,05/11/19 09:55:49 AM,11.27,10.12,11.27,99.2,,,,
569,05/11/19 10:05:49 AM,11.27,10.12,11.27,99.2,,,,
570,05/11/19 10:15:49 AM,11.26,10.10,11.26,99.1,,,,
571,05/11/19 10:25:49 AM,11.27,10.10,11.27,99.2,,,,
572,05/11/19 10:35:49 AM,11.27,10.10,11.27,99.2,,,,
573,05/11/19 10:45:49 AM,11.26,10.10,11.26,99.1,,,,
574,05/11/19 10:55:49 AM,11.26,10.10,11.26,99.1,,,,
575,05/11/19 11:05:49 AM,11.28,10.10,11.28,99.2,,,,
576,05/11/19 11:15:49 AM,11.28,10.10,11.28,99.2,,,,
577,05/11/19 11:25:49 AM,11.26,10.12,11.26,99.1,,,,
578,05/11/19 11:35:49 AM,11.27,10.14,11.27,99.2,,,,
579,05/11/19 11:45:49 AM,11.28,10.16,11.28,99.4,,,,
580,05/11/19 11:55:49 AM,11.26,10.20,11.26,99.3,,,,
581,05/11/19 12:05:49 PM,11.27,10.22,11.27,99.4,,,,
582,05/11/19 12:15:49 PM,11.27,10.24,11.27,99.5,,,,
583,05/11/19 12:25:49 PM,11.26,10.26,11.26,99.4,,,,
584,05/11/19 12:35:49 PM,11.25,10.30,11.25,99.4,,,,
585,05/11/19 12:45:49 PM,11.25,10.32,11.25,99.5,,,,
586,05/11/19 12:55:49 PM,11.24,10.34,11.24,99.4,,,,
587,05/11/19 01:05:49 PM,11.23,10.36,11.23,99.4,,,,
588,05/11/19 01:15:49 PM,11.24,10.38,11.24,99.5,,,,
589,05/11/19 01:25:49 PM,11.23,10.40,11.23,99.5,,,,
590,05/11/19 01:35:49 PM,11.21,10.42,11.21,99.4,,,,
591,05/11/19 01:45:49 PM,11.22,10.42,11.22,99.5,,,,
592,05/11/19 01:55:49 PM,11.21,10.44,11.21,99.4,,,,
593,05/11/19 02:05:49 PM,11.21,10.46,11.21,99.5,,,,
594,05/11/19 02:15:49 PM,11.21,10.48,11.21,99.5,,,,
595,05/11/19 02:25:49 PM,11.20,10.50,11.20,99.5,,,,
596,05/11/19 02:35:49 PM,11.21,10.54,11.21,99.6,,,,
597,05/11/19 02:45:49 PM,11.20,10.54,11.20,99.6,,,,
598,05/11/19 02:55:49 PM,11.20,10.56,11.20,99.6,,,,
599,05/11/19 03:05:49 PM,11.20,10.58,11.20,99.7,,,,
600,05/11/19 03:15:49 PM,11.17,10.60,11.17,99.4,,,,
601,05/11/19 03:25:49 PM,11.17,10.62,11.17,99.5,,,,
602,05/11/19 03:35:49 PM,11.16,10.64,11.16,99.4,,,,
603,05/11/19 03:45:49 PM,11.18,10.64,11.18,99.6,,,,
604,05/11/19 03:55:49 PM,11.17,10.64,11.17,99.5,,,,
605,05/11/19 04:05:49 PM,11.17,10.64,11.17,99.5,,,,
606,05/11/19 04:15:49 PM,11.18,10.64,11.18,99.6,,,,
607,05/11/19 04:25:49 PM,11.18,10.64,11.18,99.6,,,,
608,05/11/19 04:35:49 PM,11.17,10.64,11.17,99.5,,,,
609,05/11/19 04:45:49 PM,11.18,10.62,11.18,99.6,,,,
610,05/11/19 04:55:49 PM,11.18,10.60,11.18,99.5,,,,
611,05/11/19 05:05:49 PM,11.17,10.60,11.17,99.4,,,,
612,05/11/19 05:15:49 PM,11.18,10.58,11.18,99.5,,,,
613,05/11/19 05:25:49 PM,11.19,10.58,11.19,99.6,,,,
614,05/11/19 05:35:49 PM,11.20,10.58,11.20,99.7,,,,
615,05/11/19 05:45:49 PM,11.18,10.58,11.18,99.5,,,,
616,05/11/19 05:55:49 PM,11.19,10.56,11.19,99.5,,,,
617,05/11/19 06:05:49 PM,11.20,10.56,11.20,99.6,,,,
618,05/11/19 06:15:49 PM,11.19,10.54,11.19,99.5,,,,
619,05/11/19 06:25:49 PM,11.19,10.54,11.19,99.5,,,,
620,05/11/19 06:35:49 PM,11.20,10.52,11.20,99.5,,,,
621,05/11/19 06:45:49 PM,11.19,10.52,11.19,99.4,,,,
622,05/11/19 06:55:49 PM,11.19,10.50,11.19,99.4,,,,
623,05/11/19 07:05:49 PM,11.20,10.46,11.20,99.4,,,,
624,05/11/19 07:15:49 PM,11.21,10.44,11.21,99.4,,,,
625,05/11/19 07:25:49 PM,11.20,10.42,11.20,99.3,,,,
626,05/11/19 07:35:49 PM,11.22,10.40,11.22,99.4,,,,
627,05/11/19 07:45:49 PM,11.20,10.38,11.20,99.2,,,,
628,05/11/19 07:55:49 PM,11.21,10.34,11.21,99.2,,,,
629,05/11/19 08:05:49 PM,11.21,10.32,11.21,99.1,,,,
630,05/11/19 08:15:49 PM,11.22,10.28,11.22,99.1,,,,
631,05/11/19 08:25:49 PM,11.21,10.24,11.21,99.0,,,,
632,05/11/19 08:35:49 PM,11.22,10.20,11.22,98.9,,,,
633,05/11/19 08:45:49 PM,11.23,10.16,11.23,98.9,,,,
634,05/11/19 08:55:49 PM,11.23,10.14,11.23,98.9,,,,
635,05/11/19 09:05:49 PM,11.24,10.12,11.24,98.9,,,,
636,05/11/19 09:15:49 PM,11.25,10.10,11.25,99.0,,,,
637,05/11/19 09:25:49 PM,11.26,10.08,11.26,99.0,,,,
638,05/11/19 09:35:49 PM,11.26,10.06,11.26,99.0,,,,
639,05/11/19 09:45:49 PM,11.26,10.06,11.26,99.0,,,,
640,05/11/19 09:55:49 PM,11.25,10.06,11.25,98.9,,,,
641,05/11/19 10:05:49 PM,11.27,10.06,11.27,99.1,,,,
642,05/11/19 10:15:49 PM,11.26,10.04,11.26,98.9,,,,
643,05/11/19 10:25:49 PM,11.26,10.04,11.26,98.9,,,,
644,05/11/19 10:35:49 PM,11.26,10.02,11.26,98.9,,,,
645,05/11/19 10:45:49 PM,11.28,9.98,11.28,99.0,,,,
646,05/11/19 10:55:49 PM,11.27,9.96,11.27,98.8,,,,
647,05/11/19 11:05:49 PM,11.27,9.96,11.27,98.8,,,,
648,05/11/19 11:15:49 PM,11.27,9.94,11.27,98.8,,,,
649,05/11/19 11:25:49 PM,11.27,9.94,11.27,98.8,,,,
650,05/11/19 11:35:49 PM,11.27,9.92,11.27,98.7,,,,
651,05/11/19 11:45:49 PM,11.28,9.92,11.28,98.8,,,,
652,05/11/19 11:55:49 PM,11.30,9.92,11.30,99.0,,,,
653,05/12/19 12:05:49 AM,11.29,9.92,11.29,98.9,,,,
654,05/12/19 12:15:49 AM,11.29,9.94,11.29,99.0,,,,
655,05/12/19 12:25:49 AM,11.30,9.94,11.30,99.0,,,,
656,05/12/19 12:35:49 AM,11.28,9.94,11.28,98.9,,,,
657,05/12/19 12:45:49 AM,11.28,9.96,11.28,98.9,,,,
658,05/12/19 12:55:49 AM,11.27,9.96,11.27,98.8,,,,
659,05/12/19 01:05:49 AM,11.28,9.98,11.28,99.0,,,,
660,05/12/19 01:15:49 AM,11.28,9.98,11.28,99.0,,,,
661,05/12/19 01:25:49 AM,11.29,10.00,11.29,99.1,,,,
662,05/12/19 01:35:49 AM,11.29,10.00,11.29,99.1,,,,
663,05/12/19 01:45:49 AM,11.29,9.98,11.29,99.1,,,,
664,05/12/19 01:55:49 AM,11.30,9.96,11.30,99.1,,,,
665,05/12/19 02:05:49 AM,11.29,9.94,11.29,99.0,,,,
666,05/12/19 02:15:49 AM,11.30,9.92,11.30,99.0,,,,
667,05/12/19 02:25:49 AM,11.30,9.88,11.30,98.9,,,,
668,05/12/19 02:35:49 AM,11.29,9.86,11.29,98.8,,,,
669,05/12/19 02:45:49 AM,11.29,9.84,11.29,98.7,,,,
670,05/12/19 02:55:49 AM,11.31,9.80,11.31,98.8,,,,
671,05/12/19 03:05:49 AM,11.30,9.78,11.30,98.7,,,,
672,05/12/19 03:15:49 AM,11.31,9.76,11.31,98.7,,,,
673,05/12/19 03:25:49 AM,11.32,9.76,11.32,98.8,,,,
674,05/12/19 03:35:49 AM,11.33,9.76,11.33,98.9,,,,
675,05/12/19 03:45:49 AM,11.31,9.76,11.31,98.7,,,,
676,05/12/19 03:55:49 AM,11.31,9.78,11.31,98.8,,,,
677,05/12/19 04:05:49 AM,11.33,9.78,11.33,98.9,,,,
678,05/12/19 04:15:49 AM,11.32,9.78,11.32,98.8,,,,
679,05/12/19 04:25:49 AM,11.33,9.80,11.33,99.0,,,,
680,05/12/19 04:35:49 AM,11.33,9.80,11.33,99.0,,,,
681,05/12/19 04:45:49 AM,11.33,9.80,11.33,99.0,,,,
682,05/12/19 04:55:49 AM,11.31,9.80,11.31,98.8,,,,
683,05/12/19 05:05:49 AM,11.33,9.82,11.33,99.0,,,,
684,05/12/19 05:15:49 AM,11.32,9.82,11.32,98.9,,,,
685,05/12/19 05:25:49 AM,11.32,9.84,11.32,99.0,,,,
686,05/12/19 05:35:49 AM,11.33,9.86,11.33,99.1,,,,
687,05/12/19 05:45:49 AM,11.31,9.88,11.31,99.0,,,,
688,05/12/19 05:55:49 AM,11.32,9.88,11.32,99.1,,,,
689,05/12/19 06:05:49 AM,11.32,9.90,11.32,99.1,,,,
690,05/12/19 06:15:49 AM,11.31,9.92,11.31,99.1,,,,
691,05/12/19 06:25:49 AM,11.30,9.92,11.30,99.0,,,,
692,05/12/19 06:35:49 AM,11.32,9.94,11.32,99.2,,,,
693,05/12/19 06:45:49 AM,11.31,9.94,11.31,99.1,,,,
694,05/12/19 06:55:49 AM,11.31,9.94,11.31,99.1,,,,
695,05/12/19 07:05:49 AM,11.31,9.94,11.31,99.1,,,,
696,05/12/19 07:15:49 AM,11.30,9.94,11.30,99.0,,,,
697,05/12/19 07:25:49 AM,11.31,9.94,11.31,99.1,,,,
698,05/12/19 07:35:49 AM,11.32,9.94,11.32,99.2,,,,
699,05/12/19 07:45:49 AM,11.31,9.94,11.31,99.1,,,,
700,05/12/19 07:55:49 AM,11.32,9.94,11.32,99.2,,,,
701,05/12/19 08:05:49 AM,11.32,9.94,11.32,99.2,,,,
702,05/12/19 08:15:49 AM,11.32,9.94,11.32,99.2,,,,
703,05/12/19 08:25:49 AM,11.32,9.96,11.32,99.3,,,,
704,05/12/19 08:35:49 AM,11.32,9.96,11.32,99.3,,,,
705,05/12/19 08:45:49 AM,11.33,9.96,11.33,99.4,,,,
706,05/12/19 08:55:49 AM,11.32,9.96,11.32,99.3,,,,
707,05/12/19 09:05:49 AM,11.32,9.96,11.32,99.3,,,,
708,05/12/19 09:15:49 AM,11.31,9.96,11.31,99.2,,,,
709,05/12/19 09:25:49 AM,11.31,9.96,11.31,99.2,,,,
710,05/12/19 09:35:49 AM,11.32,9.98,11.32,99.3,,,,
711,05/12/19 09:45:49 AM,11.31,9.98,11.31,99.2,,,,
712,05/12/19 09:55:49 AM,11.32,9.96,11.32,99.3,,,,
713,05/12/19 10:05:49 AM,11.31,9.96,11.31,99.2,,,,
714,05/12/19 10:15:49 AM,11.33,9.94,11.33,99.3,,,,
715,05/12/19 10:25:49 AM,11.31,9.94,11.31,99.1,,,,
716,05/12/19 10:35:49 AM,11.32,9.94,11.32,99.2,,,,
717,05/12/19 10:45:49 AM,11.33,9.94,11.33,99.3,,,,
718,05/12/19 10:55:49 AM,11.33,9.94,11.33,99.3,,,,
719,05/12/19 11:05:49 AM,11.33,9.94,11.33,99.3,,,,
720,05/12/19 11:15:49 AM,11.33,9.94,11.33,99.3,,,,
721,05/12/19 11:25:49 AM,11.32,9.94,11.32,99.2,,,,
722,05/12/19 11:35:49 AM,11.33,9.94,11.33,99.3,,,,
