Juvenile,Tank,3,NA,NA,NA,0.458333333,11/21/18,30.79,7.50815584,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2072.62855,11.3,7.693285091,11/21/18,High pH,7.8,ambient,NA,2027.864354,11.3
Juvenile,Tank,4,NA,NA,NA,0.458333333,11/21/18,30.79,7.100792966,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2072.62855,11.4,7.250278227,11/21/18,Low pH,7.2,ambient,NA,2153.181496,11.4
Juvenile,Tank,4,NA,NA,NA,0.458333333,11/21/18,30.79,7.131813455,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2072.62855,11.4,7.283382008,11/21/18,Low pH,7.2,ambient,NA,2142.303105,11.4
Juvenile,Tank,5,NA,NA,NA,0.458333333,11/21/18,30.79,7.499470581,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2072.62855,84,6.852286376,11/21/18,High pH,7.8,ambient,NA,2030.440814,84
Juvenile,Tank,5,NA,NA,NA,0.458333333,11/21/18,30.79,7.535247148,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2072.62855,84,6.872419938,11/21/18,High pH,7.8,ambient,NA,2019.764179,84
Juvenile,Tank,6,NA,NA,NA,0.458333333,11/21/18,30.79,7.177139381,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2072.62855,11.4,7.332021434,11/21/18,Low pH,7.2,ambient,NA,2127.099097,11.4
Juvenile,Tank,6,NA,NA,NA,0.458333333,11/21/18,30.79,7.197934257,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2072.62855,11.4,7.354437208,11/21/18,Low pH,7.2,ambient,NA,2120.360579,11.4
Juvenile,Tank,1,NA,NA,NA,0.458333333,11/28/18,30.53,7.524765768,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2059.53885,11.2,7.712519018,11/28/18,High pH,7.8,ambient,NA,2010.79552,11.2
Juvenile,Tank,1,NA,NA,NA,0.458333333,11/28/18,30.53,7.508243191,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2059.53885,11.2,7.694640399,11/28/18,High pH,7.8,ambient,NA,2015.680159,11.2
Juvenile,Tank,2,NA,NA,NA,0.458333333,11/28/18,30.53,7.056283161,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2059.53885,11.3,7.204117988,11/28/18,Low pH,7.2,ambient,NA,2156.447282,11.3
Juvenile,Tank,2,NA,NA,NA,0.458333333,11/28/18,30.53,7.042118735,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2059.53885,11.3,7.189154769,11/28/18,Low pH,7.2,ambient,NA,2161.85724,11.3
Juvenile,Tank,3,NA,NA,NA,0.458333333,11/28/18,30.53,7.521639228,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2059.53885,11.2,7.709138522,11/28/18,High pH,7.8,ambient,NA,2011.722611,11.2
Juvenile,Tank,3,NA,NA,NA,0.458333333,11/28/18,30.53,7.519305294,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2059.53885,11.2,7.706614195,11/28/18,High pH,7.8,ambient,NA,2012.413803,11.2
Juvenile,Tank,4,NA,NA,NA,0.458333333,11/28/18,30.53,6.942247722,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2059.53885,11.3,7.084528739,11/28/18,Low pH,7.2,ambient,NA,2203.609202,11.3
Juvenile,Tank,4,NA,NA,NA,0.458333333,11/28/18,30.53,6.982426241,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2059.53885,11.3,7.126441865,11/28/18,Low pH,7.2,ambient,NA,2185.989971,11.3
Juvenile,Tank,5,NA,NA,NA,0.458333333,11/28/18,30.53,7.519798018,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2059.53885,0,7.875160911,11/28/18,High pH,7.8,ambient,NA,2012.267945,0
Juvenile,Tank,5,NA,NA,NA,0.458333333,11/28/18,30.53,7.510952967,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2059.53885,0,7.865209795,11/28/18,High pH,7.8,ambient,NA,2014.881461,0
Juvenile,Tank,6,NA,NA,NA,0.458333333,11/28/18,30.53,7.117313922,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2059.53885,11.3,7.268962243,11/28/18,Low pH,7.2,ambient,NA,2134.32231,11.3
Juvenile,Tank,6,NA,NA,NA,0.458333333,11/28/18,30.53,7.116034052,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2059.53885,11.3,7.267596198,11/28/18,Low pH,7.2,ambient,NA,2134.768301,11.3
Juvenile,Tank,1,NA,NA,NA,0.458333333,12/4/18,30.53,7.520082791,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2059.53885,10.9,7.711746361,12/4/18,High pH,7.8,ambient,NA,2012.18363,10.9
Juvenile,Tank,1,NA,NA,NA,0.458333333,12/4/18,30.53,7.512750881,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2059.53885,10.9,7.703801204,12/4/18,High pH,7.8,ambient,NA,2014.351031,10.9
Juvenile,Tank,2,NA,NA,NA,0.458333333,12/4/18,30.53,7.024614638,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2059.53885,10.7,7.177777608,12/4/18,Low pH,7.2,ambient,NA,2168.702481,10.7
Juvenile,Tank,2,NA,NA,NA,0.458333333,12/4/18,30.53,7.014923071,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2059.53885,10.7,7.167566454,12/4/18,Low pH,7.2,ambient,NA,2172.572128,10.7
Juvenile,Tank,3,NA,NA,NA,0.458333333,12/4/18,30.53,7.50319058,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2059.53885,10.9,7.693431119,12/4/18,High pH,7.8,ambient,NA,2017.167043,10.9
Juvenile,Tank,3,NA,NA,NA,0.458333333,12/4/18,30.53,7.500019181,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2059.53885,10.9,7.689988632,12/4/18,High pH,7.8,ambient,NA,2018.098814,10.9
Juvenile,Tank,4,NA,NA,NA,0.458333333,12/4/18,30.53,7.584864218,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2059.53885,10.9,7.781623871,12/4/18,Low pH,7.2,ambient,NA,1992.666918,10.9
Juvenile,Tank,4,NA,NA,NA,0.458333333,12/4/18,30.53,7.183727679,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2059.53885,10.9,7.3451641,12/4/18,Low pH,7.2,ambient,NA,2112.067935,10.9
Juvenile,Tank,5,NA,NA,NA,0.458333333,12/4/18,30.53,7.516326304,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2059.53885,0,7.871256923,12/4/18,High pH,7.8,ambient,NA,2013.294969,0
Juvenile,Tank,5,NA,NA,NA,0.458333333,12/4/18,30.53,7.520165667,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2059.53885,0,7.875574195,12/4/18,High pH,7.8,ambient,NA,2012.15909,0
Juvenile,Tank,6,NA,NA,NA,0.458333333,12/4/18,30.53,7.078583561,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2059.53885,10.7,7.234923768,12/4/18,Low pH,7.2,ambient,NA,2148.149808,10.7
Juvenile,Tank,6,NA,NA,NA,0.458333333,12/4/18,30.53,6.998784988,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2059.53885,10.7,7.150596626,12/4/18,Low pH,7.2,ambient,NA,2179.147872,10.7
Juvenile,Tank,6,NA,NA,NA,0.458333333,12/12/18,30.28,7.095294622,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2046.9526,10.2,7.258648458,12/12/18,Low pH,7.2,ambient,NA,2129.540577,10.2
Juvenile,Tank,6,NA,NA,NA,0.458333333,12/12/18,30.28,7.071384442,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2046.9526,10.2,7.233166155,12/12/18,Low pH,7.2,ambient,NA,2138.197672,10.2
Juvenile,Tank,3,NA,NA,NA,0.458333333,12/12/18,30.28,7.517145145,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2046.9526,10.1,7.719878576,12/12/18,High pH,7.8,ambient,NA,2001.379242,10.1
Juvenile,Tank,5,NA,NA,NA,0.458333333,12/12/18,30.28,7.515538148,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2046.9526,57.4,7.136665934,12/12/18,High pH,7.8,ambient,NA,2001.850229,57.4
Juvenile,Tank,3,NA,NA,NA,0.458333333,12/12/18,30.28,7.531037635,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2046.9526,10.1,7.734979107,12/12/18,High pH,7.8,ambient,NA,1997.293224,10.1
Juvenile,Tank,4,NA,NA,NA,0.458333333,12/12/18,30.28,7.035709871,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2046.9526,10.2,7.195330512,12/12/18,Low pH,7.2,ambient,NA,2151.671431,10.2
Juvenile,Tank,5,NA,NA,NA,0.458333333,12/12/18,30.28,7.53775682,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2046.9526,57.4,7.153757563,12/12/18,High pH,7.8,ambient,NA,1995.307186,57.4
Juvenile,Tank,4,NA,NA,NA,0.458333333,12/12/18,30.28,7.057709266,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2046.9526,10.2,7.218636616,12/12/18,Low pH,7.2,ambient,NA,2143.280128,10.2
Juvenile,Tank,2,NA,NA,NA,0.458333333,12/12/18,30.28,7.058729625,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2046.9526,10.2,7.219719602,12/12/18,Low pH,7.2,ambient,NA,2142.897463,10.2
Juvenile,Tank,1,NA,NA,NA,0.458333333,12/12/18,30.28,7.520844083,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2046.9526,10.1,7.723901753,12/12/18,High pH,7.8,ambient,NA,2000.29387,10.1
Juvenile,Tank,2,NA,NA,NA,0.458333333,12/12/18,30.28,7.109370808,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2046.9526,10.2,7.273696877,12/12/18,Low pH,7.2,ambient,NA,2124.571911,10.2
Juvenile,Tank,1,NA,NA,NA,0.458333333,12/12/18,30.28,7.527780841,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2046.9526,10.1,7.731441516,12/12/18,High pH,7.8,ambient,NA,1998.25349,10.1
Juvenile,Tank,1,NA,NA,NA,0.458333333,12/20/18,30.44,7.496925932,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2055.0078,10.3,7.695109673,12/20/18,High pH,7.8,ambient,NA,2014.786527,10.3
Juvenile,Tank,1,NA,NA,NA,0.458333333,12/20/18,30.44,7.494291216,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2055.0078,10.3,7.692239271,12/20/18,High pH,7.8,ambient,NA,2015.556556,10.3
Juvenile,Tank,2,NA,NA,NA,0.458333333,12/20/18,30.44,7.024804538,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2055.0078,10.4,7.181497313,12/20/18,Low pH,7.2,ambient,NA,2164.058128,10.4
Juvenile,Tank,2,NA,NA,NA,0.458333333,12/20/18,30.44,6.995625001,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2055.0078,10.4,7.150775093,12/20/18,Low pH,7.2,ambient,NA,2175.86565,10.4
Juvenile,Tank,3,NA,NA,NA,0.458333333,12/20/18,30.44,7.506992179,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2055.0078,10.3,7.706068531,12/20/18,High pH,7.8,ambient,NA,2011.837538,10.3
Juvenile,Tank,3,NA,NA,NA,0.458333333,12/20/18,30.44,7.497182586,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2055.0078,10.3,7.695389241,12/20/18,High pH,7.8,ambient,NA,2014.711477,10.3
Juvenile,Tank,4,NA,NA,NA,0.458333333,12/20/18,30.44,6.968713812,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2055.0078,10.4,7.1225614,12/20/18,Low pH,7.2,ambient,NA,2187.259848,10.4
Juvenile,Tank,4,NA,NA,NA,0.458333333,12/20/18,30.44,7.019101009,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2055.0078,10.4,7.175481304,12/20/18,Low pH,7.2,ambient,NA,2166.323702,10.4
Juvenile,Tank,5,NA,NA,NA,0.458333333,12/20/18,30.44,7.50338048,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2055.0078,10.3,7.702138024,12/20/18,High pH,7.8,ambient,NA,2012.896933,10.3
Juvenile,Tank,5,NA,NA,NA,0.458333333,12/20/18,30.44,7.481248712,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2055.0078,10.3,7.678018069,12/20/18,High pH,7.8,ambient,NA,2019.358237,10.3
Juvenile,Tank,6,NA,NA,NA,0.458333333,12/20/18,30.44,6.91768621,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2055.0078,10.4,7.069360829,12/20/18,Low pH,7.2,ambient,NA,2210.352445,10.4
Juvenile,Tank,6,NA,NA,NA,0.458333333,12/20/18,30.44,6.929093374,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2055.0078,10.4,7.081221591,12/20/18,Low pH,7.2,ambient,NA,2205.00943,10.4
Juvenile,Tank,6,NA,NA,NA,0.458333333,2/6/19,28.27,6.913169464,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,1945.75915,8.8,7.08274088,2/6/19,Low pH,7.2,ambient,NA,2100.347906,8.8
Juvenile,Tank,2,NA,NA,NA,0.458333333,2/6/19,28.27,6.998385619,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,1945.75915,8.9,7.170641312,2/6/19,Low pH,7.2,ambient,NA,2064.063919,8.9
Juvenile,Tank,3,NA,NA,NA,0.458333333,2/6/19,28.27,7.508992474,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,1945.75915,8.7,7.729667955,2/6/19,High pH,7.8,ambient,NA,1909.549885,8.7
Juvenile,Tank,6,NA,NA,NA,0.458333333,2/6/19,28.27,7.004203243,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,1945.75915,8.8,7.177970136,2/6/19,Low pH,7.2,ambient,NA,2061.774893,8.8
Juvenile,Tank,2,NA,NA,NA,0.458333333,2/6/19,28.27,7.068285879,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,1945.75915,8.9,7.244619923,2/6/19,Low pH,7.2,ambient,NA,2037.911425,8.9
Juvenile,Tank,5,NA,NA,NA,0.458333333,2/6/19,28.27,7.512597064,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,1945.75915,8.7,7.733626275,2/6/19,High pH,7.8,ambient,NA,1908.566867,8.7
Juvenile,Tank,1,NA,NA,NA,0.458333333,2/6/19,28.27,7.521386245,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,1945.75915,8.7,7.743270679,2/6/19,High pH,7.8,ambient,NA,1906.164441,8.7
Juvenile,Tank,1,NA,NA,NA,0.458333333,2/6/19,28.27,7.527463287,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,1945.75915,8.7,7.749932809,2/6/19,High pH,7.8,ambient,NA,1904.498476,8.7
Juvenile,Tank,3,NA,NA,NA,0.458333333,2/6/19,28.27,7.530718615,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,1945.75915,8.7,7.753499397,2/6/19,High pH,7.8,ambient,NA,1903.604318,8.7
Juvenile,Tank,5,NA,NA,NA,0.458333333,2/6/19,28.27,7.519779248,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,1945.75915,8.7,7.741508101,2/6/19,High pH,7.8,ambient,NA,1906.604303,8.7
Juvenile,Tank,4,NA,NA,NA,0.458333333,2/6/19,28.27,6.997422361,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,1945.75915,8.8,7.170830723,2/6/19,Low pH,7.2,ambient,NA,2064.44505,8.8
Juvenile,Tank,4,NA,NA,NA,0.458333333,2/6/19,28.27,7.004203243,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,1945.75915,8.8,7.177970136,2/6/19,Low pH,7.2,ambient,NA,2061.774893,8.8
Juvenile,Tank,1,NA,NA,NA,0.458333333,2/12/19,29.88,7.520142913,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2026.8146,8.7,7.743113123,2/12/19,High pH,7.8,ambient,NA,1981.822809,8.7
Juvenile,Tank,1,NA,NA,NA,0.458333333,2/12/19,29.88,7.514481144,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2026.8146,8.7,7.736911629,2/12/19,High pH,7.8,ambient,NA,1983.460227,8.7
Juvenile,Tank,2,NA,NA,NA,0.458333333,2/12/19,29.88,7.062593075,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2026.8146,8.9,7.239403274,2/12/19,Low pH,7.2,ambient,NA,2121.259894,8.9
Juvenile,Tank,2,NA,NA,NA,0.458333333,2/12/19,29.88,7.076955638,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2026.8146,8.9,7.254733024,2/12/19,Low pH,7.2,ambient,NA,2116.005163,8.9
Juvenile,Tank,3,NA,NA,NA,0.458333333,2/12/19,29.88,7.522049171,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2026.8146,8.7,7.745200051,2/12/19,High pH,7.8,ambient,NA,1981.270603,8.7
Juvenile,Tank,3,NA,NA,NA,0.458333333,2/12/19,29.88,7.541842921,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2026.8146,8.7,7.766837436,2/12/19,High pH,7.8,ambient,NA,1975.507534,8.7
Juvenile,Tank,4,NA,NA,NA,0.458333333,2/12/19,29.88,7.015979387,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2026.8146,8.8,7.191124917,2/12/19,Low pH,7.2,ambient,NA,2139.100389,8.8
Juvenile,Tank,4,NA,NA,NA,0.458333333,2/12/19,29.88,7.015979387,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2026.8146,8.8,7.191124917,2/12/19,Low pH,7.2,ambient,NA,2139.100389,8.8
Juvenile,Tank,5,NA,NA,NA,0.458333333,2/12/19,29.88,7.533460903,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2026.8146,8.7,7.75768202,2/12/19,High pH,7.8,ambient,NA,1977.954753,8.7
Juvenile,Tank,5,NA,NA,NA,0.458333333,2/12/19,29.88,7.532049383,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2026.8146,8.7,7.75613919,2/12/19,High pH,7.8,ambient,NA,1978.36586,8.7
Juvenile,Tank,6,NA,NA,NA,0.458333333,2/12/19,29.88,6.865707134,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2026.8146,8.6,7.036374543,2/12/19,Low pH,7.2,ambient,NA,2206.988633,8.6
Juvenile,Tank,6,NA,NA,NA,0.458333333,2/12/19,29.88,6.936675031,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2026.8146,8.6,7.110166242,2/12/19,Low pH,7.2,ambient,NA,2172.690141,8.6
Juvenile,Tank,1,NA,NA,NA,0.458333333,2/21/19,29.68,7.54979095,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2016.7456,7.5,7.79307497,2/21/19,High pH,7.8,ambient,NA,1963.893852,7.5
Juvenile,Tank,1,NA,NA,NA,0.458333333,2/21/19,29.68,7.544107659,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2016.7456,7.5,7.786842616,2/21/19,High pH,7.8,ambient,NA,1965.549436,7.5
Juvenile,Tank,2,NA,NA,NA,0.458333333,2/21/19,29.68,7.113239561,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2016.7456,8.6,7.297249762,2/21/19,Low pH,7.2,ambient,NA,2093.160594,8.6
Juvenile,Tank,2,NA,NA,NA,0.458333333,2/21/19,29.68,7.089047287,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2016.7456,8.6,7.271265609,2/21/19,Low pH,7.2,ambient,NA,2101.604149,8.6
Juvenile,Tank,3,NA,NA,NA,0.458333333,2/21/19,29.68,7.532606916,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2016.7456,7.5,7.774214198,2/21/19,High pH,7.8,ambient,NA,1968.884916,7.5
Juvenile,Tank,3,NA,NA,NA,0.458333333,2/21/19,29.68,7.536262096,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2016.7456,7.5,7.778230151,2/21/19,High pH,7.8,ambient,NA,1967.8269,7.5
Juvenile,Tank,4,NA,NA,NA,0.458333333,2/21/19,29.68,6.937097031,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2016.7456,8.5,7.11173259,2/21/19,Low pH,7.2,ambient,NA,2162.203481,8.5
Juvenile,Tank,4,NA,NA,NA,0.458333333,2/21/19,29.68,7.016401387,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2016.7456,8.5,7.195123881,2/21/19,Low pH,7.2,ambient,NA,2128.76383,8.5
Juvenile,Tank,5,NA,NA,NA,0.458333333,2/21/19,29.68,7.53513829,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2016.7456,7.5,7.776995656,2/21/19,High pH,7.8,ambient,NA,1968.152394,7.5
Juvenile,Tank,5,NA,NA,NA,0.458333333,2/21/19,29.68,7.53513829,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2016.7456,7.5,7.776995656,2/21/19,High pH,7.8,ambient,NA,1968.152394,7.5
Juvenile,Tank,6,NA,NA,NA,0.458333333,2/21/19,29.68,6.882081492,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2016.7456,8.7,7.052094712,2/21/19,Low pH,7.2,ambient,NA,2188.282806,8.7
Juvenile,Tank,6,NA,NA,NA,0.458333333,2/21/19,29.68,7.003965679,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2016.7456,8.7,7.179551491,2/21/19,Low pH,7.2,ambient,NA,2133.721539,8.7
Juvenile,Tank,1,NA,NA,NA,0.458333333,2/27/19,29.68,7.508311135,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2016.7456,8.4,7.734349838,2/27/19,High pH,7.8,ambient,NA,1975.873061,8.4
Juvenile,Tank,1,NA,NA,NA,0.458333333,2/27/19,29.68,7.522471171,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2016.7456,8.4,7.749887953,2/27/19,High pH,7.8,ambient,NA,1971.809254,8.4
Juvenile,Tank,2,NA,NA,NA,0.458333333,2/27/19,29.68,7.137631296,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2016.7456,8.4,7.326079152,2/27/19,Low pH,7.2,ambient,NA,2084.907894,8.4
Juvenile,Tank,2,NA,NA,NA,0.458333333,2/27/19,29.68,7.13368003,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2016.7456,8.4,7.321806036,2/27/19,Low pH,7.2,ambient,NA,2086.228058,8.4
Juvenile,Tank,3,NA,NA,NA,0.458333333,2/27/19,29.68,7.531428619,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2016.7456,8.4,7.759701821,2/27/19,High pH,7.8,ambient,NA,1969.225585,8.4
Juvenile,Tank,3,NA,NA,NA,0.458333333,2/27/19,29.68,7.508311135,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_3,2016.7456,8.4,7.734349838,2/27/19,High pH,7.8,ambient,NA,1975.873061,8.4
Juvenile,Tank,4,NA,NA,NA,0.458333333,2/27/19,29.68,6.99622308,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2016.7456,8.5,7.173803515,2/27/19,Low pH,7.2,ambient,NA,2136.858673,8.5
Juvenile,Tank,4,NA,NA,NA,0.458333333,2/27/19,29.68,6.987754264,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2016.7456,8.5,7.164876813,2/27/19,Low pH,7.2,ambient,NA,2140.335736,8.5
Juvenile,Tank,5,NA,NA,NA,0.458333333,2/27/19,29.68,7.511393524,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2016.7456,8.4,7.737734668,2/27/19,High pH,7.8,ambient,NA,1974.990449,8.4
Juvenile,Tank,5,NA,NA,NA,0.458333333,2/27/19,29.68,7.5166604,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2016.7456,8.4,7.743515187,2/27/19,High pH,7.8,ambient,NA,1973.479795,8.4
Juvenile,Tank,6,NA,NA,NA,0.458333333,2/27/19,29.68,6.973940057,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2016.7456,8.5,7.150342235,2/27/19,Low pH,7.2,ambient,NA,2146.11319,8.5
Juvenile,Tank,6,NA,NA,NA,0.458333333,2/27/19,29.68,6.937097031,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2016.7456,8.5,7.11173259,2/27/19,Low pH,7.2,ambient,NA,2162.203481,8.5
Juvenile,Tank,5,NA,NA,NA,0.458333333,3/8/19,29.5,7.549272259,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2007.6835,7.9,7.786456204,3/8/19,High pH,7.8,ambient,NA,1955.685999,7.9
Juvenile,Tank,5,NA,NA,NA,0.458333333,3/8/19,29.5,7.545750207,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_5,2007.6835,7.9,7.782599777,3/8/19,High pH,7.8,ambient,NA,1956.705769,7.9
Juvenile,Tank,4,NA,NA,NA,0.458333333,3/8/19,29.5,6.819627992,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_4,2007.6835,8.1,6.994627835,3/8/19,Low pH,7.2,ambient,NA,2211.892316,8.1
Juvenile,Tank,1,NA,NA,NA,0.458333333,3/8/19,29.5,7.529426641,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_1,2007.6835,7.9,7.764700049,3/8/19,High pH,7.8,ambient,NA,1961.408361,7.9
Juvenile,Tank,2,NA,NA,NA,0.458333333,3/8/19,29.5,6.968558113,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_2,2007.6835,8.1,7.149449453,3/8/19,Low pH,7.2,ambient,NA,2139.17989,8.1
Juvenile,Tank,6,NA,NA,NA,0.458333333,3/8/19,29.5,7.023760489,2021.02.11_masterSPEC_salmonshed_chumhouse.xlsx,Tank_6,2007.6835,8.3,7.205273874,3/8/19,Low pH,7.2,ambient,NA,2116.732827,8.3
