"Plot Title: 12-25FEB19_UA-002-64TempLght_ChaseCorner"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20454914, SEN S/N: 20454914)","Intensity, lum/ft² (LGR S/N: 20454914, SEN S/N: 20454914)","Coupler Detached (LGR S/N: 20454914)","Coupler Attached (LGR S/N: 20454914)","Stopped (LGR S/N: 20454914)","End Of File (LGR S/N: 20454914)"
590,02/23/19 11:23:01 AM,9.669,4.0,,,,
591,02/23/19 11:33:01 AM,10.161,4.0,,,,
592,02/23/19 11:43:01 AM,10.259,3.0,,,,
593,02/23/19 11:53:01 AM,10.063,3.0,,,,
594,02/23/19 12:03:01 PM,10.259,4.0,,,,
595,02/23/19 12:13:01 PM,10.357,3.0,,,,
596,02/23/19 12:23:01 PM,10.161,3.0,,,,
597,02/23/19 12:33:01 PM,9.965,4.0,,,,
598,02/23/19 12:43:01 PM,10.063,3.0,,,,
599,02/23/19 12:53:01 PM,10.063,4.0,,,,
600,02/23/19 01:03:01 PM,10.161,4.0,,,,
601,02/23/19 01:13:01 PM,10.455,3.0,,,,
602,02/23/19 01:23:01 PM,10.259,4.0,,,,
603,02/23/19 01:33:01 PM,10.161,4.0,,,,
604,02/23/19 01:43:01 PM,10.553,4.0,,,,
605,02/23/19 01:53:01 PM,10.455,4.0,,,,
606,02/23/19 02:03:01 PM,10.259,4.0,,,,
607,02/23/19 02:13:01 PM,10.259,4.0,,,,
608,02/23/19 02:23:01 PM,10.455,4.0,,,,
609,02/23/19 02:33:01 PM,10.357,3.0,,,,
610,02/23/19 02:43:01 PM,9.965,4.0,,,,
611,02/23/19 02:53:01 PM,10.063,4.0,,,,
612,02/23/19 03:03:01 PM,10.063,4.0,,,,
613,02/23/19 03:13:01 PM,10.161,4.0,,,,
614,02/23/19 03:23:01 PM,9.965,4.0,,,,
615,02/23/19 03:33:01 PM,9.768,3.0,,,,
616,02/23/19 03:43:01 PM,9.275,3.0,,,,
617,02/23/19 03:53:01 PM,8.978,4.0,,,,
618,02/23/19 04:03:01 PM,8.680,3.0,,,,
619,02/23/19 04:13:01 PM,8.282,3.0,,,,
620,02/23/19 04:23:01 PM,8.082,3.0,,,,
621,02/23/19 04:33:01 PM,7.882,3.0,,,,
622,02/23/19 04:43:01 PM,7.782,0.0,,,,
623,02/23/19 04:53:01 PM,7.582,0.0,,,,
624,02/23/19 05:03:01 PM,7.381,0.0,,,,
625,02/23/19 05:13:01 PM,7.079,0.0,,,,
626,02/23/19 05:23:01 PM,6.978,0.0,,,,
627,02/23/19 05:33:01 PM,6.877,0.0,,,,
628,02/23/19 05:43:01 PM,6.775,0.0,,,,
629,02/23/19 05:53:01 PM,6.674,0.0,,,,
630,02/23/19 06:03:01 PM,6.573,0.0,,,,
631,02/23/19 06:13:01 PM,6.471,0.0,,,,
632,02/23/19 06:23:01 PM,6.471,0.0,,,,
633,02/23/19 06:33:01 PM,6.268,0.0,,,,
634,02/23/19 06:43:01 PM,6.166,0.0,,,,
635,02/23/19 06:53:01 PM,5.962,0.0,,,,
636,02/23/19 07:03:01 PM,5.962,0.0,,,,
637,02/23/19 07:13:01 PM,5.962,0.0,,,,
638,02/23/19 07:23:01 PM,6.064,0.0,,,,
639,02/23/19 07:33:01 PM,6.166,0.0,,,,
640,02/23/19 07:43:01 PM,6.268,0.0,,,,
641,02/23/19 07:53:01 PM,6.370,0.0,,,,
642,02/23/19 08:03:01 PM,6.370,0.0,,,,
643,02/23/19 08:13:01 PM,6.268,0.0,,,,
644,02/23/19 08:23:01 PM,6.166,0.0,,,,
645,02/23/19 08:33:01 PM,6.064,0.0,,,,
646,02/23/19 08:43:01 PM,5.962,0.0,,,,
647,02/23/19 08:53:01 PM,5.962,0.0,,,,
648,02/23/19 09:03:01 PM,5.860,0.0,,,,
649,02/23/19 09:13:01 PM,5.655,0.0,,,,
650,02/23/19 09:23:01 PM,5.347,0.0,,,,
651,02/23/19 09:33:01 PM,5.244,0.0,,,,
652,02/23/19 09:43:01 PM,5.244,0.0,,,,
653,02/23/19 09:53:01 PM,5.037,0.0,,,,
654,02/23/19 10:03:01 PM,4.831,0.0,,,,
655,02/23/19 10:13:01 PM,4.831,0.0,,,,
656,02/23/19 10:23:01 PM,4.934,0.0,,,,
657,02/23/19 10:33:01 PM,5.037,0.0,,,,
658,02/23/19 10:43:01 PM,5.037,0.0,,,,
659,02/23/19 10:53:01 PM,5.141,0.0,,,,
660,02/23/19 11:03:01 PM,5.141,0.0,,,,
661,02/23/19 11:13:01 PM,5.244,0.0,,,,
662,02/23/19 11:23:01 PM,5.347,0.0,,,,
663,02/23/19 11:33:01 PM,5.347,0.0,,,,
664,02/23/19 11:43:01 PM,5.141,0.0,,,,
665,02/23/19 11:53:01 PM,5.037,0.0,,,,
666,02/24/19 12:03:01 AM,5.037,0.0,,,,
667,02/24/19 12:13:01 AM,5.037,0.0,,,,
668,02/24/19 12:23:01 AM,5.037,0.0,,,,
669,02/24/19 12:33:01 AM,4.934,0.0,,,,
670,02/24/19 12:43:01 AM,5.037,0.0,,,,
671,02/24/19 12:53:01 AM,5.037,0.0,,,,
672,02/24/19 01:03:01 AM,5.037,0.0,,,,
673,02/24/19 01:13:01 AM,5.141,0.0,,,,
674,02/24/19 01:23:01 AM,5.141,0.0,,,,
675,02/24/19 01:33:01 AM,5.037,0.0,,,,
676,02/24/19 01:43:01 AM,4.934,0.0,,,,
677,02/24/19 01:53:01 AM,4.831,0.0,,,,
678,02/24/19 02:03:01 AM,4.831,0.0,,,,
679,02/24/19 02:13:01 AM,4.831,0.0,,,,
680,02/24/19 02:23:01 AM,4.831,0.0,,,,
681,02/24/19 02:33:01 AM,4.831,0.0,,,,
682,02/24/19 02:43:01 AM,4.727,0.0,,,,
683,02/24/19 02:53:01 AM,4.727,0.0,,,,
684,02/24/19 03:03:01 AM,4.831,0.0,,,,
685,02/24/19 03:13:01 AM,4.831,0.0,,,,
686,02/24/19 03:23:01 AM,4.934,0.0,,,,
687,02/24/19 03:33:01 AM,4.934,0.0,,,,
688,02/24/19 03:43:01 AM,4.934,0.0,,,,
689,02/24/19 03:53:01 AM,4.934,0.0,,,,
690,02/24/19 04:03:01 AM,4.934,0.0,,,,
691,02/24/19 04:13:01 AM,4.934,0.0,,,,
692,02/24/19 04:23:01 AM,4.831,0.0,,,,
693,02/24/19 04:33:01 AM,4.831,0.0,,,,
694,02/24/19 04:43:01 AM,4.831,0.0,,,,
695,02/24/19 04:53:01 AM,4.831,0.0,,,,
696,02/24/19 05:03:01 AM,4.831,0.0,,,,
697,02/24/19 05:13:01 AM,4.831,0.0,,,,
698,02/24/19 05:23:01 AM,4.934,0.0,,,,
699,02/24/19 05:33:01 AM,5.141,0.0,,,,
700,02/24/19 05:43:01 AM,5.141,0.0,,,,
701,02/24/19 05:53:01 AM,5.141,0.0,,,,
702,02/24/19 06:03:01 AM,5.141,0.0,,,,
703,02/24/19 06:13:01 AM,5.141,0.0,,,,
704,02/24/19 06:23:01 AM,5.141,0.0,,,,
705,02/24/19 06:33:01 AM,5.244,0.0,,,,
706,02/24/19 06:43:01 AM,5.141,0.0,,,,
707,02/24/19 06:53:01 AM,5.141,0.0,,,,
708,02/24/19 07:03:01 AM,5.037,0.0,,,,
709,02/24/19 07:13:01 AM,4.623,0.0,,,,
710,02/24/19 07:23:01 AM,4.415,0.0,,,,
711,02/24/19 07:33:01 AM,4.519,0.0,,,,
712,02/24/19 07:43:01 AM,4.415,0.0,,,,
713,02/24/19 07:53:01 AM,4.311,0.0,,,,
714,02/24/19 08:03:01 AM,4.519,0.0,,,,
715,02/24/19 08:13:01 AM,4.727,0.0,,,,
716,02/24/19 08:23:01 AM,4.727,0.0,,,,
717,02/24/19 08:33:01 AM,4.623,0.0,,,,
718,02/24/19 08:43:01 AM,4.519,2.0,,,,
719,02/24/19 08:53:01 AM,4.519,3.0,,,,
720,02/24/19 09:03:01 AM,4.623,3.0,,,,
721,02/24/19 09:13:01 AM,4.727,4.0,,,,
722,02/24/19 09:23:01 AM,4.934,3.0,,,,
723,02/24/19 09:33:01 AM,5.244,3.0,,,,
724,02/24/19 09:43:01 AM,5.450,3.0,,,,
725,02/24/19 09:53:01 AM,5.757,4.0,,,,
726,02/24/19 10:03:01 AM,5.962,3.0,,,,
727,02/24/19 10:13:01 AM,6.268,4.0,,,,
728,02/24/19 10:23:01 AM,6.674,4.0,,,,
729,02/24/19 10:33:01 AM,7.079,4.0,,,,
730,02/24/19 10:43:01 AM,7.381,3.0,,,,
731,02/24/19 10:53:01 AM,7.682,3.0,,,,
732,02/24/19 11:03:01 AM,7.682,4.0,,,,
733,02/24/19 11:13:01 AM,7.582,4.0,,,,
734,02/24/19 11:23:01 AM,7.582,4.0,,,,
735,02/24/19 11:33:01 AM,7.582,3.0,,,,
736,02/24/19 11:43:01 AM,7.782,4.0,,,,
737,02/24/19 11:53:01 AM,7.782,4.0,,,,
738,02/24/19 12:03:01 PM,7.682,3.0,,,,
739,02/24/19 12:13:01 PM,7.582,4.0,,,,
740,02/24/19 12:23:01 PM,7.682,4.0,,,,
741,02/24/19 12:33:01 PM,7.782,3.0,,,,
742,02/24/19 12:43:01 PM,7.782,4.0,,,,
743,02/24/19 12:53:01 PM,7.882,3.0,,,,
744,02/24/19 01:03:01 PM,7.882,4.0,,,,
745,02/24/19 01:13:01 PM,7.882,4.0,,,,
746,02/24/19 01:23:01 PM,7.983,4.0,,,,
747,02/24/19 01:33:01 PM,7.983,4.0,,,,
748,02/24/19 01:43:01 PM,7.983,4.0,,,,
749,02/24/19 01:53:01 PM,8.082,4.0,,,,
750,02/24/19 02:03:01 PM,8.182,4.0,,,,
751,02/24/19 02:13:01 PM,8.382,4.0,,,,
752,02/24/19 02:23:01 PM,8.082,4.0,,,,
753,02/24/19 02:33:01 PM,7.983,4.0,,,,
754,02/24/19 02:43:01 PM,7.983,4.0,,,,
755,02/24/19 02:53:01 PM,7.983,4.0,,,,
756,02/24/19 03:03:01 PM,8.082,3.0,,,,
757,02/24/19 03:13:01 PM,7.983,3.0,,,,
758,02/24/19 03:23:01 PM,7.882,3.0,,,,
759,02/24/19 03:33:01 PM,7.782,3.0,,,,
760,02/24/19 03:43:01 PM,7.782,3.0,,,,
761,02/24/19 03:53:01 PM,7.782,4.0,,,,
762,02/24/19 04:03:01 PM,7.782,3.0,,,,
763,02/24/19 04:13:01 PM,7.782,3.0,,,,
764,02/24/19 04:23:01 PM,7.682,3.0,,,,
765,02/24/19 04:33:01 PM,7.582,3.0,,,,
766,02/24/19 04:43:01 PM,7.481,0.0,,,,
767,02/24/19 04:53:01 PM,7.481,0.0,,,,
768,02/24/19 05:03:01 PM,7.280,0.0,,,,
769,02/24/19 05:13:01 PM,7.179,0.0,,,,
770,02/24/19 05:23:01 PM,7.079,0.0,,,,
771,02/24/19 05:33:01 PM,6.978,0.0,,,,
772,02/24/19 05:43:01 PM,6.877,0.0,,,,
773,02/24/19 05:53:01 PM,6.775,0.0,,,,
774,02/24/19 06:03:01 PM,6.674,0.0,,,,
775,02/24/19 06:13:01 PM,6.674,0.0,,,,
776,02/24/19 06:23:01 PM,6.573,0.0,,,,
777,02/24/19 06:33:01 PM,6.471,0.0,,,,
778,02/24/19 06:43:01 PM,6.370,0.0,,,,
779,02/24/19 06:53:01 PM,6.268,0.0,,,,
780,02/24/19 07:03:01 PM,6.268,0.0,,,,
781,02/24/19 07:13:01 PM,6.268,0.0,,,,
782,02/24/19 07:23:01 PM,6.166,0.0,,,,
783,02/24/19 07:33:01 PM,6.166,0.0,,,,
784,02/24/19 07:43:01 PM,6.166,0.0,,,,
785,02/24/19 07:53:01 PM,6.064,0.0,,,,
786,02/24/19 08:03:01 PM,6.064,0.0,,,,
787,02/24/19 08:13:01 PM,6.064,0.0,,,,
788,02/24/19 08:23:01 PM,5.962,0.0,,,,
789,02/24/19 08:33:01 PM,5.962,0.0,,,,
790,02/24/19 08:43:01 PM,5.962,0.0,,,,
791,02/24/19 08:53:01 PM,5.860,0.0,,,,
792,02/24/19 09:03:01 PM,5.860,0.0,,,,
793,02/24/19 09:13:01 PM,5.860,0.0,,,,
794,02/24/19 09:23:01 PM,5.757,0.0,,,,
795,02/24/19 09:33:01 PM,5.757,0.0,,,,
796,02/24/19 09:43:01 PM,5.757,0.0,,,,
797,02/24/19 09:53:01 PM,5.655,0.0,,,,
798,02/24/19 10:03:01 PM,5.655,0.0,,,,
799,02/24/19 10:13:01 PM,5.552,0.0,,,,
800,02/24/19 10:23:01 PM,5.552,0.0,,,,
801,02/24/19 10:33:01 PM,5.552,0.0,,,,
802,02/24/19 10:43:01 PM,5.552,0.0,,,,
803,02/24/19 10:53:01 PM,5.450,0.0,,,,
804,02/24/19 11:03:01 PM,5.450,0.0,,,,
805,02/24/19 11:13:01 PM,5.244,0.0,,,,
806,02/24/19 11:23:01 PM,5.037,0.0,,,,
807,02/24/19 11:33:01 PM,4.831,0.0,,,,
808,02/24/19 11:43:01 PM,4.623,0.0,,,,
809,02/24/19 11:53:01 PM,4.623,0.0,,,,
810,02/25/19 12:03:01 AM,4.623,0.0,,,,
811,02/25/19 12:13:01 AM,4.519,0.0,,,,
812,02/25/19 12:23:01 AM,4.311,0.0,,,,
813,02/25/19 12:33:01 AM,4.207,0.0,,,,
814,02/25/19 12:43:01 AM,4.311,0.0,,,,
815,02/25/19 12:53:01 AM,4.207,0.0,,,,
816,02/25/19 01:03:01 AM,4.207,0.0,,,,
817,02/25/19 01:13:01 AM,4.102,0.0,,,,
818,02/25/19 01:23:01 AM,4.102,0.0,,,,
819,02/25/19 01:33:01 AM,3.998,0.0,,,,
820,02/25/19 01:43:01 AM,3.893,0.0,,,,
821,02/25/19 01:53:01 AM,3.683,0.0,,,,
822,02/25/19 02:03:01 AM,3.683,0.0,,,,
823,02/25/19 02:13:01 AM,3.578,0.0,,,,
824,02/25/19 02:23:01 AM,3.472,0.0,,,,
825,02/25/19 02:33:01 AM,3.472,0.0,,,,
826,02/25/19 02:43:01 AM,3.367,0.0,,,,
827,02/25/19 02:53:01 AM,3.367,0.0,,,,
828,02/25/19 03:03:01 AM,3.261,0.0,,,,
829,02/25/19 03:13:01 AM,3.261,0.0,,,,
830,02/25/19 03:23:01 AM,3.049,0.0,,,,
831,02/25/19 03:33:01 AM,3.049,0.0,,,,
832,02/25/19 03:43:01 AM,3.155,0.0,,,,
833,02/25/19 03:53:01 AM,3.155,0.0,,,,
834,02/25/19 04:03:01 AM,3.049,0.0,,,,
835,02/25/19 04:13:01 AM,2.943,0.0,,,,
836,02/25/19 04:23:01 AM,2.837,0.0,,,,
837,02/25/19 04:33:01 AM,2.730,0.0,,,,
838,02/25/19 04:43:01 AM,2.730,0.0,,,,
839,02/25/19 04:53:01 AM,2.730,0.0,,,,
840,02/25/19 05:03:01 AM,2.837,0.0,,,,
841,02/25/19 05:13:01 AM,2.837,0.0,,,,
842,02/25/19 05:23:01 AM,2.837,0.0,,,,
843,02/25/19 05:33:01 AM,2.837,0.0,,,,
844,02/25/19 05:43:01 AM,2.837,0.0,,,,
845,02/25/19 05:53:01 AM,2.837,0.0,,,,
846,02/25/19 06:03:01 AM,2.730,0.0,,,,
847,02/25/19 06:13:01 AM,2.624,0.0,,,,
848,02/25/19 06:23:01 AM,2.517,0.0,,,,
849,02/25/19 06:33:01 AM,2.517,0.0,,,,
850,02/25/19 06:43:01 AM,2.624,0.0,,,,
851,02/25/19 06:53:01 AM,2.837,0.0,,,,
852,02/25/19 07:03:01 AM,3.049,0.0,,,,
853,02/25/19 07:13:01 AM,3.155,0.0,,,,
854,02/25/19 07:23:01 AM,3.367,0.0,,,,
855,02/25/19 07:33:01 AM,3.472,0.0,,,,
856,02/25/19 07:43:01 AM,3.472,1.0,,,,
857,02/25/19 07:53:01 AM,3.788,1.0,,,,
858,02/25/19 08:03:01 AM,3.998,0.0,,,,
859,02/25/19 08:13:01 AM,4.311,4.0,,,,
860,02/25/19 08:23:01 AM,4.623,4.0,,,,
861,02/25/19 08:33:01 AM,5.037,4.0,,,,
862,02/25/19 08:43:01 AM,5.244,4.0,,,,
863,02/25/19 08:53:01 AM,5.552,4.0,,,,
864,02/25/19 09:03:01 AM,5.962,4.0,,,,
865,02/25/19 09:07:55 AM,,,,Logged,,
866,02/25/19 09:07:57 AM,,,,,Logged,Logged
