"","pH","ObservationDate","treatment","location","sensortype"
"39",7.05,2019-03-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"40",7.05,2019-04-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"41",7.05,2019-05-26,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"42",7.05,2019-06-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"43",7.05,2019-07-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"44",7.050211662,2018-11-14,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"45",7.052094712,2019-02-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"46",7.054675312,2019-05-22,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"47",7.056006462,2018-10-24,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"48",7.06,2019-03-02,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"49",7.06,2019-07-08,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"50",7.062452678,2018-11-14,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"51",7.066328252,2018-09-19,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"52",7.06723867,2018-11-14,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"53",7.067471688,2019-03-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"54",7.068692064,2019-03-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"55",7.069360829,2018-12-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"56",7.07,2019-03-14,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"57",7.07,2019-03-14,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"58",7.07,2019-05-15,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"59",7.072922036,2019-05-01,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"60",7.076730155,2019-05-22,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"61",7.08,2019-03-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"62",7.08,2019-05-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"63",7.08,2019-05-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"64",7.08,2019-06-12,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"65",7.08,2019-06-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"66",7.08,2019-06-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"67",7.08,2019-07-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"68",7.081221591,2018-12-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"69",7.08274088,2019-02-06,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"70",7.083074628,2019-07-03,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"71",7.083106801,2019-03-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"72",7.084528739,2018-11-28,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"73",7.085476443,2019-04-23,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"74",7.086090636,2019-04-10,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"75",7.09,2019-02-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"76",7.09,2019-03-02,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"77",7.09,2019-04-29,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"78",7.09,2019-05-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"79",7.09,2019-06-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"80",7.09,2019-06-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"81",7.09,2019-06-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"82",7.09,2019-07-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"83",7.092290055,2019-03-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"84",7.092613176,2019-06-13,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"85",7.093595127,2019-06-13,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"86",7.093728302,2018-10-24,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"87",7.098936244,2018-11-07,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"88",7.1,2018-12-12,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"89",7.1,2019-01-27,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"90",7.1,2019-03-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"91",7.1,2019-04-18,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"92",7.1,2019-04-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"93",7.1,2019-04-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"94",7.1,2019-04-24,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"95",7.1,2019-05-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"96",7.1,2019-05-08,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"97",7.1,2019-05-12,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"98",7.1,2019-05-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"99",7.100366135,2019-04-19,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"100",7.103526198,2019-04-02,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"101",7.106314428,2019-04-23,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"102",7.11,2019-02-16,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"103",7.11,2019-03-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"104",7.11,2019-05-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"105",7.11,2019-05-08,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"106",7.11,2019-05-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"107",7.11,2019-05-27,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"108",7.110166242,2019-02-12,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"109",7.110868005,2019-03-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"110",7.11173259,2019-02-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"111",7.11173259,2019-02-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"112",7.112510499,2019-05-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"113",7.115048432,2019-06-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"114",7.116981214,2018-10-24,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"115",7.118029112,2019-05-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"116",7.12,2019-01-29,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"117",7.12,2019-02-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"118",7.12,2019-02-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"119",7.12,2019-02-21,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"120",7.12,2019-03-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"121",7.12,2019-03-10,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"122",7.12,2019-03-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"123",7.12,2019-04-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"124",7.12,2019-04-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"125",7.12,2019-05-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"126",7.12,2019-06-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"127",7.12,2019-06-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"128",7.120097931,2019-04-23,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"129",7.120974272,2019-06-13,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"130",7.1225614,2018-12-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"131",7.122779842,2019-04-23,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"132",7.12336961,2019-04-10,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"133",7.123969289,2018-10-24,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"134",7.125798897,2019-04-10,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"135",7.126441865,2018-11-28,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"136",7.126862468,2019-05-22,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"137",7.127452174,2019-05-29,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"138",7.13,2018-10-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"139",7.13,2018-12-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"140",7.13,2019-01-15,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"141",7.13,2019-01-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"142",7.13,2019-01-28,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"143",7.13,2019-02-22,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"144",7.13,2019-04-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"145",7.13,2019-04-18,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"146",7.13,2019-04-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"147",7.13,2019-05-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"148",7.13,2019-07-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"149",7.130927099,2019-04-10,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"150",7.131854956,2019-06-13,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"151",7.134362334,2019-05-29,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"152",7.135085062,2019-04-19,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"153",7.136665934,2018-12-12,"ambient_juvenileDGN","salmonShed","OrionStarA112"
"154",7.137796211,2019-05-01,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"155",7.14,2018-11-26,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"156",7.14,2018-12-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"157",7.14,2018-12-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"158",7.14,2018-12-31,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"159",7.14,2019-01-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"160",7.14,2019-01-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"161",7.14,2019-01-16,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"162",7.14,2019-01-18,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"163",7.14,2019-01-18,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"164",7.14,2019-01-28,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"165",7.14,2019-01-29,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"166",7.14,2019-03-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"167",7.14,2019-03-09,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"168",7.14,2019-03-12,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"169",7.14,2019-03-26,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"170",7.14,2019-03-28,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"171",7.14,2019-03-28,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"172",7.14,2019-04-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"173",7.14,2019-04-22,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"174",7.14,2019-04-30,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"175",7.14,2019-05-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"176",7.14,2019-05-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"177",7.14,2019-05-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"178",7.14,2019-05-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"179",7.14,2019-05-08,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"180",7.14,2019-06-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"181",7.141769978,2019-06-13,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"182",7.142888011,2018-10-09,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"183",7.144154778,2019-03-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"184",7.145740278,2019-04-10,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"185",7.14790961,2019-05-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"186",7.149449453,2019-03-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"187",7.14966557,2019-04-19,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"188",7.15,2018-10-02,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"189",7.15,2018-10-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"190",7.15,2018-11-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"191",7.15,2018-12-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"192",7.15,2018-12-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"193",7.15,2018-12-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"194",7.15,2018-12-26,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"195",7.15,2019-01-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"196",7.15,2019-01-12,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"197",7.15,2019-01-21,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"198",7.15,2019-03-08,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"199",7.15,2019-03-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"200",7.15,2019-03-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"201",7.15,2019-03-28,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"202",7.15,2019-04-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"203",7.15,2019-04-27,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"204",7.15,2019-05-09,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"205",7.15,2019-05-16,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"206",7.15,2019-05-18,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"207",7.15,2019-05-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"208",7.15,2019-05-24,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"209",7.15,2019-06-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"210",7.15,2019-06-14,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"211",7.15016548,2018-10-09,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"212",7.150342235,2019-02-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"213",7.150596626,2018-12-04,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"214",7.150775093,2018-12-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"215",7.152841085,2018-11-07,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"216",7.153377484,2019-04-19,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"217",7.153718334,2019-05-01,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"218",7.153757563,2018-12-12,"ambient_juvenileDGN","salmonShed","OrionStarA112"
"219",7.15381444,2019-05-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"220",7.155637725,2018-11-14,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"221",7.15813893,2019-06-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"222",7.15813893,2019-06-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"223",7.159309424,2018-10-02,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"224",7.16,2018-10-08,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"225",7.16,2018-10-22,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"226",7.16,2018-11-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"227",7.16,2018-11-24,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"228",7.16,2018-12-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"229",7.16,2018-12-10,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"230",7.16,2018-12-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"231",7.16,2018-12-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"232",7.16,2018-12-29,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"233",7.16,2019-01-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"234",7.16,2019-01-15,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"235",7.16,2019-01-21,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"236",7.16,2019-01-22,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"237",7.16,2019-02-15,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"238",7.16,2019-02-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"239",7.16,2019-03-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"240",7.16,2019-05-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"241",7.16,2019-05-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"242",7.16,2019-05-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"243",7.16,2019-05-16,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"244",7.16,2019-05-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"245",7.16,2019-05-28,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"246",7.16,2019-06-10,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"247",7.16,2019-06-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"248",7.16,2019-07-02,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"249",7.160252821,2018-11-07,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"250",7.161572253,2018-11-07,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"251",7.164876813,2019-02-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"252",7.165045723,2018-10-09,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"253",7.165877617,2018-11-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"254",7.166719032,2019-06-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"255",7.167560493,2019-04-02,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"256",7.167566454,2018-12-04,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"257",7.167953339,2018-09-11,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"258",7.168038998,2019-06-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"259",7.168251388,2019-05-08,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"260",7.17,2018-10-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"261",7.17,2018-10-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"262",7.17,2018-10-16,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"263",7.17,2018-10-18,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"264",7.17,2018-10-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"265",7.17,2018-11-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"266",7.17,2018-11-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"267",7.17,2018-11-21,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"268",7.17,2018-11-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"269",7.17,2018-11-26,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"270",7.17,2018-11-28,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"271",7.17,2018-12-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"272",7.17,2018-12-14,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"273",7.17,2018-12-30,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"274",7.17,2019-01-02,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"275",7.17,2019-01-04,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"276",7.17,2019-01-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"277",7.17,2019-01-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"278",7.17,2019-01-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"279",7.17,2019-01-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"280",7.17,2019-01-24,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"281",7.17,2019-01-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"282",7.17,2019-02-08,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"283",7.17,2019-02-18,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"284",7.17,2019-02-24,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"285",7.17,2019-03-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"286",7.17,2019-03-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"287",7.17,2019-03-10,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"288",7.17,2019-03-24,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"289",7.17,2019-03-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"290",7.17,2019-03-27,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"291",7.17,2019-04-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"292",7.17,2019-04-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"293",7.17,2019-04-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"294",7.17,2019-04-21,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"295",7.17,2019-05-07,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"296",7.17,2019-05-10,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"297",7.17,2019-05-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"298",7.17,2019-05-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"299",7.17,2019-05-19,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"300",7.17,2019-05-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"301",7.17,2019-05-21,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"302",7.17,2019-05-23,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"303",7.17,2019-05-26,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"304",7.17,2019-06-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"305",7.17,2019-06-16,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"306",7.170641312,2019-02-06,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"307",7.170830723,2019-02-06,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"308",7.173803515,2019-02-27,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"309",7.173913185,2019-05-01,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"310",7.174111863,2019-03-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"311",7.175481304,2018-12-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"312",7.175529422,2019-07-03,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"313",7.176596126,2019-03-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"314",7.177172531,2019-05-22,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"315",7.177777608,2018-12-04,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"316",7.177970136,2019-02-06,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"317",7.177970136,2019-02-06,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"318",7.178058754,2018-09-11,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"319",7.178952936,2019-03-20,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"320",7.179551491,2019-02-21,"highCO2_juvenileDGN","salmonShed","OrionStarA112"
"321",7.18,2018-08-31,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"322",7.18,2018-09-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"323",7.18,2018-09-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"324",7.18,2018-09-15,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"325",7.18,2018-09-20,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"326",7.18,2018-09-27,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"327",7.18,2018-10-01,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"328",7.18,2018-10-03,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"329",7.18,2018-10-05,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"330",7.18,2018-10-11,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"331",7.18,2018-10-13,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"332",7.18,2018-10-15,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"333",7.18,2018-10-17,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"334",7.18,2018-10-25,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"335",7.18,2018-10-30,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"336",7.18,2018-11-06,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"337",7.18,2018-11-14,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"338",7.18,2018-11-30,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
"339",7.18,2018-12-09,"highCO2_juvenileDGN","salmonShed","wallUDA_salmonShed"
