"Plot Title: 16-22APR19_20449374_Conductivity"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)","Salinity, ppt (LGR S/N: 20449374)","Coupler Detached (LGR S/N: 20449374)","Coupler Attached (LGR S/N: 20449374)","Stopped (LGR S/N: 20449374)","End Of File (LGR S/N: 20449374)"
1,04/16/19 09:11:30 AM,33041.7,28290.6,9.44,40060.7,25.5652,Logged,,,
2,04/16/19 09:21:30 AM,33041.7,28265.4,9.44,40025.3,25.5402,,,,
3,04/16/19 09:31:30 AM,33041.7,28248.6,9.45,39991.7,25.5163,,,,
4,04/16/19 09:41:30 AM,33041.7,28271.0,9.46,40013.1,25.5315,,,,
5,04/16/19 09:51:30 AM,33041.7,28265.4,9.48,39985.2,25.5118,,,,
6,04/16/19 10:01:30 AM,33041.7,28240.2,9.50,39929.9,25.4725,,,,
7,04/16/19 10:11:30 AM,33041.7,28279.4,9.51,39974.8,25.5044,,,,
8,04/16/19 10:21:30 AM,33041.7,28257.0,9.52,39933.4,25.4751,,,,
9,04/16/19 10:31:30 AM,33041.7,28271.0,9.54,39933.0,25.4748,,,,
10,04/16/19 10:41:30 AM,33041.7,28279.4,9.53,39954.8,25.4902,,,,
11,04/16/19 10:51:30 AM,33041.7,28271.0,9.54,39933.0,25.4748,,,,
12,04/16/19 11:01:30 AM,33041.7,28287.8,9.54,39956.6,25.4915,,,,
13,04/16/19 11:11:30 AM,33041.7,28279.4,9.56,39924.8,25.4690,,,,
14,04/16/19 11:21:30 AM,33041.7,28293.4,9.56,39944.4,25.4829,,,,
15,04/16/19 11:31:30 AM,33041.7,28321.4,9.54,40003.7,25.5248,,,,
16,04/16/19 11:41:30 AM,33041.7,28329.8,9.54,40015.4,25.5332,,,,
17,04/16/19 11:51:30 AM,33041.7,28321.4,9.54,40003.7,25.5248,,,,
18,04/16/19 12:01:30 PM,33041.7,28346.7,9.54,40039.1,25.5499,,,,
19,04/16/19 12:11:30 PM,33041.7,28343.9,9.56,40015.2,25.5330,,,,
20,04/16/19 12:21:30 PM,33041.7,28366.3,9.56,40046.5,25.5552,,,,
21,04/16/19 12:31:30 PM,33041.7,28360.7,9.56,40038.7,25.5497,,,,
22,04/16/19 12:41:30 PM,33041.7,28374.8,9.57,40048.4,25.5565,,,,
23,04/16/19 12:51:30 PM,33041.7,28391.7,9.57,40072.1,25.5733,,,,
24,04/16/19 01:01:30 PM,33041.7,28372.0,9.57,40044.5,25.5538,,,,
25,04/16/19 01:11:30 PM,33041.7,28411.4,9.58,40089.6,25.5858,,,,
26,04/16/19 01:21:30 PM,33041.7,28391.7,9.58,40062.0,25.5662,,,,
27,04/16/19 01:31:30 PM,33041.7,28388.9,9.58,40058.1,25.5634,,,,
28,04/16/19 01:41:30 PM,33041.7,28405.8,9.58,40081.8,25.5802,,,,
29,04/16/19 01:51:30 PM,33041.7,28405.8,9.58,40081.8,25.5802,,,,
30,04/16/19 02:01:30 PM,33041.7,28419.9,9.58,40101.5,25.5942,,,,
31,04/16/19 02:11:30 PM,33041.7,28417.0,9.59,40087.4,25.5842,,,,
32,04/16/19 02:21:30 PM,33041.7,28402.9,9.59,40067.7,25.5702,,,,
33,04/16/19 02:31:30 PM,33041.7,28434.0,9.59,40111.2,25.6011,,,,
34,04/16/19 02:41:30 PM,33041.7,28434.0,9.59,40111.2,25.6011,,,,
35,04/16/19 02:51:30 PM,33041.7,28425.5,9.59,40099.3,25.5926,,,,
36,04/16/19 03:01:30 PM,33041.7,28450.9,9.58,40144.9,25.6249,,,,
37,04/16/19 03:11:30 PM,33041.7,28448.1,9.58,40141.0,25.6222,,,,
38,04/16/19 03:21:30 PM,33041.7,28434.0,9.58,40121.2,25.6082,,,,
39,04/16/19 03:31:30 PM,33041.7,28425.5,9.58,40109.3,25.5997,,,,
40,04/16/19 03:41:30 PM,33041.7,28450.9,9.57,40154.9,25.6321,,,,
41,04/16/19 03:51:30 PM,33041.7,28434.0,9.57,40131.3,25.6153,,,,
42,04/16/19 04:01:30 PM,33041.7,28434.0,9.56,40141.3,25.6224,,,,
43,04/16/19 04:11:30 PM,33041.7,28434.0,9.54,40161.4,25.6366,,,,
44,04/16/19 04:21:30 PM,33041.7,28442.5,9.53,40183.3,25.6522,,,,
45,04/16/19 04:31:30 PM,33041.7,28428.3,9.52,40173.5,25.6452,,,,
46,04/16/19 04:41:30 PM,33041.7,28450.9,9.51,40215.2,25.6748,,,,
47,04/16/19 04:51:30 PM,33041.7,28405.8,9.50,40162.1,25.6371,,,,
48,04/16/19 05:01:30 PM,33041.7,28402.9,9.49,40168.0,25.6414,,,,
49,04/16/19 05:11:30 PM,33041.7,28428.3,9.48,40213.7,25.6737,,,,
50,04/16/19 05:21:30 PM,33041.7,28419.9,9.46,40222.1,25.6797,,,,
51,04/16/19 05:31:30 PM,33041.7,28405.8,9.45,40212.4,25.6728,,,,
52,04/16/19 05:41:30 PM,33041.7,28436.8,9.44,40266.0,25.7108,,,,
53,04/16/19 05:51:30 PM,33041.7,28405.8,9.43,40232.5,25.6871,,,,
54,04/16/19 06:01:30 PM,33041.7,28408.6,9.43,40236.5,25.6899,,,,
55,04/16/19 06:11:30 PM,33041.7,28369.2,9.43,40181.1,25.6506,,,,
56,04/16/19 06:21:30 PM,33041.7,28374.8,9.45,40168.8,25.6419,,,,
57,04/16/19 06:31:30 PM,33041.7,28352.3,9.44,40147.3,25.6267,,,,
58,04/16/19 06:41:30 PM,33041.7,28338.2,9.44,40127.5,25.6126,,,,
59,04/16/19 06:51:30 PM,33041.7,28369.2,9.45,40161.0,25.6363,,,,
60,04/16/19 07:01:30 PM,33041.7,28346.7,9.45,40129.4,25.6140,,,,
61,04/16/19 07:11:30 PM,33041.7,28329.8,9.45,40105.7,25.5971,,,,
62,04/16/19 07:21:30 PM,33041.7,28329.8,9.44,40115.7,25.6043,,,,
63,04/16/19 07:31:30 PM,33041.7,28329.8,9.43,40125.8,25.6114,,,,
64,04/16/19 07:41:30 PM,33041.7,28329.8,9.42,40135.8,25.6185,,,,
