"","temp","ObservationDate","location","sensortype","treatment"
"1",0,2018-11-25 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"2",0,2018-11-26 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"3",0,2018-11-28 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"4",0,2018-11-30 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"5",0,2018-12-01 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"6",0,2018-12-02 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"7",0,2018-12-03 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"8",0,2018-12-04 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"9",0,2018-12-05 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"10",0,2018-12-09 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"11",6.87,2019-02-10 01:21:00,"salmonShed","20449374","ambient"
"12",6.89,2019-02-10 01:01:00,"salmonShed","20449374","ambient"
"13",6.89,2019-02-10 01:11:00,"salmonShed","20449374","ambient"
"14",6.9,2019-02-10 01:31:00,"salmonShed","20449374","ambient"
"15",6.94,2019-02-10 00:51:00,"salmonShed","20449374","ambient"
"16",6.97,2019-02-10 00:41:00,"salmonShed","20449374","ambient"
"17",7,2019-02-10 01:41:00,"salmonShed","20449374","ambient"
"18",7.02,2019-02-10 00:31:00,"salmonShed","20449374","ambient"
"19",7.08,2019-02-10 00:21:00,"salmonShed","20449374","ambient"
"20",7.09,2019-02-10 01:51:00,"salmonShed","20449374","ambient"
"21",7.15,2019-02-10 00:11:00,"salmonShed","20449374","ambient"
"22",7.17,2019-02-10 02:01:00,"salmonShed","20449374","ambient"
"23",7.21,2019-02-10 02:11:00,"salmonShed","20449374","ambient"
"24",7.25,2019-02-10 00:01:00,"salmonShed","20449374","ambient"
"25",7.28,2019-02-10 02:21:00,"salmonShed","20449374","ambient"
"26",7.38,2019-02-09 23:51:00,"salmonShed","20449374","ambient"
"27",7.38,2019-02-10 02:31:00,"salmonShed","20449374","ambient"
"28",7.4,2019-03-10 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"29",7.47,2019-02-10 02:41:00,"salmonShed","20449374","ambient"
"30",7.5,2019-02-09 23:41:00,"salmonShed","20449374","ambient"
"31",7.5,2019-02-21 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"32",7.54,2019-02-22 13:01:00,"salmonShed","20449374","ambient"
"33",7.55,2019-02-10 02:51:00,"salmonShed","20449374","ambient"
"34",7.6,2019-02-22 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"35",7.6,2019-03-09 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"36",7.64,2019-02-09 23:31:00,"salmonShed","20449374","ambient"
"37",7.64,2019-02-10 03:01:00,"salmonShed","20449374","ambient"
"38",7.7,2019-02-17 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"39",7.7,2019-02-18 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"40",7.7,2019-03-10 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"41",7.72,2019-02-05 00:01:00,"salmonShed","20449374","ambient"
"42",7.72,2019-02-05 00:11:00,"salmonShed","20449374","ambient"
"43",7.72,2019-02-05 00:21:00,"salmonShed","20449374","ambient"
"44",7.72,2019-02-10 03:11:00,"salmonShed","20449374","ambient"
"45",7.73,2019-02-04 23:51:00,"salmonShed","20449374","ambient"
"46",7.74,2019-02-04 23:41:00,"salmonShed","20449374","ambient"
"47",7.74,2019-02-05 00:31:00,"salmonShed","20449374","ambient"
"48",7.75,2019-02-04 23:31:00,"salmonShed","20449374","ambient"
"49",7.79,2019-02-04 23:21:00,"salmonShed","20449374","ambient"
"50",7.79,2019-02-05 00:41:00,"salmonShed","20449374","ambient"
"51",7.79,2019-02-10 03:21:00,"salmonShed","20449374","ambient"
"52",7.8,2019-03-09 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"53",7.82,2019-02-04 23:11:00,"salmonShed","20449374","ambient"
"54",7.82,2019-02-09 23:21:00,"salmonShed","20449374","ambient"
"55",7.85,2019-02-10 03:31:00,"salmonShed","20449374","ambient"
"56",7.86,2019-02-05 00:51:00,"salmonShed","20449374","ambient"
"57",7.87,2019-02-04 23:01:00,"salmonShed","20449374","ambient"
"58",7.89,2019-02-17 23:31:00,"salmonShed","20449374","ambient"
"59",7.89,2019-02-17 23:41:00,"salmonShed","20449374","ambient"
"60",7.9,2019-02-17 23:11:00,"salmonShed","20449374","ambient"
"61",7.9,2019-02-17 23:21:00,"salmonShed","20449374","ambient"
"62",7.9,2019-02-17 23:51:00,"salmonShed","20449374","ambient"
"63",7.9,2019-02-19 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"64",7.9,2019-02-20 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"65",7.9,2019-03-04 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"66",7.9,2019-03-04 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"67",7.9,2019-03-08 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"68",7.91,2019-02-10 03:41:00,"salmonShed","20449374","ambient"
"69",7.91,2019-02-18 00:01:00,"salmonShed","20449374","ambient"
"70",7.93,2019-02-04 22:51:00,"salmonShed","20449374","ambient"
"71",7.93,2019-02-05 01:01:00,"salmonShed","20449374","ambient"
"72",7.93,2019-02-17 23:01:00,"salmonShed","20449374","ambient"
"73",7.94,2019-02-17 22:51:00,"salmonShed","20449374","ambient"
"74",7.94,2019-02-18 00:11:00,"salmonShed","20449374","ambient"
"75",7.95,2019-02-14 05:01:00,"salmonShed","20449374","ambient"
"76",7.95,2019-02-14 05:21:00,"salmonShed","20449374","ambient"
"77",7.95,2019-02-14 05:31:00,"salmonShed","20449374","ambient"
"78",7.95,2019-02-14 06:11:00,"salmonShed","20449374","ambient"
"79",7.95,2019-02-18 00:21:00,"salmonShed","20449374","ambient"
"80",7.96,2019-02-10 03:51:00,"salmonShed","20449374","ambient"
"81",7.96,2019-02-14 04:21:00,"salmonShed","20449374","ambient"
"82",7.96,2019-02-14 04:31:00,"salmonShed","20449374","ambient"
"83",7.96,2019-02-14 04:41:00,"salmonShed","20449374","ambient"
"84",7.96,2019-02-14 04:51:00,"salmonShed","20449374","ambient"
"85",7.96,2019-02-14 05:11:00,"salmonShed","20449374","ambient"
"86",7.96,2019-02-14 05:41:00,"salmonShed","20449374","ambient"
"87",7.96,2019-02-14 05:51:00,"salmonShed","20449374","ambient"
"88",7.96,2019-02-14 06:01:00,"salmonShed","20449374","ambient"
"89",7.96,2019-02-14 06:21:00,"salmonShed","20449374","ambient"
"90",7.96,2019-02-14 06:51:00,"salmonShed","20449374","ambient"
"91",7.96,2019-02-17 22:31:00,"salmonShed","20449374","ambient"
"92",7.96,2019-02-17 22:41:00,"salmonShed","20449374","ambient"
"93",7.97,2019-02-14 04:11:00,"salmonShed","20449374","ambient"
"94",7.97,2019-02-14 06:31:00,"salmonShed","20449374","ambient"
"95",7.97,2019-02-14 06:41:00,"salmonShed","20449374","ambient"
"96",7.97,2019-02-14 07:01:00,"salmonShed","20449374","ambient"
"97",7.97,2019-02-14 07:11:00,"salmonShed","20449374","ambient"
"98",7.97,2019-02-14 07:21:00,"salmonShed","20449374","ambient"
"99",7.97,2019-02-18 00:31:00,"salmonShed","20449374","ambient"
"100",7.98,2019-02-14 04:01:00,"salmonShed","20449374","ambient"
"101",7.98,2019-02-14 07:41:00,"salmonShed","20449374","ambient"
"102",7.98,2019-02-17 22:21:00,"salmonShed","20449374","ambient"
"103",7.98,2019-02-18 00:41:00,"salmonShed","20449374","ambient"
"104",8,2019-02-04 22:41:00,"salmonShed","20449374","ambient"
"105",8,2019-02-09 23:11:00,"salmonShed","20449374","ambient"
"106",8,2019-02-14 03:51:00,"salmonShed","20449374","ambient"
"107",8,2019-02-14 07:31:00,"salmonShed","20449374","ambient"
"108",8,2019-02-16 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"109",8,2019-02-17 22:11:00,"salmonShed","20449374","ambient"
"110",8,2019-03-04 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"111",8,2019-03-09 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"112",8,2019-03-09 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"113",8,2019-03-10 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"114",8,2019-03-12 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"115",8,2019-03-13 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"116",8,2019-03-23 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"117",8.01,2019-02-05 01:11:00,"salmonShed","20449374","ambient"
"118",8.01,2019-02-10 04:01:00,"salmonShed","20449374","ambient"
"119",8.01,2019-02-14 03:31:00,"salmonShed","20449374","ambient"
"120",8.01,2019-02-14 03:41:00,"salmonShed","20449374","ambient"
"121",8.01,2019-02-14 07:51:00,"salmonShed","20449374","ambient"
"122",8.01,2019-02-14 08:01:00,"salmonShed","20449374","ambient"
"123",8.02,2019-02-14 08:11:00,"salmonShed","20449374","ambient"
"124",8.02,2019-02-17 22:01:00,"salmonShed","20449374","ambient"
"125",8.02,2019-02-18 00:51:00,"salmonShed","20449374","ambient"
"126",8.03,2019-02-09 03:51:00,"salmonShed","20449374","ambient"
"127",8.03,2019-02-09 04:01:00,"salmonShed","20449374","ambient"
"128",8.03,2019-02-09 04:11:00,"salmonShed","20449374","ambient"
"129",8.03,2019-02-14 03:11:00,"salmonShed","20449374","ambient"
"130",8.03,2019-02-14 03:21:00,"salmonShed","20449374","ambient"
"131",8.03,2019-02-14 08:21:00,"salmonShed","20449374","ambient"
"132",8.04,2019-02-09 04:21:00,"salmonShed","20449374","ambient"
"133",8.04,2019-02-09 04:31:00,"salmonShed","20449374","ambient"
"134",8.04,2019-02-14 03:01:00,"salmonShed","20449374","ambient"
"135",8.04,2019-02-14 08:31:00,"salmonShed","20449374","ambient"
"136",8.04,2019-02-17 21:51:00,"salmonShed","20449374","ambient"
"137",8.04,2019-02-18 01:01:00,"salmonShed","20449374","ambient"
"138",8.05,2019-02-09 03:31:00,"salmonShed","20449374","ambient"
"139",8.05,2019-02-09 03:41:00,"salmonShed","20449374","ambient"
"140",8.05,2019-02-10 04:11:00,"salmonShed","20449374","ambient"
"141",8.05,2019-02-14 02:51:00,"salmonShed","20449374","ambient"
"142",8.05,2019-02-14 08:41:00,"salmonShed","20449374","ambient"
"143",8.05,2019-02-14 20:41:00,"salmonShed","20449374","ambient"
"144",8.05,2019-02-26 04:11:00,"salmonShed","20449374","ambient"
"145",8.06,2019-02-09 04:41:00,"salmonShed","20449374","ambient"
"146",8.06,2019-02-14 02:41:00,"salmonShed","20449374","ambient"
"147",8.06,2019-02-14 08:51:00,"salmonShed","20449374","ambient"
"148",8.06,2019-02-14 20:31:00,"salmonShed","20449374","ambient"
"149",8.06,2019-02-14 20:51:00,"salmonShed","20449374","ambient"
"150",8.06,2019-02-26 04:01:00,"salmonShed","20449374","ambient"
"151",8.06,2019-02-26 04:21:00,"salmonShed","20449374","ambient"
"152",8.06,2019-02-26 04:31:00,"salmonShed","20449374","ambient"
"153",8.08,2019-02-04 22:31:00,"salmonShed","20449374","ambient"
"154",8.08,2019-02-09 03:21:00,"salmonShed","20449374","ambient"
"155",8.08,2019-02-09 04:51:00,"salmonShed","20449374","ambient"
"156",8.08,2019-02-14 02:21:00,"salmonShed","20449374","ambient"
"157",8.08,2019-02-14 02:31:00,"salmonShed","20449374","ambient"
"158",8.08,2019-02-14 09:01:00,"salmonShed","20449374","ambient"
"159",8.08,2019-02-14 21:01:00,"salmonShed","20449374","ambient"
"160",8.08,2019-02-17 21:41:00,"salmonShed","20449374","ambient"
"161",8.08,2019-02-18 01:11:00,"salmonShed","20449374","ambient"
"162",8.08,2019-02-26 04:41:00,"salmonShed","20449374","ambient"
"163",8.09,2019-02-05 01:21:00,"salmonShed","20449374","ambient"
"164",8.09,2019-02-09 05:01:00,"salmonShed","20449374","ambient"
"165",8.09,2019-02-10 04:21:00,"salmonShed","20449374","ambient"
"166",8.09,2019-02-13 19:21:00,"salmonShed","20449374","ambient"
"167",8.09,2019-02-13 19:31:00,"salmonShed","20449374","ambient"
"168",8.09,2019-02-13 19:41:00,"salmonShed","20449374","ambient"
"169",8.09,2019-02-13 19:51:00,"salmonShed","20449374","ambient"
"170",8.09,2019-02-13 20:01:00,"salmonShed","20449374","ambient"
"171",8.09,2019-02-14 02:01:00,"salmonShed","20449374","ambient"
"172",8.09,2019-02-14 02:11:00,"salmonShed","20449374","ambient"
"173",8.09,2019-02-14 20:21:00,"salmonShed","20449374","ambient"
"174",8.09,2019-02-14 21:11:00,"salmonShed","20449374","ambient"
"175",8.09,2019-02-25 15:51:00,"salmonShed","20449374","ambient"
"176",8.09,2019-02-25 16:01:00,"salmonShed","20449374","ambient"
"177",8.09,2019-02-26 03:51:00,"salmonShed","20449374","ambient"
"178",8.09,2019-02-26 04:51:00,"salmonShed","20449374","ambient"
"179",8.09,2019-02-26 05:01:00,"salmonShed","20449374","ambient"
"180",8.09,2019-03-09 06:21:00,"salmonShed","20449374","ambient"
"181",8.1,2019-02-09 03:11:00,"salmonShed","20449374","ambient"
"182",8.1,2019-02-09 05:11:00,"salmonShed","20449374","ambient"
"183",8.1,2019-02-13 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"184",8.1,2019-02-13 18:21:00,"salmonShed","20449374","ambient"
"185",8.1,2019-02-13 18:31:00,"salmonShed","20449374","ambient"
"186",8.1,2019-02-13 18:41:00,"salmonShed","20449374","ambient"
"187",8.1,2019-02-13 18:51:00,"salmonShed","20449374","ambient"
"188",8.1,2019-02-13 19:01:00,"salmonShed","20449374","ambient"
"189",8.1,2019-02-13 19:11:00,"salmonShed","20449374","ambient"
"190",8.1,2019-02-13 20:11:00,"salmonShed","20449374","ambient"
"191",8.1,2019-02-13 20:21:00,"salmonShed","20449374","ambient"
"192",8.1,2019-02-13 20:31:00,"salmonShed","20449374","ambient"
"193",8.1,2019-02-14 01:41:00,"salmonShed","20449374","ambient"
"194",8.1,2019-02-14 01:51:00,"salmonShed","20449374","ambient"
"195",8.1,2019-02-14 09:11:00,"salmonShed","20449374","ambient"
"196",8.1,2019-02-25 15:41:00,"salmonShed","20449374","ambient"
"197",8.1,2019-02-25 16:11:00,"salmonShed","20449374","ambient"
"198",8.1,2019-02-26 03:41:00,"salmonShed","20449374","ambient"
"199",8.1,2019-03-06 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"200",8.1,2019-03-06 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"201",8.1,2019-03-06 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"202",8.1,2019-03-08 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"203",8.1,2019-03-08 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"204",8.1,2019-03-09 06:01:00,"salmonShed","20449374","ambient"
"205",8.1,2019-03-09 06:11:00,"salmonShed","20449374","ambient"
"206",8.1,2019-03-09 06:31:00,"salmonShed","20449374","ambient"
"207",8.1,2019-03-09 06:41:00,"salmonShed","20449374","ambient"
"208",8.1,2019-03-09 06:51:00,"salmonShed","20449374","ambient"
"209",8.1,2019-03-09 07:01:00,"salmonShed","20449374","ambient"
"210",8.1,2019-03-10 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"211",8.1,2019-03-10 01:31:00,"salmonShed","20449374","ambient"
"212",8.1,2019-03-10 01:41:00,"salmonShed","20449374","ambient"
"213",8.1,2019-03-10 01:51:00,"salmonShed","20449374","ambient"
"214",8.1,2019-03-12 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"215",8.1,2019-03-13 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"216",8.1,2019-03-13 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"217",8.1,2019-03-13 00:00:00,"salmonShed","wallUDA_salmonShed",NA
"218",8.11,2019-02-09 05:21:00,"salmonShed","20449374","ambient"
"219",8.11,2019-02-13 17:41:00,"salmonShed","20449374","ambient"
"220",8.11,2019-02-13 17:51:00,"salmonShed","20449374","ambient"
"221",8.11,2019-02-13 18:01:00,"salmonShed","20449374","ambient"
"222",8.11,2019-02-13 18:11:00,"salmonShed","20449374","ambient"
"223",8.11,2019-02-13 20:41:00,"salmonShed","20449374","ambient"
"224",8.11,2019-02-13 20:51:00,"salmonShed","20449374","ambient"
"225",8.11,2019-02-13 21:01:00,"salmonShed","20449374","ambient"
"226",8.11,2019-02-14 09:21:00,"salmonShed","20449374","ambient"
"227",8.11,2019-02-14 21:21:00,"salmonShed","20449374","ambient"
"228",8.11,2019-02-17 21:31:00,"salmonShed","20449374","ambient"
"229",8.11,2019-02-18 01:21:00,"salmonShed","20449374","ambient"
"230",8.11,2019-02-25 03:21:00,"salmonShed","20449374","ambient"
"231",8.11,2019-02-25 03:31:00,"salmonShed","20449374","ambient"
"232",8.11,2019-02-25 03:41:00,"salmonShed","20449374","ambient"
"233",8.11,2019-02-25 16:21:00,"salmonShed","20449374","ambient"
"234",8.11,2019-02-26 05:11:00,"salmonShed","20449374","ambient"
"235",8.11,2019-03-09 03:01:00,"salmonShed","20449374","ambient"
"236",8.11,2019-03-09 03:11:00,"salmonShed","20449374","ambient"
"237",8.11,2019-03-09 03:21:00,"salmonShed","20449374","ambient"
"238",8.11,2019-03-09 03:31:00,"salmonShed","20449374","ambient"
"239",8.11,2019-03-09 03:41:00,"salmonShed","20449374","ambient"
"240",8.11,2019-03-09 04:01:00,"salmonShed","20449374","ambient"
"241",8.11,2019-03-09 04:31:00,"salmonShed","20449374","ambient"
"242",8.11,2019-03-09 04:41:00,"salmonShed","20449374","ambient"
"243",8.11,2019-03-09 04:51:00,"salmonShed","20449374","ambient"
"244",8.11,2019-03-09 05:01:00,"salmonShed","20449374","ambient"
"245",8.11,2019-03-09 05:11:00,"salmonShed","20449374","ambient"
"246",8.11,2019-03-09 05:21:00,"salmonShed","20449374","ambient"
"247",8.11,2019-03-09 05:31:00,"salmonShed","20449374","ambient"
"248",8.11,2019-03-09 05:41:00,"salmonShed","20449374","ambient"
"249",8.11,2019-03-09 05:51:00,"salmonShed","20449374","ambient"
"250",8.11,2019-03-10 01:01:00,"salmonShed","20449374","ambient"
"251",8.11,2019-03-10 01:11:00,"salmonShed","20449374","ambient"
"252",8.11,2019-03-10 01:21:00,"salmonShed","20449374","ambient"
"253",8.12,2019-02-09 03:01:00,"salmonShed","20449374","ambient"
"254",8.12,2019-02-09 05:31:00,"salmonShed","20449374","ambient"
"255",8.12,2019-02-10 04:31:00,"salmonShed","20449374","ambient"
"256",8.12,2019-02-13 17:21:00,"salmonShed","20449374","ambient"
"257",8.12,2019-02-13 21:11:00,"salmonShed","20449374","ambient"
"258",8.12,2019-02-13 21:21:00,"salmonShed","20449374","ambient"
"259",8.12,2019-02-13 21:41:00,"salmonShed","20449374","ambient"
"260",8.12,2019-02-14 01:21:00,"salmonShed","20449374","ambient"
"261",8.12,2019-02-14 01:31:00,"salmonShed","20449374","ambient"
"262",8.12,2019-02-25 03:01:00,"salmonShed","20449374","ambient"
"263",8.12,2019-02-25 03:11:00,"salmonShed","20449374","ambient"
"264",8.12,2019-02-25 03:51:00,"salmonShed","20449374","ambient"
"265",8.12,2019-02-25 15:31:00,"salmonShed","20449374","ambient"
"266",8.12,2019-02-26 03:31:00,"salmonShed","20449374","ambient"
"267",8.12,2019-03-09 03:51:00,"salmonShed","20449374","ambient"
"268",8.12,2019-03-09 04:11:00,"salmonShed","20449374","ambient"
"269",8.12,2019-03-09 04:21:00,"salmonShed","20449374","ambient"
"270",8.12,2019-03-09 07:11:00,"salmonShed","20449374","ambient"
"271",8.12,2019-03-09 07:21:00,"salmonShed","20449374","ambient"
"272",8.12,2019-03-10 00:41:00,"salmonShed","20449374","ambient"
"273",8.12,2019-03-10 00:51:00,"salmonShed","20449374","ambient"
"274",8.12,2019-03-10 02:01:00,"salmonShed","20449374","ambient"
"275",8.12,2019-03-10 05:11:00,"salmonShed","20449374","ambient"
"276",8.12,2019-03-10 05:21:00,"salmonShed","20449374","ambient"
"277",8.12,2019-03-10 05:31:00,"salmonShed","20449374","ambient"
"278",8.12,2019-03-10 05:41:00,"salmonShed","20449374","ambient"
"279",8.12,2019-03-10 05:51:00,"salmonShed","20449374","ambient"
"280",8.12,2019-03-10 06:01:00,"salmonShed","20449374","ambient"
"281",8.12,2019-03-10 06:21:00,"salmonShed","20449374","ambient"
"282",8.13,2019-02-13 16:51:00,"salmonShed","20449374","ambient"
"283",8.13,2019-02-13 17:01:00,"salmonShed","20449374","ambient"
"284",8.13,2019-02-13 17:11:00,"salmonShed","20449374","ambient"
"285",8.13,2019-02-13 17:31:00,"salmonShed","20449374","ambient"
"286",8.13,2019-02-13 21:31:00,"salmonShed","20449374","ambient"
"287",8.13,2019-02-13 21:51:00,"salmonShed","20449374","ambient"
"288",8.13,2019-02-13 22:01:00,"salmonShed","20449374","ambient"
"289",8.13,2019-02-13 22:11:00,"salmonShed","20449374","ambient"
"290",8.13,2019-02-14 01:11:00,"salmonShed","20449374","ambient"
"291",8.13,2019-02-14 20:11:00,"salmonShed","20449374","ambient"
"292",8.13,2019-02-14 21:31:00,"salmonShed","20449374","ambient"
"293",8.13,2019-02-25 04:01:00,"salmonShed","20449374","ambient"
"294",8.13,2019-02-26 05:21:00,"salmonShed","20449374","ambient"
"295",8.13,2019-03-09 02:51:00,"salmonShed","20449374","ambient"
"296",8.13,2019-03-09 07:31:00,"salmonShed","20449374","ambient"
"297",8.13,2019-03-09 07:51:00,"salmonShed","20449374","ambient"
"298",8.13,2019-03-10 00:11:00,"salmonShed","20449374","ambient"
"299",8.13,2019-03-10 00:21:00,"salmonShed","20449374","ambient"
"300",8.13,2019-03-10 00:31:00,"salmonShed","20449374","ambient"
"301",8.13,2019-03-10 04:31:00,"salmonShed","20449374","ambient"
"302",8.13,2019-03-10 04:51:00,"salmonShed","20449374","ambient"
"303",8.13,2019-03-10 05:01:00,"salmonShed","20449374","ambient"
"304",8.13,2019-03-10 06:11:00,"salmonShed","20449374","ambient"
"305",8.13,2019-03-10 06:31:00,"salmonShed","20449374","ambient"
"306",8.13,2019-03-10 06:41:00,"salmonShed","20449374","ambient"
"307",8.13,2019-03-10 06:51:00,"salmonShed","20449374","ambient"
"308",8.14,2019-02-09 05:41:00,"salmonShed","20449374","ambient"
"309",8.14,2019-02-13 22:21:00,"salmonShed","20449374","ambient"
"310",8.14,2019-02-13 22:31:00,"salmonShed","20449374","ambient"
"311",8.14,2019-02-13 22:41:00,"salmonShed","20449374","ambient"
"312",8.14,2019-02-13 22:51:00,"salmonShed","20449374","ambient"
"313",8.14,2019-02-13 23:11:00,"salmonShed","20449374","ambient"
"314",8.14,2019-02-13 23:21:00,"salmonShed","20449374","ambient"
"315",8.14,2019-02-14 00:51:00,"salmonShed","20449374","ambient"
"316",8.14,2019-02-14 01:01:00,"salmonShed","20449374","ambient"
"317",8.14,2019-02-14 09:31:00,"salmonShed","20449374","ambient"
"318",8.14,2019-02-17 21:21:00,"salmonShed","20449374","ambient"
"319",8.14,2019-02-18 01:31:00,"salmonShed","20449374","ambient"
"320",8.14,2019-02-25 02:51:00,"salmonShed","20449374","ambient"
"321",8.14,2019-02-25 04:11:00,"salmonShed","20449374","ambient"
"322",8.14,2019-02-25 04:21:00,"salmonShed","20449374","ambient"
"323",8.14,2019-02-25 15:21:00,"salmonShed","20449374","ambient"
"324",8.14,2019-02-25 16:31:00,"salmonShed","20449374","ambient"
"325",8.14,2019-03-09 02:31:00,"salmonShed","20449374","ambient"
"326",8.14,2019-03-09 02:41:00,"salmonShed","20449374","ambient"
"327",8.14,2019-03-09 07:41:00,"salmonShed","20449374","ambient"
"328",8.14,2019-03-09 08:01:00,"salmonShed","20449374","ambient"
"329",8.14,2019-03-09 23:41:00,"salmonShed","20449374","ambient"
"330",8.14,2019-03-09 23:51:00,"salmonShed","20449374","ambient"
"331",8.14,2019-03-10 00:01:00,"salmonShed","20449374","ambient"
"332",8.14,2019-03-10 02:11:00,"salmonShed","20449374","ambient"
"333",8.14,2019-03-10 04:41:00,"salmonShed","20449374","ambient"
"334",8.14,2019-03-10 07:01:00,"salmonShed","20449374","ambient"
"335",8.14,2019-03-10 07:11:00,"salmonShed","20449374","ambient"
"336",8.14,2019-03-10 07:21:00,"salmonShed","20449374","ambient"
"337",8.14,2019-03-10 07:31:00,"salmonShed","20449374","ambient"
"338",8.14,2019-03-10 07:41:00,"salmonShed","20449374","ambient"
"339",8.14,2019-03-10 07:51:00,"salmonShed","20449374","ambient"
"340",8.16,2019-02-09 02:51:00,"salmonShed","20449374","ambient"
"341",8.16,2019-02-09 05:51:00,"salmonShed","20449374","ambient"
"342",8.16,2019-02-09 23:01:00,"salmonShed","20449374","ambient"
"343",8.16,2019-02-10 04:41:00,"salmonShed","20449374","ambient"
"344",8.16,2019-02-13 16:41:00,"salmonShed","20449374","ambient"
"345",8.16,2019-02-13 23:01:00,"salmonShed","20449374","ambient"
"346",8.16,2019-02-14 00:31:00,"salmonShed","20449374","ambient"
"347",8.16,2019-02-14 00:41:00,"salmonShed","20449374","ambient"
"348",8.16,2019-02-14 09:41:00,"salmonShed","20449374","ambient"
"349",8.16,2019-02-25 04:31:00,"salmonShed","20449374","ambient"
"350",8.16,2019-02-25 04:41:00,"salmonShed","20449374","ambient"
"351",8.16,2019-02-26 05:31:00,"salmonShed","20449374","ambient"
"352",8.16,2019-03-09 02:21:00,"salmonShed","20449374","ambient"
"353",8.16,2019-03-09 08:11:00,"salmonShed","20449374","ambient"
"354",8.16,2019-03-09 10:01:00,"salmonShed","20449374","ambient"
"355",8.16,2019-03-09 10:31:00,"salmonShed","20449374","ambient"
"356",8.16,2019-03-09 10:51:00,"salmonShed","20449374","ambient"
"357",8.16,2019-03-09 11:01:00,"salmonShed","20449374","ambient"
"358",8.16,2019-03-09 23:21:00,"salmonShed","20449374","ambient"
"359",8.16,2019-03-09 23:31:00,"salmonShed","20449374","ambient"
"360",8.16,2019-03-10 04:01:00,"salmonShed","20449374","ambient"
"361",8.16,2019-03-10 04:11:00,"salmonShed","20449374","ambient"
"362",8.16,2019-03-10 04:21:00,"salmonShed","20449374","ambient"
"363",8.16,2019-03-10 08:01:00,"salmonShed","20449374","ambient"
"364",8.17,2019-02-04 22:21:00,"salmonShed","20449374","ambient"
"365",8.17,2019-02-05 01:31:00,"salmonShed","20449374","ambient"
"366",8.17,2019-02-09 06:01:00,"salmonShed","20449374","ambient"
"367",8.17,2019-02-10 04:51:00,"salmonShed","20449374","ambient"
"368",8.17,2019-02-13 23:41:00,"salmonShed","20449374","ambient"
"369",8.17,2019-02-14 00:21:00,"salmonShed","20449374","ambient"
"370",8.17,2019-02-14 09:51:00,"salmonShed","20449374","ambient"
"371",8.17,2019-02-14 21:41:00,"salmonShed","20449374","ambient"
"372",8.17,2019-02-18 01:41:00,"salmonShed","20449374","ambient"
"373",8.17,2019-02-25 02:41:00,"salmonShed","20449374","ambient"
"374",8.17,2019-02-25 04:51:00,"salmonShed","20449374","ambient"
"375",8.17,2019-02-25 15:11:00,"salmonShed","20449374","ambient"
"376",8.17,2019-03-09 02:11:00,"salmonShed","20449374","ambient"
"377",8.17,2019-03-09 08:21:00,"salmonShed","20449374","ambient"
"378",8.17,2019-03-09 08:31:00,"salmonShed","20449374","ambient"
"379",8.17,2019-03-09 09:31:00,"salmonShed","20449374","ambient"
"380",8.17,2019-03-09 09:51:00,"salmonShed","20449374","ambient"
"381",8.17,2019-03-09 10:11:00,"salmonShed","20449374","ambient"
"382",8.17,2019-03-09 10:21:00,"salmonShed","20449374","ambient"
