experiment,unit,unit_number,date,pH,temp
Juvenile,Tank,6,08/28/18,7.21,12.4
Juvenile,Tank,6,08/29/18,7.2,12.5
Juvenile,Tank,6,08/30/18,7.2,12.5
Juvenile,Tank,6,08/31/18,7.18,12.7
Juvenile,Tank,6,09/04/18,7.22,12.6
Juvenile,Tank,6,09/05/18,7.18,12.7
Juvenile,Tank,6,09/06/18,7.23,12.7
Juvenile,Tank,6,09/07/18,7.2,12.8
Juvenile,Tank,6,09/10/18,7.4,13.3
Juvenile,Tank,6,09/11/18,7.18,13.4
Juvenile,Tank,6,09/12/18,7.2,13.6
Juvenile,Tank,6,09/13/18,7.2,13.4
Juvenile,Tank,6,09/14/18,7.26,13
Juvenile,Tank,6,09/15/18,7.18,12.7
Juvenile,Tank,6,09/18/18,7.19,12.3
Juvenile,Tank,6,09/19/18,7.22,12.3
Juvenile,Tank,6,09/20/18,7.18,12.4
Juvenile,Tank,6,09/21/18,7.22,12.7
Juvenile,Tank,6,09/23/18,7.2,13
Juvenile,Tank,6,09/24/18,7.21,12.6
Juvenile,Tank,6,09/25/18,7.21,12.6
Juvenile,Tank,6,09/26/18,7.19,12.5
Juvenile,Tank,6,09/27/18,7.18,12.6
Juvenile,Tank,6,09/29/18,7.21,12.7
Juvenile,Tank,6,10/01/18,7.18,12.9
Juvenile,Tank,6,10/02/18,7.19,12.9
Juvenile,Tank,6,10/03/18,7.21,12.9
Juvenile,Tank,6,10/04/18,7.2,12.6
Juvenile,Tank,6,10/05/18,7.18,12.3
Juvenile,Tank,6,10/06/18,7.19,12.4
Juvenile,Tank,6,10/08/18,7.19,12.5
Juvenile,Tank,6,10/09/18,7.47,12.4
Juvenile,Tank,6,10/10/18,7.19,12.4
Juvenile,Tank,6,10/11/18,7.18,12.4
Juvenile,Tank,6,10/12/18,7.22,12.4
Juvenile,Tank,6,10/13/18,7.18,12.3
Juvenile,Tank,6,10/15/18,7.24,12.2
Juvenile,Tank,6,10/16/18,7.24,12.3
Juvenile,Tank,6,10/17/18,7.18,12.2
Juvenile,Tank,6,10/18/18,7.17,12.3
Juvenile,Tank,6,10/21/18,7.23,12.3
Juvenile,Tank,6,10/22/18,7.16,12.3
Juvenile,Tank,6,10/23/18,7.17,12.2
Juvenile,Tank,6,10/24/18,7.2,12.4
Juvenile,Tank,6,10/25/18,7.18,12.4
Juvenile,Tank,6,10/26/18,7.22,12.4
Juvenile,Tank,6,10/27/18,7.21,12.4
Juvenile,Tank,6,10/28/18,7.22,12.3
Juvenile,Tank,6,10/29/18,7.21,12.2
Juvenile,Tank,6,10/30/18,7.21,12.2
Juvenile,Tank,6,10/31/18,7.2,12.1
Juvenile,Tank,6,11/01/18,7.2,12.3
Juvenile,Tank,6,11/02/18,7.2,12.3
Juvenile,Tank,6,11/03/18,7.21,12.1
