experiment,unit,unit_number,date,pH,temp
Juvenile,Tank,6,11/04/18,7.17,12.1
Juvenile,Tank,6,11/05/18,7.25,12
Juvenile,Tank,6,11/06/18,7.18,12
Juvenile,Tank,6,11/07/18,7.21,11.8
Juvenile,Tank,6,11/09/18,7.21,11.7
Juvenile,Tank,6,11/11/18,7.21,11.5
Juvenile,Tank,6,11/12/18,7.23,11.3
Juvenile,Tank,6,11/14/18,7.24,11.3
Juvenile,Tank,6,11/15/18,7.21,11.4
Juvenile,Tank,6,11/16/18,7.24,11.4
Juvenile,Tank,6,11/17/18,7.23,11.2
Juvenile,Tank,6,11/18/18,7.25,11.1
Juvenile,Tank,6,11/20/18,7.3,11.2
Juvenile,Tank,6,11/21/18,7.17,11.4
Juvenile,Tank,6,11/22/18,7.23,11.3
Juvenile,Tank,6,11/23/18,7.15,11.3
Juvenile,Tank,6,11/24/18,7.16,11.3
Juvenile,Tank,6,11/25/18,7.17,11.3
Juvenile,Tank,6,11/26/18,7.14,11.6
Juvenile,Tank,6,11/27/18,7.22,11.5
Juvenile,Tank,6,11/28/18,7.17,11.3
Juvenile,Tank,6,11/29/18,7.24,11.3
Juvenile,Tank,6,11/30/18,7.21,11.4
Juvenile,Tank,6,12/01/18,7.19,11.2
Juvenile,Tank,6,12/02/18,7.24,11.2
Juvenile,Tank,6,12/03/18,7.25,10.9
Juvenile,Tank,6,12/04/18,7.13,10.7
Juvenile,Tank,6,12/05/18,7.25,10.6
Juvenile,Tank,6,12/06/18,7.2,10.7
Juvenile,Tank,6,12/08/18,7.23,10.5
Juvenile,Tank,6,12/09/18,7.18,10.3
Juvenile,Tank,6,12/10/18,7.27,10.4
Juvenile,Tank,6,12/11/18,7.17,10.2
Juvenile,Tank,6,12/12/18,7.1,10.2
Juvenile,Tank,6,12/13/18,7.24,10.7
Juvenile,Tank,6,12/14/18,7.2,10.6
Juvenile,Tank,6,12/15/18,7.2,10.3
Juvenile,Tank,6,12/16/18,7.2,10.5
Juvenile,Tank,6,12/17/18,7.21,10.4
Juvenile,Tank,6,12/18/18,7.2,10.5
Juvenile,Tank,6,12/19/18,7.21,10.3
Juvenile,Tank,6,12/20/18,7.21,10.4
Juvenile,Tank,6,12/21/18,7.2,10.2
Juvenile,Tank,6,12/22/18,7.21,10.3
Juvenile,Tank,6,12/23/18,7.19,10.3
Juvenile,Tank,6,12/24/18,7.19,10.1
Juvenile,Tank,6,12/26/18,7.22,10
Juvenile,Tank,6,12/28/18,7.2,9.7
Juvenile,Tank,6,12/29/18,7.16,9.8
Juvenile,Tank,6,12/30/18,7.18,9.4
Juvenile,Tank,6,12/31/18,7.14,9.2
Juvenile,Tank,6,01/02/19,7.2,9.4
Juvenile,Tank,6,01/03/19,7.2,9.3
Juvenile,Tank,6,01/04/19,7.14,9.4
Juvenile,Tank,6,01/05/19,7.17,9.3
Juvenile,Tank,6,01/06/19,7.15,9.4
Juvenile,Tank,6,01/07/19,7.21,9.1
Juvenile,Tank,6,01/08/19,7.2,9.2
Juvenile,Tank,6,01/09/19,7.22,9.5
Juvenile,Tank,6,01/10/19,7.22,9.6
Juvenile,Tank,6,01/11/19,7.18,9.3
Juvenile,Tank,6,01/12/19,7.19,9.3
Juvenile,Tank,6,01/13/19,7.16,9.2
Juvenile,Tank,6,01/14/19,7.21,9.2
Juvenile,Tank,6,01/15/19,7.13,8.9
Juvenile,Tank,6,01/16/19,7.14,8.9
Juvenile,Tank,6,01/17/19,7.13,9.1
Juvenile,Tank,6,01/18/19,7.14,9.3
Juvenile,Tank,6,01/19/19,7.21,9.2
Juvenile,Tank,6,01/20/19,7.18,9.2
Juvenile,Tank,6,01/21/19,7.16,9.3
Juvenile,Tank,6,01/22/19,7.16,9.3
Juvenile,Tank,6,01/23/19,7.17,9.3
Juvenile,Tank,6,01/24/19,7.17,9.2
Juvenile,Tank,6,01/25/19,7.23,9.3
Juvenile,Tank,6,01/26/19,7.21,9.2
Juvenile,Tank,6,01/27/19,7.1,9
Juvenile,Tank,6,01/28/19,7.13,9
Juvenile,Tank,6,01/29/19,7.12,9.2
Juvenile,Tank,6,01/30/19,7.22,9
Juvenile,Tank,6,01/31/19,7.2,9.3
Juvenile,Tank,6,02/01/19,7.2,9.3
Juvenile,Tank,6,02/03/19,7.24,8.9
Juvenile,Tank,6,02/04/19,7.2,8.7
Juvenile,Tank,6,02/05/19,7.22,8.8
Juvenile,Tank,6,02/06/19,7.22,8.8
Juvenile,Tank,6,02/07/19,7.21,8.5
Juvenile,Tank,6,02/08/19,7.2,8.5
Juvenile,Tank,6,02/11/19,7.19,8.8
Juvenile,Tank,6,02/12/19,7.21,8.6
Juvenile,Tank,6,02/13/19,7.21,8.2
Juvenile,Tank,6,02/14/19,7.21,8.2
Juvenile,Tank,6,02/15/19,7.21,8.8
Juvenile,Tank,6,02/16/19,7.27,8.7
Juvenile,Tank,6,02/17/19,7.21,8.4
Juvenile,Tank,6,02/18/19,7.27,8.7
Juvenile,Tank,6,02/19/19,7.2,8.7
Juvenile,Tank,6,02/20/19,7.25,8.4
Juvenile,Tank,6,02/21/19,7.19,8.7
Juvenile,Tank,6,02/22/19,7.19,8.8
Juvenile,Tank,6,02/23/19,7.75,8.7
Juvenile,Tank,6,02/24/19,7.78,8.5
Juvenile,Tank,6,02/25/19,7.21,8.4
Juvenile,Tank,6,02/26/19,7.21,8.5
Juvenile,Tank,6,02/27/19,7.21,8.5
Juvenile,Tank,6,03/01/19,7.18,8.6
Juvenile,Tank,6,03/02/19,7.22,8.5
Juvenile,Tank,6,03/03/19,7.22,8.5
Juvenile,Tank,6,03/04/19,7.21,8.3
Juvenile,Tank,6,03/05/19,7.19,8.6
Juvenile,Tank,6,03/06/19,7.21,8.4
Juvenile,Tank,6,03/07/19,7.18,8.6
Juvenile,Tank,6,03/08/19,7.23,8.3
Juvenile,Tank,6,03/09/19,7.14,8
Juvenile,Tank,6,03/10/19,7.12,8
Juvenile,Tank,6,03/12/19,7.18,8.2
Juvenile,Tank,6,03/13/19,7.22,8.1
Juvenile,Tank,6,03/14/19,7.19,8.7
Juvenile,Tank,6,03/15/19,7.24,8.4
Juvenile,Tank,6,03/16/19,7.21,8.4
Juvenile,Tank,6,03/17/19,7.2,8.7
Juvenile,Tank,6,03/18/19,7.21,8.7
Juvenile,Tank,6,03/19/19,7.2,8.9
Juvenile,Tank,6,03/20/19,7.2,8.6
Juvenile,Tank,6,03/22/19,7.2,8.5
Juvenile,Tank,6,03/23/19,7.15,8.6
Juvenile,Tank,6,03/24/19,7.17,8.8
Juvenile,Tank,6,03/25/19,7.17,9
Juvenile,Tank,6,03/26/19,7.14,8.5
Juvenile,Tank,6,03/27/19,7.17,8.5
Juvenile,Tank,6,03/28/19,7.14,8.6
Juvenile,Tank,6,03/29/19,7.18,8.7
Juvenile,Tank,6,03/30/19,7.2,8.7
Juvenile,Tank,6,03/31/19,7.25,8.8
Juvenile,Tank,6,04/01/19,7.2,8.7
Juvenile,Tank,6,04/02/19,7.19,8.6
Juvenile,Tank,6,04/03/19,7.17,8.8
Juvenile,Tank,6,04/04/19,7.24,9.1
Juvenile,Tank,6,04/05/19,7.23,9.4
Juvenile,Tank,6,04/06/19,7.29,9.3
Juvenile,Tank,6,04/07/19,7.18,9.3
Juvenile,Tank,6,04/08/19,7.25,8.9
Juvenile,Tank,6,04/10/19,7.19,8.8
Juvenile,Tank,6,04/11/19,7.19,8.9
Juvenile,Tank,6,04/12/19,7.26,9.1
Juvenile,Tank,6,04/13/19,7.13,8.9
Juvenile,Tank,6,04/17/19,7.17,9.4
Juvenile,Tank,6,04/18/19,7.22,9.6
Juvenile,Tank,6,04/19/19,7.12,9.5
Juvenile,Tank,6,04/20/19,7.1,9.2
Juvenile,Tank,6,04/21/19,7.17,9.2
Juvenile,Tank,6,04/22/19,6.96,9.3
Juvenile,Tank,6,04/23/19,7.05,9.6
Juvenile,Tank,6,04/24/19,7.1,9.3
Juvenile,Tank,6,04/25/19,7.15,9.2
Juvenile,Tank,6,04/26/19,7.29,9.7
Juvenile,Tank,6,04/27/19,7.15,9.5
Juvenile,Tank,6,04/28/19,7.24,9.7
Juvenile,Tank,6,04/29/19,7.18,9.4
Juvenile,Tank,6,04/30/19,7.14,9.5
Juvenile,Tank,6,05/01/19,7.14,9.3
Juvenile,Tank,6,05/02/19,7.18,9.6
Juvenile,Tank,6,05/03/19,7.22,9.5
Juvenile,Tank,6,05/04/19,7.22,10.2
Juvenile,Tank,6,05/05/19,7.2,10
Juvenile,Tank,6,05/06/19,7.2,10.7
Juvenile,Tank,6,05/07/19,7.17,10.1
Juvenile,Tank,6,05/08/19,7.11,10.8
Juvenile,Tank,6,05/09/19,7.15,10
Juvenile,Tank,6,05/10/19,7.18,10.4
Juvenile,Tank,6,05/11/19,7.16,10.3
Juvenile,Tank,6,05/12/19,7.1,10
Juvenile,Tank,6,05/13/19,7.08,10.2
Juvenile,Tank,6,05/15/19,7.07,10.5
Juvenile,Tank,6,05/16/19,7.16,10.5
Juvenile,Tank,6,05/17/19,7.17,10.4
Juvenile,Tank,6,05/18/19,7.15,10.4
Juvenile,Tank,6,05/19/19,7.15,10.3
Juvenile,Tank,6,05/20/19,7.18,10.1
Juvenile,Tank,6,05/21/19,7.17,10.1
Juvenile,Tank,6,05/22/19,7.2,10.3
Juvenile,Tank,6,05/23/19,7.19,11.3
Juvenile,Tank,6,05/24/19,7.21,10.5
Juvenile,Tank,6,05/25/19,7.23,10.5
Juvenile,Tank,6,05/26/19,7.24,10.5
Juvenile,Tank,6,05/27/19,7.18,10.5
Juvenile,Tank,6,05/28/19,7.19,10.6
Juvenile,Tank,6,05/29/19,7.28,11
Juvenile,Tank,6,05/30/19,7.2,11
Juvenile,Tank,6,05/31/19,7.27,10.7
Juvenile,Tank,6,06/01/19,7.22,10.7
Juvenile,Tank,6,06/02/19,7.24,10.7
Juvenile,Tank,6,06/03/19,7.22,10.7
Juvenile,Tank,6,06/04/19,7.3,10.7
Juvenile,Tank,6,06/05/19,7.26,10.6
Juvenile,Tank,6,06/06/19,7.27,10.9
Juvenile,Tank,6,06/07/19,7.19,10.9
Juvenile,Tank,6,06/08/19,7.2,11
Juvenile,Tank,6,06/09/19,7.2,11.4
Juvenile,Tank,6,06/10/19,7.16,11
Juvenile,Tank,6,06/11/19,7.22,11.3
Juvenile,Tank,6,06/12/19,7.08,11.6
Juvenile,Tank,6,06/13/19,7.15,11.4
Juvenile,Tank,6,06/14/19,7.15,11.3
Juvenile,Tank,6,06/16/19,7.17,11.7
Juvenile,Tank,6,06/17/19,7.16,11.6
Juvenile,Tank,6,06/18/19,7.22,11.3
Juvenile,Tank,6,06/19/19,7.12,11.7
Juvenile,Tank,6,06/20/19,7.12,11.7
Juvenile,Tank,6,06/21/19,7.23,11.4
Juvenile,Tank,6,06/22/19,7.22,11.8
Juvenile,Tank,6,06/23/19,7.21,11.6
Juvenile,Tank,6,06/24/19,7.21,11.5
Juvenile,Tank,6,06/25/19,7.14,11.8
Juvenile,Tank,6,07/01/19,7.2,12
Juvenile,Tank,6,07/02/19,7.19,11.5
Juvenile,Tank,6,07/03/19,7.18,11.6
Juvenile,Tank,6,07/06/19,7.22,12
Juvenile,Tank,6,07/07/19,7.19,12.2
Juvenile,Tank,6,07/08/19,7.19,11.9
Juvenile,Tank,6,07/09/19,7.21,12
Juvenile,Tank,6,07/10/19,7.19,12.5
Juvenile,Tank,6,07/11/19,7.18,12.2
