experiment,unit,unit_number,date,pH,temp
Juvenile,Tank,1,8/28/18,7.23,12.4
Juvenile,Tank,1,8/29/18,7.71,12.5
Juvenile,Tank,1,8/30/18,7.71,12.5
Juvenile,Tank,1,8/31/18,7.75,12.6
Juvenile,Tank,1,9/4/18,7.74,12.6
Juvenile,Tank,1,9/5/18,7.73,12.7
Juvenile,Tank,1,9/6/18,7.73,12.7
Juvenile,Tank,1,9/7/18,7.74,12.8
Juvenile,Tank,1,9/10/18,0.94,62.9
Juvenile,Tank,1,9/11/18,0.78,27.5
Juvenile,Tank,1,9/12/18,7.81,13.5
Juvenile,Tank,1,9/13/18,7.77,13.3
Juvenile,Tank,1,9/14/18,7.73,12.9
Juvenile,Tank,1,9/15/18,7.72,12.6
Juvenile,Tank,1,9/18/18,7.65,12.3
Juvenile,Tank,1,9/19/18,7.65,12.2
Juvenile,Tank,1,9/20/18,7.66,12.4
Juvenile,Tank,1,9/21/18,7.69,12.6
Juvenile,Tank,1,9/23/18,7.73,12.9
Juvenile,Tank,1,9/24/18,7.7,12.6
Juvenile,Tank,1,9/25/18,7.63,12.5
Juvenile,Tank,1,9/26/18,7.67,12.3
Juvenile,Tank,1,9/27/18,7.67,12.5
Juvenile,Tank,1,9/29/18,7.67,12.5
Juvenile,Tank,1,10/1/18,7.69,12.7
Juvenile,Tank,1,10/2/18,7.7,12.8
Juvenile,Tank,1,10/3/18,7.73,12.8
Juvenile,Tank,1,10/4/18,7.69,12.5
Juvenile,Tank,1,10/5/18,7.67,12.2
Juvenile,Tank,1,10/6/18,7.67,12.3
Juvenile,Tank,1,10/8/18,7.66,12.3
Juvenile,Tank,1,10/9/18,7.68,12.3
Juvenile,Tank,1,10/10/18,7.76,12.3
Juvenile,Tank,1,10/11/18,7.78,12.3
Juvenile,Tank,1,10/12/18,7.76,12.3
Juvenile,Tank,1,10/13/18,7.77,12.2
Juvenile,Tank,1,10/15/18,7.78,12
Juvenile,Tank,1,10/16/18,7.79,12.1
Juvenile,Tank,1,10/17/18,7.79,12.1
Juvenile,Tank,1,10/18/18,7.77,12.1
Juvenile,Tank,1,10/21/18,7.79,12.2
Juvenile,Tank,1,10/22/18,7.79,12.3
Juvenile,Tank,1,10/23/18,7.78,12
Juvenile,Tank,1,10/24/18,7.78,12.4
Juvenile,Tank,1,10/25/18,7.79,12.3
Juvenile,Tank,1,10/26/18,7.81,12.3
Juvenile,Tank,1,10/27/18,7.82,12.3
Juvenile,Tank,1,10/28/18,7.8,12.2
Juvenile,Tank,1,10/29/18,7.8,12.1
Juvenile,Tank,1,10/30/18,7.6,12.1
Juvenile,Tank,1,10/31/18,7.6,12
Juvenile,Tank,1,11/1/18,7.77,12.2
Juvenile,Tank,1,11/2/18,7.82,12.3
Juvenile,Tank,1,11/3/18,7.77,12.2
Juvenile,Tank,1,11/4/18,7.76,12
Juvenile,Tank,1,11/5/18,7.75,11.9
Juvenile,Tank,1,11/6/18,7.72,11.8
Juvenile,Tank,1,11/7/18,7.77,11.6
Juvenile,Tank,1,11/9/18,7.81,11.6
Juvenile,Tank,1,11/11/18,7.79,11.4
Juvenile,Tank,1,11/12/18,7.78,11.2
Juvenile,Tank,1,11/14/18,7.78,11.7
Juvenile,Tank,1,11/15/18,7.81,11.3
Juvenile,Tank,1,11/16/18,7.81,11.3
Juvenile,Tank,1,11/17/18,7.78,11.1
Juvenile,Tank,1,11/18/18,7.78,11
Juvenile,Tank,1,11/20/18,7.78,11.1
Juvenile,Tank,1,11/21/18,7.79,11.3
Juvenile,Tank,1,11/22/18,7.8,11.3
Juvenile,Tank,1,11/23/18,7.78,11.2
