"","temp","ObservationDate","location","sensortype"
"121",NA,2019-04-28,"salmonShed","wallUDA_salmonShed"
"122",NA,2019-04-29,"salmonShed","wallUDA_salmonShed"
"123",NA,2019-04-30,"salmonShed","wallUDA_salmonShed"
"124",NA,2019-05-01,"salmonShed","wallUDA_salmonShed"
"125",NA,2019-05-02,"salmonShed","wallUDA_salmonShed"
"126",NA,2019-05-03,"salmonShed","wallUDA_salmonShed"
"127",NA,2019-05-04,"salmonShed","wallUDA_salmonShed"
"128",NA,2019-05-05,"salmonShed","wallUDA_salmonShed"
"129",NA,2019-05-06,"salmonShed","wallUDA_salmonShed"
"130",NA,2019-05-07,"salmonShed","wallUDA_salmonShed"
"131",NA,2019-05-08,"salmonShed","wallUDA_salmonShed"
"132",NA,2019-05-09,"salmonShed","wallUDA_salmonShed"
"133",NA,2019-05-10,"salmonShed","wallUDA_salmonShed"
"134",NA,2019-05-11,"salmonShed","wallUDA_salmonShed"
"135",NA,2019-05-12,"salmonShed","wallUDA_salmonShed"
"136",NA,2019-05-13,"salmonShed","wallUDA_salmonShed"
"137",NA,2019-05-15,"salmonShed","wallUDA_salmonShed"
"138",NA,2019-05-16,"salmonShed","wallUDA_salmonShed"
"139",NA,2019-05-17,"salmonShed","wallUDA_salmonShed"
"140",NA,2019-05-18,"salmonShed","wallUDA_salmonShed"
"141",NA,2019-05-19,"salmonShed","wallUDA_salmonShed"
"142",NA,2019-05-20,"salmonShed","wallUDA_salmonShed"
"143",NA,2019-05-21,"salmonShed","wallUDA_salmonShed"
"144",NA,2019-05-22,"salmonShed","wallUDA_salmonShed"
"145",NA,2019-05-23,"salmonShed","wallUDA_salmonShed"
"146",NA,2019-05-24,"salmonShed","wallUDA_salmonShed"
"147",NA,2019-05-25,"salmonShed","wallUDA_salmonShed"
"148",NA,2019-05-26,"salmonShed","wallUDA_salmonShed"
"149",NA,2019-05-27,"salmonShed","wallUDA_salmonShed"
"150",NA,2019-05-28,"salmonShed","wallUDA_salmonShed"
"151",NA,2019-05-29,"salmonShed","wallUDA_salmonShed"
"152",NA,2019-05-30,"salmonShed","wallUDA_salmonShed"
"153",NA,2019-05-31,"salmonShed","wallUDA_salmonShed"
"154",NA,2019-06-01,"salmonShed","wallUDA_salmonShed"
"155",NA,2019-06-02,"salmonShed","wallUDA_salmonShed"
"156",NA,2019-06-03,"salmonShed","wallUDA_salmonShed"
"157",NA,2019-06-04,"salmonShed","wallUDA_salmonShed"
"158",NA,2019-06-05,"salmonShed","wallUDA_salmonShed"
"159",NA,2019-06-06,"salmonShed","wallUDA_salmonShed"
"160",NA,2019-06-07,"salmonShed","wallUDA_salmonShed"
"161",NA,2019-06-08,"salmonShed","wallUDA_salmonShed"
"162",NA,2019-06-09,"salmonShed","wallUDA_salmonShed"
"163",NA,2019-06-10,"salmonShed","wallUDA_salmonShed"
"164",NA,2019-06-11,"salmonShed","wallUDA_salmonShed"
"165",NA,2019-06-12,"salmonShed","wallUDA_salmonShed"
"166",NA,2019-06-13,"salmonShed","wallUDA_salmonShed"
"167",NA,2019-06-14,"salmonShed","wallUDA_salmonShed"
"168",NA,2019-06-16,"salmonShed","wallUDA_salmonShed"
"169",NA,2019-06-17,"salmonShed","wallUDA_salmonShed"
"170",NA,2019-06-18,"salmonShed","wallUDA_salmonShed"
"171",NA,2019-06-19,"salmonShed","wallUDA_salmonShed"
"172",NA,2019-06-20,"salmonShed","wallUDA_salmonShed"
"173",NA,2019-06-21,"salmonShed","wallUDA_salmonShed"
"174",NA,2019-06-22,"salmonShed","wallUDA_salmonShed"
"175",NA,2019-06-23,"salmonShed","wallUDA_salmonShed"
"176",NA,2019-06-24,"salmonShed","wallUDA_salmonShed"
"177",NA,2019-06-25,"salmonShed","wallUDA_salmonShed"
"178",NA,2019-07-01,"salmonShed","wallUDA_salmonShed"
"179",NA,2019-07-02,"salmonShed","wallUDA_salmonShed"
"180",NA,2019-07-03,"salmonShed","wallUDA_salmonShed"
"181",NA,2019-07-06,"salmonShed","wallUDA_salmonShed"
"182",NA,2019-07-07,"salmonShed","wallUDA_salmonShed"
"183",NA,2019-07-08,"salmonShed","wallUDA_salmonShed"
"184",NA,2019-07-09,"salmonShed","wallUDA_salmonShed"
"185",NA,2019-07-10,"salmonShed","wallUDA_salmonShed"
"186",NA,2019-07-11,"salmonShed","wallUDA_salmonShed"
"187",0,2018-11-25,"salmonShed","wallUDA_salmonShed"
"188",0,2018-11-26,"salmonShed","wallUDA_salmonShed"
"189",0,2018-11-28,"salmonShed","wallUDA_salmonShed"
"190",0,2018-11-30,"salmonShed","wallUDA_salmonShed"
"191",0,2018-12-01,"salmonShed","wallUDA_salmonShed"
"192",0,2018-12-02,"salmonShed","wallUDA_salmonShed"
"193",0,2018-12-03,"salmonShed","wallUDA_salmonShed"
"194",0,2018-12-04,"salmonShed","wallUDA_salmonShed"
"195",0,2018-12-05,"salmonShed","wallUDA_salmonShed"
"196",0,2018-12-09,"salmonShed","wallUDA_salmonShed"
"197",10,2018-09-11,"salmonShed","wallUDA_salmonShed"
"198",10,2018-12-26,"salmonShed","wallUDA_salmonShed"
"199",10,2019-05-04,"salmonShed","wallUDA_salmonShed"
"200",10,2019-05-05,"salmonShed","wallUDA_salmonShed"
"201",10,2019-05-05,"salmonShed","wallUDA_salmonShed"
"202",10,2019-05-07,"salmonShed","wallUDA_salmonShed"
"203",10,2019-05-07,"salmonShed","wallUDA_salmonShed"
"204",10,2019-05-09,"salmonShed","wallUDA_salmonShed"
"205",10,2019-05-12,"salmonShed","wallUDA_salmonShed"
"206",10,2019-05-12,"salmonShed","wallUDA_salmonShed"
"207",10,2019-05-12,"salmonShed","wallUDA_salmonShed"
"208",10,2019-05-12,"salmonShed","wallUDA_salmonShed"
"209",10,2019-05-13,"salmonShed","wallUDA_salmonShed"
"210",10,2019-05-20,"salmonShed","wallUDA_salmonShed"
"211",10.1,2018-12-11,"salmonShed","wallUDA_salmonShed"
"212",10.1,2018-12-12,"salmonShed","wallUDA_salmonShed"
"213",10.1,2018-12-21,"salmonShed","wallUDA_salmonShed"
"214",10.1,2018-12-21,"salmonShed","wallUDA_salmonShed"
"215",10.1,2018-12-24,"salmonShed","wallUDA_salmonShed"
"216",10.1,2018-12-26,"salmonShed","wallUDA_salmonShed"
"217",10.1,2018-12-26,"salmonShed","wallUDA_salmonShed"
"218",10.1,2019-05-05,"salmonShed","wallUDA_salmonShed"
"219",10.1,2019-05-07,"salmonShed","wallUDA_salmonShed"
"220",10.1,2019-05-19,"salmonShed","wallUDA_salmonShed"
"221",10.1,2019-05-20,"salmonShed","wallUDA_salmonShed"
"222",10.1,2019-05-21,"salmonShed","wallUDA_salmonShed"
"223",10.1,2019-05-21,"salmonShed","wallUDA_salmonShed"
"224",10.1,2019-05-21,"salmonShed","wallUDA_salmonShed"
"225",10.1,2019-05-22,"salmonShed","wallUDA_salmonShed"
"226",10.2,2018-12-09,"salmonShed","wallUDA_salmonShed"
"227",10.2,2018-12-11,"salmonShed","wallUDA_salmonShed"
"228",10.2,2018-12-11,"salmonShed","wallUDA_salmonShed"
"229",10.2,2018-12-12,"salmonShed","wallUDA_salmonShed"
"230",10.2,2018-12-12,"salmonShed","wallUDA_salmonShed"
"231",10.2,2018-12-12,"salmonShed","wallUDA_salmonShed"
"232",10.2,2018-12-15,"salmonShed","wallUDA_salmonShed"
"233",10.2,2018-12-19,"salmonShed","wallUDA_salmonShed"
"234",10.2,2018-12-21,"salmonShed","wallUDA_salmonShed"
"235",10.2,2018-12-21,"salmonShed","wallUDA_salmonShed"
"236",10.2,2018-12-24,"salmonShed","wallUDA_salmonShed"
"237",10.2,2018-12-24,"salmonShed","wallUDA_salmonShed"
"238",10.2,2019-05-04,"salmonShed","wallUDA_salmonShed"
"239",10.2,2019-05-04,"salmonShed","wallUDA_salmonShed"
"240",10.2,2019-05-04,"salmonShed","wallUDA_salmonShed"
"241",10.2,2019-05-11,"salmonShed","wallUDA_salmonShed"
"242",10.2,2019-05-11,"salmonShed","wallUDA_salmonShed"
"243",10.2,2019-05-13,"salmonShed","wallUDA_salmonShed"
"244",10.2,2019-05-13,"salmonShed","wallUDA_salmonShed"
"245",10.2,2019-05-13,"salmonShed","wallUDA_salmonShed"
"246",10.2,2019-05-16,"salmonShed","wallUDA_salmonShed"
"247",10.2,2019-05-19,"salmonShed","wallUDA_salmonShed"
"248",10.2,2019-05-20,"salmonShed","wallUDA_salmonShed"
"249",10.2,2019-05-21,"salmonShed","wallUDA_salmonShed"
"250",10.2,2019-05-22,"salmonShed","wallUDA_salmonShed"
"251",10.3,2018-12-09,"salmonShed","wallUDA_salmonShed"
"252",10.3,2018-12-09,"salmonShed","wallUDA_salmonShed"
"253",10.3,2018-12-10,"salmonShed","wallUDA_salmonShed"
"254",10.3,2018-12-11,"salmonShed","wallUDA_salmonShed"
"255",10.3,2018-12-15,"salmonShed","wallUDA_salmonShed"
"256",10.3,2018-12-15,"salmonShed","wallUDA_salmonShed"
"257",10.3,2018-12-15,"salmonShed","wallUDA_salmonShed"
"258",10.3,2018-12-19,"salmonShed","wallUDA_salmonShed"
"259",10.3,2018-12-19,"salmonShed","wallUDA_salmonShed"
"260",10.3,2018-12-19,"salmonShed","wallUDA_salmonShed"
"261",10.3,2018-12-20,"salmonShed","wallUDA_salmonShed"
"262",10.3,2018-12-22,"salmonShed","wallUDA_salmonShed"
"263",10.3,2018-12-22,"salmonShed","wallUDA_salmonShed"
"264",10.3,2018-12-23,"salmonShed","wallUDA_salmonShed"
"265",10.3,2019-05-10,"salmonShed","wallUDA_salmonShed"
"266",10.3,2019-05-11,"salmonShed","wallUDA_salmonShed"
"267",10.3,2019-05-17,"salmonShed","wallUDA_salmonShed"
"268",10.3,2019-05-18,"salmonShed","wallUDA_salmonShed"
"269",10.3,2019-05-19,"salmonShed","wallUDA_salmonShed"
"270",10.3,2019-05-22,"salmonShed","wallUDA_salmonShed"
"271",10.3,2019-05-24,"salmonShed","wallUDA_salmonShed"
"272",10.4,2018-12-09,"salmonShed","wallUDA_salmonShed"
"273",10.4,2018-12-10,"salmonShed","wallUDA_salmonShed"
"274",10.4,2018-12-10,"salmonShed","wallUDA_salmonShed"
"275",10.4,2018-12-17,"salmonShed","wallUDA_salmonShed"
"276",10.4,2018-12-17,"salmonShed","wallUDA_salmonShed"
"277",10.4,2018-12-17,"salmonShed","wallUDA_salmonShed"
"278",10.4,2018-12-18,"salmonShed","wallUDA_salmonShed"
"279",10.4,2018-12-20,"salmonShed","wallUDA_salmonShed"
"280",10.4,2018-12-20,"salmonShed","wallUDA_salmonShed"
"281",10.4,2018-12-20,"salmonShed","wallUDA_salmonShed"
"282",10.4,2018-12-23,"salmonShed","wallUDA_salmonShed"
"283",10.4,2018-12-23,"salmonShed","wallUDA_salmonShed"
"284",10.4,2019-05-06,"salmonShed","wallUDA_salmonShed"
"285",10.4,2019-05-08,"salmonShed","wallUDA_salmonShed"
"286",10.4,2019-05-10,"salmonShed","wallUDA_salmonShed"
"287",10.4,2019-05-10,"salmonShed","wallUDA_salmonShed"
"288",10.4,2019-05-10,"salmonShed","wallUDA_salmonShed"
"289",10.4,2019-05-16,"salmonShed","wallUDA_salmonShed"
"290",10.4,2019-05-16,"salmonShed","wallUDA_salmonShed"
"291",10.4,2019-05-17,"salmonShed","wallUDA_salmonShed"
"292",10.4,2019-05-17,"salmonShed","wallUDA_salmonShed"
"293",10.4,2019-05-17,"salmonShed","wallUDA_salmonShed"
"294",10.4,2019-05-18,"salmonShed","wallUDA_salmonShed"
"295",10.4,2019-05-18,"salmonShed","wallUDA_salmonShed"
"296",10.4,2019-05-18,"salmonShed","wallUDA_salmonShed"
"297",10.4,2019-05-19,"salmonShed","wallUDA_salmonShed"
"298",10.4,2019-05-22,"salmonShed","wallUDA_salmonShed"
"299",10.4,2019-05-24,"salmonShed","wallUDA_salmonShed"
"300",10.4,2019-05-25,"salmonShed","wallUDA_salmonShed"
"301",10.4,2019-05-26,"salmonShed","wallUDA_salmonShed"
"302",10.5,2018-12-05,"salmonShed","wallUDA_salmonShed"
"303",10.5,2018-12-06,"salmonShed","wallUDA_salmonShed"
"304",10.5,2018-12-08,"salmonShed","wallUDA_salmonShed"
"305",10.5,2018-12-08,"salmonShed","wallUDA_salmonShed"
"306",10.5,2018-12-08,"salmonShed","wallUDA_salmonShed"
"307",10.5,2018-12-10,"salmonShed","wallUDA_salmonShed"
"308",10.5,2018-12-14,"salmonShed","wallUDA_salmonShed"
"309",10.5,2018-12-16,"salmonShed","wallUDA_salmonShed"
"310",10.5,2018-12-16,"salmonShed","wallUDA_salmonShed"
"311",10.5,2018-12-16,"salmonShed","wallUDA_salmonShed"
"312",10.5,2018-12-17,"salmonShed","wallUDA_salmonShed"
"313",10.5,2018-12-18,"salmonShed","wallUDA_salmonShed"
"314",10.5,2018-12-18,"salmonShed","wallUDA_salmonShed"
"315",10.5,2019-05-08,"salmonShed","wallUDA_salmonShed"
"316",10.5,2019-05-15,"salmonShed","wallUDA_salmonShed"
"317",10.5,2019-05-15,"salmonShed","wallUDA_salmonShed"
"318",10.5,2019-05-16,"salmonShed","wallUDA_salmonShed"
"319",10.5,2019-05-24,"salmonShed","wallUDA_salmonShed"
"320",10.5,2019-05-24,"salmonShed","wallUDA_salmonShed"
"321",10.5,2019-05-25,"salmonShed","wallUDA_salmonShed"
"322",10.5,2019-05-25,"salmonShed","wallUDA_salmonShed"
"323",10.5,2019-05-26,"salmonShed","wallUDA_salmonShed"
"324",10.5,2019-05-26,"salmonShed","wallUDA_salmonShed"
"325",10.5,2019-05-27,"salmonShed","wallUDA_salmonShed"
"326",10.5,2019-05-27,"salmonShed","wallUDA_salmonShed"
"327",10.5,2019-05-27,"salmonShed","wallUDA_salmonShed"
"328",10.5,2019-05-31,"salmonShed","wallUDA_salmonShed"
"329",10.5,2019-06-05,"salmonShed","wallUDA_salmonShed"
"330",10.6,2018-12-05,"salmonShed","wallUDA_salmonShed"
"331",10.6,2018-12-05,"salmonShed","wallUDA_salmonShed"
"332",10.6,2018-12-05,"salmonShed","wallUDA_salmonShed"
"333",10.6,2018-12-06,"salmonShed","wallUDA_salmonShed"
"334",10.6,2018-12-08,"salmonShed","wallUDA_salmonShed"
"335",10.6,2018-12-13,"salmonShed","wallUDA_salmonShed"
"336",10.6,2018-12-14,"salmonShed","wallUDA_salmonShed"
"337",10.6,2018-12-14,"salmonShed","wallUDA_salmonShed"
"338",10.6,2018-12-14,"salmonShed","wallUDA_salmonShed"
"339",10.6,2018-12-16,"salmonShed","wallUDA_salmonShed"
"340",10.6,2018-12-18,"salmonShed","wallUDA_salmonShed"
"341",10.6,2019-05-06,"salmonShed","wallUDA_salmonShed"
"342",10.6,2019-05-28,"salmonShed","wallUDA_salmonShed"
"343",10.6,2019-05-28,"salmonShed","wallUDA_salmonShed"
"344",10.6,2019-05-28,"salmonShed","wallUDA_salmonShed"
"345",10.6,2019-05-31,"salmonShed","wallUDA_salmonShed"
"346",10.6,2019-06-05,"salmonShed","wallUDA_salmonShed"
"347",10.7,2018-12-04,"salmonShed","wallUDA_salmonShed"
"348",10.7,2018-12-04,"salmonShed","wallUDA_salmonShed"
"349",10.7,2018-12-06,"salmonShed","wallUDA_salmonShed"
"350",10.7,2018-12-06,"salmonShed","wallUDA_salmonShed"
"351",10.7,2018-12-13,"salmonShed","wallUDA_salmonShed"
"352",10.7,2018-12-13,"salmonShed","wallUDA_salmonShed"
"353",10.7,2018-12-13,"salmonShed","wallUDA_salmonShed"
"354",10.7,2019-05-06,"salmonShed","wallUDA_salmonShed"
"355",10.7,2019-05-15,"salmonShed","wallUDA_salmonShed"
"356",10.7,2019-05-15,"salmonShed","wallUDA_salmonShed"
"357",10.7,2019-05-31,"salmonShed","wallUDA_salmonShed"
"358",10.7,2019-05-31,"salmonShed","wallUDA_salmonShed"
"359",10.7,2019-06-01,"salmonShed","wallUDA_salmonShed"
"360",10.7,2019-06-01,"salmonShed","wallUDA_salmonShed"
"361",10.7,2019-06-01,"salmonShed","wallUDA_salmonShed"
"362",10.7,2019-06-02,"salmonShed","wallUDA_salmonShed"
"363",10.7,2019-06-02,"salmonShed","wallUDA_salmonShed"
"364",10.7,2019-06-02,"salmonShed","wallUDA_salmonShed"
"365",10.7,2019-06-03,"salmonShed","wallUDA_salmonShed"
"366",10.7,2019-06-03,"salmonShed","wallUDA_salmonShed"
"367",10.7,2019-06-04,"salmonShed","wallUDA_salmonShed"
"368",10.7,2019-06-04,"salmonShed","wallUDA_salmonShed"
"369",10.7,2019-06-04,"salmonShed","wallUDA_salmonShed"
"370",10.7,2019-06-05,"salmonShed","wallUDA_salmonShed"
"371",10.7,2019-06-05,"salmonShed","wallUDA_salmonShed"
"372",10.8,2018-12-03,"salmonShed","wallUDA_salmonShed"
"373",10.8,2019-05-08,"salmonShed","wallUDA_salmonShed"
"374",10.8,2019-05-23,"salmonShed","wallUDA_salmonShed"
"375",10.8,2019-06-01,"salmonShed","wallUDA_salmonShed"
"376",10.8,2019-06-02,"salmonShed","wallUDA_salmonShed"
"377",10.8,2019-06-03,"salmonShed","wallUDA_salmonShed"
"378",10.8,2019-06-04,"salmonShed","wallUDA_salmonShed"
"379",10.8,2019-06-06,"salmonShed","wallUDA_salmonShed"
"380",10.8,2019-06-07,"salmonShed","wallUDA_salmonShed"
"381",10.8,2019-06-08,"salmonShed","wallUDA_salmonShed"
"382",10.9,2018-12-03,"salmonShed","wallUDA_salmonShed"
"383",10.9,2018-12-03,"salmonShed","wallUDA_salmonShed"
"384",10.9,2018-12-03,"salmonShed","wallUDA_salmonShed"
"385",10.9,2018-12-04,"salmonShed","wallUDA_salmonShed"
"386",10.9,2018-12-04,"salmonShed","wallUDA_salmonShed"
"387",10.9,2019-05-05,"salmonShed","wallUDA_salmonShed"
"388",10.9,2019-06-06,"salmonShed","wallUDA_salmonShed"
"389",10.9,2019-06-06,"salmonShed","wallUDA_salmonShed"
"390",10.9,2019-06-06,"salmonShed","wallUDA_salmonShed"
"391",10.9,2019-06-07,"salmonShed","wallUDA_salmonShed"
"392",10.9,2019-06-07,"salmonShed","wallUDA_salmonShed"
"393",10.9,2019-06-07,"salmonShed","wallUDA_salmonShed"
"394",10.9,2019-06-08,"salmonShed","wallUDA_salmonShed"
"395",106.8,2018-11-18,"salmonShed","wallUDA_salmonShed"
"396",107.9,2018-11-15,"salmonShed","wallUDA_salmonShed"
"397",109,2018-11-09,"salmonShed","wallUDA_salmonShed"
"398",11,2018-11-18,"salmonShed","wallUDA_salmonShed"
"399",11,2019-05-29,"salmonShed","wallUDA_salmonShed"
"400",11,2019-05-29,"salmonShed","wallUDA_salmonShed"
"401",11,2019-05-29,"salmonShed","wallUDA_salmonShed"
"402",11,2019-05-30,"salmonShed","wallUDA_salmonShed"
"403",11,2019-05-30,"salmonShed","wallUDA_salmonShed"
"404",11,2019-05-30,"salmonShed","wallUDA_salmonShed"
"405",11,2019-06-08,"salmonShed","wallUDA_salmonShed"
"406",11,2019-06-08,"salmonShed","wallUDA_salmonShed"
"407",11,2019-06-10,"salmonShed","wallUDA_salmonShed"
"408",11,2019-06-10,"salmonShed","wallUDA_salmonShed"
"409",11,2019-06-10,"salmonShed","wallUDA_salmonShed"
"410",11,2019-06-12,"salmonShed","wallUDA_salmonShed"
"411",11.06,2019-06-17,"salmonShed","wallUDA_salmonShed"
"412",11.1,2018-11-17,"salmonShed","wallUDA_salmonShed"
"413",11.1,2018-11-18,"salmonShed","wallUDA_salmonShed"
"414",11.1,2018-11-18,"salmonShed","wallUDA_salmonShed"
"415",11.1,2018-11-18,"salmonShed","wallUDA_salmonShed"
"416",11.1,2018-11-20,"salmonShed","wallUDA_salmonShed"
"417",11.1,2018-12-01,"salmonShed","wallUDA_salmonShed"
"418",11.1,2018-12-02,"salmonShed","wallUDA_salmonShed"
