,salinity,ObservationDate,treatment,location,sensortype
797,30.79,10/24/18,ambient,salmonShed,OrionStarA112
798,30.79,10/24/18,ambient,salmonShed,OrionStarA112
799,30.79,10/24/18,ambient,salmonShed,OrionStarA112
800,30.79,10/24/18,ambient,salmonShed,OrionStarA112
801,30.79,10/24/18,ambient,salmonShed,OrionStarA112
802,30.79,10/24/18,ambient,salmonShed,OrionStarA112
803,30.79,10/24/18,highCO2,salmonShed,OrionStarA112
804,30.79,10/24/18,highCO2,salmonShed,OrionStarA112
805,30.79,10/24/18,highCO2,salmonShed,OrionStarA112
806,30.79,10/24/18,highCO2,salmonShed,OrionStarA112
807,30.79,10/24/18,highCO2,salmonShed,OrionStarA112
808,30.79,10/24/18,highCO2,salmonShed,OrionStarA112
809,30.79,11/21/18,ambient,salmonShed,OrionStarA112
810,30.79,11/21/18,ambient,salmonShed,OrionStarA112
811,30.79,11/21/18,ambient,salmonShed,OrionStarA112
812,30.79,11/21/18,ambient,salmonShed,OrionStarA112
813,30.79,11/21/18,ambient,salmonShed,OrionStarA112
814,30.79,11/21/18,ambient,salmonShed,OrionStarA112
815,30.79,11/21/18,highCO2,salmonShed,OrionStarA112
816,30.79,11/21/18,highCO2,salmonShed,OrionStarA112
817,30.79,11/21/18,highCO2,salmonShed,OrionStarA112
818,30.79,11/21/18,highCO2,salmonShed,OrionStarA112
819,30.79,11/21/18,highCO2,salmonShed,OrionStarA112
820,30.79,11/21/18,highCO2,salmonShed,OrionStarA112
821,30.85,11/29/18,ambient,salmonShed,ATI.Q46CT.toroidal
