"","pH","ObservationDate","treatment","location","sensortype"
"50",7.062452678,2018-11-14,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"51",7.066328252,2018-09-19,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"52",7.06723867,2018-11-14,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"53",7.067471688,2019-03-27,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"54",7.068692064,2019-03-08,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"55",7.069360829,2018-12-20,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"56",7.07,2019-03-14,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"57",7.07,2019-03-14,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"58",7.07,2019-05-15,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"59",7.072922036,2019-05-01,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"60",7.076730155,2019-05-22,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"61",7.08,2019-03-04,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"62",7.08,2019-05-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"63",7.08,2019-05-25,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"64",7.08,2019-06-12,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"65",7.08,2019-06-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"66",7.08,2019-06-20,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"67",7.08,2019-07-11,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"68",7.081221591,2018-12-20,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"69",7.08274088,2019-02-06,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"70",7.083074628,2019-07-03,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"71",7.083106801,2019-03-27,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"72",7.084528739,2018-11-28,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"73",7.085476443,2019-04-23,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"74",7.086090636,2019-04-10,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"75",7.09,2019-02-25,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"76",7.09,2019-03-02,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"77",7.09,2019-04-29,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"78",7.09,2019-05-04,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"79",7.09,2019-06-01,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"80",7.09,2019-06-05,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"81",7.09,2019-06-17,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"82",7.09,2019-07-03,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"83",7.092290055,2019-03-20,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"84",7.092613176,2019-06-13,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"85",7.093595127,2019-06-13,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"86",7.093728302,2018-10-24,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"87",7.098936244,2018-11-07,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"88",7.1,2018-12-12,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"89",7.1,2019-01-27,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"90",7.1,2019-03-07,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"91",7.1,2019-04-18,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"92",7.1,2019-04-20,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"93",7.1,2019-04-20,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"94",7.1,2019-04-24,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"95",7.1,2019-05-06,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"96",7.1,2019-05-08,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"97",7.1,2019-05-12,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"98",7.1,2019-05-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"99",7.100366135,2019-04-19,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"100",7.103526198,2019-04-02,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"101",7.106314428,2019-04-23,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"102",7.11,2019-02-16,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"103",7.11,2019-03-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"104",7.11,2019-05-06,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"105",7.11,2019-05-08,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"106",7.11,2019-05-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"107",7.11,2019-05-27,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"108",7.110166242,2019-02-12,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"109",7.110868005,2019-03-20,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"110",7.11173259,2019-02-21,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"111",7.11173259,2019-02-27,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"112",7.112510499,2019-05-08,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"113",7.115048432,2019-06-21,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"114",7.116981214,2018-10-24,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"115",7.118029112,2019-05-08,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"116",7.12,2019-01-29,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"117",7.12,2019-02-20,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"118",7.12,2019-02-20,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"119",7.12,2019-02-21,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"120",7.12,2019-03-01,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"121",7.12,2019-03-10,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"122",7.12,2019-03-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"123",7.12,2019-04-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"124",7.12,2019-04-20,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"125",7.12,2019-05-05,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"126",7.12,2019-06-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"127",7.12,2019-06-20,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"128",7.120097931,2019-04-23,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"129",7.120974272,2019-06-13,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"130",7.1225614,2018-12-20,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"131",7.122779842,2019-04-23,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"132",7.12336961,2019-04-10,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"133",7.123969289,2018-10-24,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"134",7.125798897,2019-04-10,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"135",7.126441865,2018-11-28,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"136",7.126862468,2019-05-22,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"137",7.127452174,2019-05-29,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"138",7.13,2018-10-05,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"139",7.13,2018-12-04,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"140",7.13,2019-01-15,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"141",7.13,2019-01-17,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"142",7.13,2019-01-28,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"143",7.13,2019-02-22,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"144",7.13,2019-04-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"145",7.13,2019-04-18,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"146",7.13,2019-04-25,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"147",7.13,2019-05-07,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"148",7.13,2019-07-01,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"149",7.130927099,2019-04-10,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"150",7.131854956,2019-06-13,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"151",7.134362334,2019-05-29,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"152",7.135085062,2019-04-19,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"153",7.136665934,2018-12-12,"ambient_juvenileDGN","salmonShed","OceanOptics1.6.7"
"154",7.137796211,2019-05-01,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"155",7.14,2018-11-26,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"156",7.14,2018-12-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"157",7.14,2018-12-23,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"158",7.14,2018-12-31,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"159",7.14,2019-01-04,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"160",7.14,2019-01-11,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"161",7.14,2019-01-16,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"162",7.14,2019-01-18,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"163",7.14,2019-01-18,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"164",7.14,2019-01-28,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"165",7.14,2019-01-29,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"166",7.14,2019-03-04,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"167",7.14,2019-03-09,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"168",7.14,2019-03-12,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"169",7.14,2019-03-26,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"170",7.14,2019-03-28,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"171",7.14,2019-03-28,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"172",7.14,2019-04-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"173",7.14,2019-04-22,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"174",7.14,2019-04-30,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"175",7.14,2019-05-01,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"176",7.14,2019-05-01,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"177",7.14,2019-05-03,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"178",7.14,2019-05-07,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"179",7.14,2019-05-08,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"180",7.14,2019-06-25,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"181",7.141769978,2019-06-13,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"182",7.142888011,2018-10-09,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"183",7.144154778,2019-03-08,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"184",7.145740278,2019-04-10,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"185",7.14790961,2019-05-08,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"186",7.149449453,2019-03-08,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"187",7.14966557,2019-04-19,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"188",7.15,2018-10-02,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"189",7.15,2018-10-04,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"190",7.15,2018-11-23,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"191",7.15,2018-12-01,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"192",7.15,2018-12-01,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"193",7.15,2018-12-03,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"194",7.15,2018-12-26,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"195",7.15,2019-01-06,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"196",7.15,2019-01-12,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"197",7.15,2019-01-21,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"198",7.15,2019-03-08,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"199",7.15,2019-03-17,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"200",7.15,2019-03-23,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"201",7.15,2019-03-28,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"202",7.15,2019-04-25,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"203",7.15,2019-04-27,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"204",7.15,2019-05-09,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"205",7.15,2019-05-16,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"206",7.15,2019-05-18,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"207",7.15,2019-05-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"208",7.15,2019-05-24,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"209",7.15,2019-06-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"210",7.15,2019-06-14,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"211",7.15016548,2018-10-09,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"212",7.150342235,2019-02-27,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"213",7.150596626,2018-12-04,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"214",7.150775093,2018-12-20,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"215",7.152841085,2018-11-07,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"216",7.153377484,2019-04-19,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"217",7.153718334,2019-05-01,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"218",7.153757563,2018-12-12,"ambient_juvenileDGN","salmonShed","OceanOptics1.6.7"
"219",7.15381444,2019-05-08,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"220",7.155637725,2018-11-14,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"221",7.15813893,2019-06-21,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"222",7.15813893,2019-06-21,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"223",7.159309424,2018-10-02,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"224",7.16,2018-10-08,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"225",7.16,2018-10-22,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"226",7.16,2018-11-07,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"227",7.16,2018-11-24,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"228",7.16,2018-12-05,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"229",7.16,2018-12-10,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"230",7.16,2018-12-11,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"231",7.16,2018-12-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"232",7.16,2018-12-29,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"233",7.16,2019-01-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"234",7.16,2019-01-15,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"235",7.16,2019-01-21,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"236",7.16,2019-01-22,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"237",7.16,2019-02-15,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"238",7.16,2019-02-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"239",7.16,2019-03-03,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"240",7.16,2019-05-11,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"241",7.16,2019-05-11,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"242",7.16,2019-05-11,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"243",7.16,2019-05-16,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"244",7.16,2019-05-23,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"245",7.16,2019-05-28,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"246",7.16,2019-06-10,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"247",7.16,2019-06-17,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"248",7.16,2019-07-02,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"249",7.160252821,2018-11-07,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"250",7.161572253,2018-11-07,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"251",7.164876813,2019-02-27,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"252",7.165045723,2018-10-09,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"253",7.165877617,2018-11-21,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"254",7.166719032,2019-06-21,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"255",7.167560493,2019-04-02,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"256",7.167566454,2018-12-04,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"257",7.167953339,2018-09-11,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"258",7.168038998,2019-06-21,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"259",7.168251388,2019-05-08,"highCO2_juvenileDGN","salmonShed","OceanOptics1.6.7"
"260",7.17,2018-10-01,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"261",7.17,2018-10-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"262",7.17,2018-10-16,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"263",7.17,2018-10-18,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"264",7.17,2018-10-23,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"265",7.17,2018-11-04,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"266",7.17,2018-11-06,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"267",7.17,2018-11-21,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"268",7.17,2018-11-25,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"269",7.17,2018-11-26,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"270",7.17,2018-11-28,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"271",7.17,2018-12-11,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"272",7.17,2018-12-14,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"273",7.17,2018-12-30,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"274",7.17,2019-01-02,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"275",7.17,2019-01-04,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"276",7.17,2019-01-05,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"277",7.17,2019-01-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"278",7.17,2019-01-23,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"279",7.17,2019-01-23,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"280",7.17,2019-01-24,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"281",7.17,2019-01-25,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"282",7.17,2019-02-08,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"283",7.17,2019-02-18,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"284",7.17,2019-02-24,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"285",7.17,2019-03-05,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"286",7.17,2019-03-06,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"287",7.17,2019-03-10,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"288",7.17,2019-03-24,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"289",7.17,2019-03-25,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"290",7.17,2019-03-27,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"291",7.17,2019-04-03,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"292",7.17,2019-04-13,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"293",7.17,2019-04-17,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"294",7.17,2019-04-21,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"295",7.17,2019-05-07,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"296",7.17,2019-05-10,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"297",7.17,2019-05-17,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"298",7.17,2019-05-17,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"299",7.17,2019-05-19,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"300",7.17,2019-05-20,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"301",7.17,2019-05-21,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"302",7.17,2019-05-23,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"303",7.17,2019-05-26,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"304",7.17,2019-06-03,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
"305",7.17,2019-06-16,"highCO2_juvenileDGN","salmonShed","UDA2182durfet"
