dye batch 5_10_A,,,,,,,,,,,,,Sample,,,Sample & dye,,,,,Constants,,,Dye correction,,,Difference in 730s
Spec Bag,Experiment,Unit,Unit ID,ID_1,ID_2,Time Collected,Date,Temperature C,Salinity,final dye concentration per shot (mMol/L),pH sample with dye corrections,pH of sample without correction,A 434,A 578,A 730,A 434,A 578,A 730,A1/A2,pK2,E1(HI-)/E2(HI-),E1(I-2)/E2(HI-),E2(I-2)/E2(HI-),Intercept (a),Slope (b),(A1/A2)corrected,
2,Juvenile,Tank,1,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.527126741,7.531997628,-0.01,0.01,0.1,0.57,0.42,0.1,0.706896552,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.699413253,0
6,Juvenile,Tank,1,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.514884048,7.519948582,0,0.03,0.12,0.6,0.44,0.11,0.68852459,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.680940946,0.01
7,Juvenile,Tank,2,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.021460589,7.04088635,0.02,0.04,0.12,0.74,0.22,0.13,0.23943662,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.229400098,-0.01
8,Juvenile,Tank,2,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.013143917,7.032970672,-0.06,-0.02,0.07,0.61,0.13,0.06,0.235294118,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.22523497,0.01
10,Juvenile,Tank,3,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.513362613,7.518451579,-0.02,-0.01,0.07,0.49,0.34,0.07,0.68627451,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.678678576,0
11,Juvenile,Tank,3,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.515646668,7.520698985,-0.02,-0.01,0.07,0.57,0.4,0.08,0.689655172,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.682077703,-0.01
12,Juvenile,Tank,4,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.020204431,7.039690292,-0.01,0.02,0.11,0.67,0.19,0.12,0.23880597,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.228766004,-0.01
14,Juvenile,Tank,4,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.041992135,7.060458632,-0.01,0.02,0.11,0.71,0.2,0.11,0.25,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.240021175,0
16,Juvenile,Tank,5,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.525823415,7.530714669,-0.03,0,0.09,0.58,0.43,0.09,0.704918033,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.697423928,0
17,Juvenile,Tank,5,,,11:00 AM,7-Nov-18,25,30.59,0.00095,7.520189983,7.525169948,-0.04,-0.01,0.08,0.51,0.37,0.07,0.696428571,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.688888098,0.01
19,Juvenile,Tank,6,,,11:00 AM,7-Nov-18,25,30.59,0.00095,6.961582812,6.984064782,-0.08,-0.05,0.04,0.7,0.17,0.11,0.211267606,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.201077228,-0.07
21,Juvenile,Tank,6,,,11:00 AM,7-Nov-18,25,30.59,0.00095,6.903919332,6.929745167,-0.08,-0.05,0.04,0.57,0.08,0.05,0.1875,8.014869833,0.0069,2.222,0.133,11.94137039,-5.749375923,0.177179806,-0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
