#,"Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)"
1,4/16/19 9:15,11.39,9.5,0,0
2,4/16/19 9:25,11.47,9.32,0,0
3,4/16/19 9:35,11.5,9.28,0,0
4,4/16/19 9:45,11.5,9.28,0,0
5,4/16/19 9:55,11.51,9.28,0,0
6,4/16/19 10:05,11.5,9.3,0,0
7,4/16/19 10:15,11.51,9.32,0,0
8,4/16/19 10:25,11.49,9.34,0,0
9,4/16/19 10:35,11.5,9.34,0,0
10,4/16/19 10:45,11.5,9.36,0,0
11,4/16/19 10:55,11.5,9.36,0,0
12,4/16/19 11:05,11.49,9.36,0,0
13,4/16/19 11:15,11.49,9.36,0,0
14,4/16/19 11:25,11.49,9.36,0,0
15,4/16/19 11:35,11.49,9.36,0,0
16,4/16/19 11:45,11.5,9.36,0,0
17,4/16/19 11:55,11.49,9.36,0,0
18,4/16/19 12:05,11.49,9.36,0,0
19,4/16/19 12:15,11.5,9.36,0,0
20,4/16/19 12:25,11.5,9.36,0,0
21,4/16/19 12:35,11.51,9.36,0,0
22,4/16/19 12:45,11.51,9.36,0,0
23,4/16/19 12:55,11.5,9.38,0,0
24,4/16/19 13:05,11.49,9.38,0,0
25,4/16/19 13:15,11.5,9.38,0,0
26,4/16/19 13:25,11.5,9.38,0,0
27,4/16/19 13:35,11.49,9.38,0,0
28,4/16/19 13:45,11.5,9.38,0,0
29,4/16/19 13:55,11.5,9.38,0,0
30,4/16/19 14:05,11.5,9.38,0,0
31,4/16/19 14:15,11.49,9.4,0,0
32,4/16/19 14:25,11.5,9.4,0,0
33,4/16/19 14:35,11.49,9.4,0,0
34,4/16/19 14:45,11.49,9.4,0,0
35,4/16/19 14:55,11.49,9.4,0,0
36,4/16/19 15:05,11.5,9.4,0,0
37,4/16/19 15:15,11.5,9.38,0,0
38,4/16/19 15:25,11.51,9.38,0,0
39,4/16/19 15:35,11.5,9.38,0,0
40,4/16/19 15:45,11.5,9.38,0,0
41,4/16/19 15:55,11.5,9.38,0,0
42,4/16/19 16:05,11.49,9.36,0,0
43,4/16/19 16:15,11.5,9.36,0,0
44,4/16/19 16:25,11.5,9.34,0,0
45,4/16/19 16:35,11.5,9.34,0,0
46,4/16/19 16:45,11.5,9.32,0,0
47,4/16/19 16:55,11.51,9.3,0,0
48,4/16/19 17:05,11.5,9.3,0,0
49,4/16/19 17:15,11.51,9.28,0,0
50,4/16/19 17:25,11.5,9.28,0,0
51,4/16/19 17:35,11.5,9.26,0,0
52,4/16/19 17:45,11.5,9.26,0,0
53,4/16/19 17:55,11.5,9.24,0,0
54,4/16/19 18:05,11.51,9.24,0,0
55,4/16/19 18:15,11.52,9.24,0,0
56,4/16/19 18:25,11.52,9.26,0,0
57,4/16/19 18:35,11.51,9.26,0,0
58,4/16/19 18:45,11.51,9.26,0,0
59,4/16/19 18:55,11.51,9.26,0,0
60,4/16/19 19:05,11.51,9.26,0,0
61,4/16/19 19:15,11.51,9.26,0,0
62,4/16/19 19:25,11.51,9.24,0,0
63,4/16/19 19:35,11.5,9.24,0,0
64,4/16/19 19:45,11.51,9.24,0,0
65,4/16/19 19:55,11.51,9.22,0,0
66,4/16/19 20:05,11.5,9.22,0,0
67,4/16/19 20:15,11.51,9.22,0,0
68,4/16/19 20:25,11.51,9.22,0,0
69,4/16/19 20:35,11.51,9.22,0,0
70,4/16/19 20:45,11.51,9.24,0,0
71,4/16/19 20:55,11.51,9.24,0,0
72,4/16/19 21:05,11.51,9.26,0,0
73,4/16/19 21:15,11.5,9.26,0,0
74,4/16/19 21:25,11.49,9.28,0,0
75,4/16/19 21:35,11.51,9.28,0,0
76,4/16/19 21:45,11.5,9.28,0,0
77,4/16/19 21:55,11.5,9.3,0,0
78,4/16/19 22:05,11.5,9.3,0,0
79,4/16/19 22:15,11.5,9.3,0,0
80,4/16/19 22:25,11.5,9.3,0,0
81,4/16/19 22:35,11.49,9.3,0,0
82,4/16/19 22:45,11.5,9.32,0,0
83,4/16/19 22:55,11.5,9.3,0,0
84,4/16/19 23:05,11.5,9.3,0,0
85,4/16/19 23:15,11.5,9.3,0,0
86,4/16/19 23:25,11.51,9.28,0,0
87,4/16/19 23:35,11.5,9.28,0,0
88,4/16/19 23:45,11.51,9.26,0,0
89,4/16/19 23:55,11.52,9.26,0,0
90,4/17/19 0:05,11.51,9.26,0,0
91,4/17/19 0:15,11.52,9.26,0,0
92,4/17/19 0:25,11.52,9.24,0,0
93,4/17/19 0:35,11.52,9.24,0,0
94,4/17/19 0:45,11.53,9.24,0,0
95,4/17/19 0:55,11.54,9.24,0,0
96,4/17/19 1:05,11.54,9.22,0,0
97,4/17/19 1:15,11.53,9.22,0,0
98,4/17/19 1:25,11.52,9.22,0,0
99,4/17/19 1:35,11.53,9.22,0,0
100,4/17/19 1:45,11.54,9.22,0,0
101,4/17/19 1:55,11.55,9.22,0,0
102,4/17/19 2:05,11.54,9.22,0,0
103,4/17/19 2:15,11.54,9.22,0,0
104,4/17/19 2:25,11.55,9.22,0,0
105,4/17/19 2:35,11.55,9.2,0,0
106,4/17/19 2:45,11.56,9.2,0,0
107,4/17/19 2:55,11.56,9.2,0,0
108,4/17/19 3:05,11.55,9.2,0,0
109,4/17/19 3:15,11.55,9.2,0,0
110,4/17/19 3:25,11.55,9.2,0,0
111,4/17/19 3:35,11.56,9.22,0,0
112,4/17/19 3:45,11.56,9.22,0,0
113,4/17/19 3:55,11.56,9.22,0,0
114,4/17/19 4:05,11.55,9.22,0,0
115,4/17/19 4:15,11.57,9.24,0,0
116,4/17/19 4:25,11.57,9.24,0,0
117,4/17/19 4:35,11.55,9.24,0,0
118,4/17/19 4:45,11.55,9.26,0,0
119,4/17/19 4:55,11.55,9.26,0,0
120,4/17/19 5:05,11.55,9.26,0,0
121,4/17/19 5:15,11.56,9.26,0,0
