#,"Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)"
123,3/12/19 3:35,11.65,8.24,,N/A
124,3/12/19 3:45,11.65,8.24,,N/A
125,3/12/19 3:55,11.66,8.24,,N/A
126,3/12/19 4:05,11.66,8.24,,N/A
127,3/12/19 4:15,11.65,8.24,,N/A
128,3/12/19 4:25,11.66,8.24,,N/A
129,3/12/19 4:35,11.65,8.24,,N/A
130,3/12/19 4:45,11.67,8.24,,N/A
131,3/12/19 4:55,11.65,8.24,,N/A
132,3/12/19 5:05,11.65,8.24,,N/A
133,3/12/19 5:15,11.65,8.24,,N/A
134,3/12/19 5:25,11.65,8.22,,N/A
135,3/12/19 5:35,11.65,8.22,,N/A
136,3/12/19 5:45,11.66,8.22,,N/A
137,3/12/19 5:55,11.65,8.22,,N/A
138,3/12/19 6:05,11.65,8.22,,N/A
139,3/12/19 6:15,11.66,8.24,,N/A
140,3/12/19 6:25,11.65,8.24,,N/A
141,3/12/19 6:35,11.64,8.24,,N/A
142,3/12/19 6:45,11.63,8.24,,N/A
143,3/12/19 6:55,11.62,8.24,,N/A
144,3/12/19 7:05,11.62,8.24,,N/A
145,3/12/19 7:15,11.61,8.24,,N/A
146,3/12/19 7:25,11.63,8.24,,N/A
147,3/12/19 7:35,11.62,8.24,,N/A
148,3/12/19 7:45,11.61,8.26,,N/A
149,3/12/19 7:55,11.62,8.26,,N/A
150,3/12/19 8:05,11.63,8.26,,N/A
151,3/12/19 8:15,11.63,8.26,,N/A
152,3/12/19 8:25,11.62,8.26,,N/A
153,3/12/19 8:35,11.62,8.26,,N/A
154,3/12/19 8:45,11.61,8.28,,N/A
155,3/12/19 8:55,11.61,8.28,,N/A
156,3/12/19 9:05,11.61,8.28,,N/A
157,3/12/19 9:15,11.61,8.28,,N/A
158,3/12/19 9:25,11.62,8.3,,N/A
159,3/12/19 9:35,11.63,8.3,,N/A
160,3/12/19 9:45,11.62,8.3,,N/A
161,3/12/19 9:55,11.61,8.32,,N/A
162,3/12/19 10:05,11.62,8.32,,N/A
163,3/12/19 10:15,11.63,8.32,,N/A
164,3/12/19 10:25,11.62,8.34,,N/A
