"Plot Title: 20454092_DO_logger"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)","Coupler Attached (LGR S/N: 20454092)","Stopped (LGR S/N: 20454092)","End Of File (LGR S/N: 20454092)"
340,11/28/18 09:45:49 PM,10.87,11.20,0.00,0.0,,,
341,11/28/18 09:55:49 PM,10.87,11.20,0.00,0.0,,,
342,11/28/18 10:05:49 PM,10.86,11.20,0.00,0.0,,,
343,11/28/18 10:15:49 PM,10.87,11.20,0.00,0.0,,,
344,11/28/18 10:25:49 PM,10.86,11.20,0.00,0.0,,,
345,11/28/18 10:35:49 PM,10.87,11.20,0.00,0.0,,,
346,11/28/18 10:45:49 PM,10.86,11.20,0.00,0.0,,,
347,11/28/18 10:55:49 PM,10.86,11.20,0.00,0.0,,,
348,11/28/18 11:05:49 PM,10.86,11.20,0.00,0.0,,,
349,11/28/18 11:15:49 PM,10.86,11.20,0.00,0.0,,,
350,11/28/18 11:25:49 PM,10.86,11.20,0.00,0.0,,,
351,11/28/18 11:35:49 PM,10.86,11.20,0.00,0.0,,,
352,11/28/18 11:45:49 PM,10.86,11.20,0.00,0.0,,,
353,11/28/18 11:55:49 PM,10.86,11.20,0.00,0.0,,,
354,11/29/18 12:05:49 AM,10.86,11.20,0.00,0.0,,,
355,11/29/18 12:15:49 AM,10.85,11.20,0.00,0.0,,,
356,11/29/18 12:25:49 AM,10.85,11.22,0.00,0.0,,,
357,11/29/18 12:35:49 AM,10.85,11.22,0.00,0.0,,,
358,11/29/18 12:45:49 AM,10.85,11.22,0.00,0.0,,,
359,11/29/18 12:55:49 AM,10.87,11.22,0.00,0.0,,,
