"Plot Title: 20432184_TidbiTV2_Logger2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20432184, SEN S/N: 20432184)","Coupler Detached (LGR S/N: 20432184)","Coupler Attached (LGR S/N: 20432184)","Stopped (LGR S/N: 20432184)","End Of File (LGR S/N: 20432184)"
122,11/27/18 09:14:08 AM,11.540,,,,
123,11/27/18 09:24:08 AM,11.540,,,,
124,11/27/18 09:34:08 AM,11.540,,,,
125,11/27/18 09:44:08 AM,11.540,,,,
126,11/27/18 09:54:08 AM,11.540,,,,
127,11/27/18 10:04:08 AM,11.540,,,,
128,11/27/18 10:14:08 AM,11.540,,,,
129,11/27/18 10:24:08 AM,11.565,,,,
130,11/27/18 10:34:08 AM,11.565,,,,
131,11/27/18 10:44:08 AM,11.565,,,,
132,11/27/18 10:54:08 AM,11.565,,,,
133,11/27/18 11:04:08 AM,11.565,,,,
134,11/27/18 11:14:08 AM,11.565,,,,
135,11/27/18 11:24:08 AM,11.565,,,,
136,11/27/18 11:34:08 AM,11.589,,,,
137,11/27/18 11:44:08 AM,11.589,,,,
138,11/27/18 11:54:08 AM,11.613,,,,
139,11/27/18 12:04:08 PM,11.613,,,,
140,11/27/18 12:14:08 PM,11.613,,,,
141,11/27/18 12:24:08 PM,11.637,,,,
142,11/27/18 12:34:08 PM,11.637,,,,
143,11/27/18 12:44:08 PM,11.662,,,,
144,11/27/18 12:54:08 PM,11.662,,,,
145,11/27/18 01:04:08 PM,11.686,,,,
146,11/27/18 01:14:08 PM,11.686,,,,
147,11/27/18 01:24:08 PM,11.686,,,,
148,11/27/18 01:34:08 PM,11.710,,,,
149,11/27/18 01:44:08 PM,11.710,,,,
150,11/27/18 01:54:08 PM,11.710,,,,
151,11/27/18 02:04:08 PM,11.710,,,,
152,11/27/18 02:14:08 PM,11.710,,,,
153,11/27/18 02:24:08 PM,11.710,,,,
154,11/27/18 02:34:08 PM,11.710,,,,
155,11/27/18 02:44:08 PM,11.710,,,,
156,11/27/18 02:54:08 PM,11.686,,,,
157,11/27/18 03:04:08 PM,11.686,,,,
158,11/27/18 03:14:08 PM,11.662,,,,
159,11/27/18 03:24:08 PM,11.662,,,,
160,11/27/18 03:34:08 PM,11.662,,,,
161,11/27/18 03:44:08 PM,11.662,,,,
162,11/27/18 03:54:08 PM,11.662,,,,
163,11/27/18 04:04:08 PM,11.662,,,,
164,11/27/18 04:14:08 PM,11.637,,,,
165,11/27/18 04:24:08 PM,11.637,,,,
166,11/27/18 04:34:08 PM,11.637,,,,
167,11/27/18 04:44:08 PM,11.613,,,,
168,11/27/18 04:54:08 PM,11.613,,,,
169,11/27/18 05:04:08 PM,11.613,,,,
170,11/27/18 05:14:08 PM,11.589,,,,
171,11/27/18 05:24:08 PM,11.589,,,,
172,11/27/18 05:34:08 PM,11.589,,,,
173,11/27/18 05:44:08 PM,11.589,,,,
174,11/27/18 05:54:08 PM,11.565,,,,
175,11/27/18 06:04:08 PM,11.565,,,,
176,11/27/18 06:14:08 PM,11.565,,,,
177,11/27/18 06:24:08 PM,11.565,,,,
178,11/27/18 06:34:08 PM,11.565,,,,
179,11/27/18 06:44:08 PM,11.565,,,,
180,11/27/18 06:54:08 PM,11.565,,,,
181,11/27/18 07:04:08 PM,11.565,,,,
182,11/27/18 07:14:08 PM,11.540,,,,
183,11/27/18 07:24:08 PM,11.540,,,,
184,11/27/18 07:34:08 PM,11.540,,,,
185,11/27/18 07:44:08 PM,11.540,,,,
186,11/27/18 07:54:08 PM,11.516,,,,
187,11/27/18 08:04:08 PM,11.516,,,,
188,11/27/18 08:14:08 PM,11.516,,,,
189,11/27/18 08:24:08 PM,11.516,,,,
190,11/27/18 08:34:08 PM,11.516,,,,
191,11/27/18 08:44:08 PM,11.516,,,,
192,11/27/18 08:54:08 PM,11.516,,,,
193,11/27/18 09:04:08 PM,11.516,,,,
194,11/27/18 09:14:08 PM,11.516,,,,
195,11/27/18 09:24:08 PM,11.492,,,,
196,11/27/18 09:34:08 PM,11.492,,,,
197,11/27/18 09:44:08 PM,11.467,,,,
198,11/27/18 09:54:08 PM,11.467,,,,
199,11/27/18 10:04:08 PM,11.467,,,,
200,11/27/18 10:14:08 PM,11.443,,,,
201,11/27/18 10:24:08 PM,11.443,,,,
202,11/27/18 10:34:08 PM,11.419,,,,
203,11/27/18 10:44:08 PM,11.419,,,,
204,11/27/18 10:54:08 PM,11.419,,,,
205,11/27/18 11:04:08 PM,11.419,,,,
206,11/27/18 11:14:08 PM,11.419,,,,
207,11/27/18 11:24:08 PM,11.419,,,,
208,11/27/18 11:34:08 PM,11.394,,,,
209,11/27/18 11:44:08 PM,11.394,,,,
210,11/27/18 11:54:08 PM,11.394,,,,
211,11/28/18 12:04:08 AM,11.394,,,,
212,11/28/18 12:14:08 AM,11.394,,,,
213,11/28/18 12:24:08 AM,11.394,,,,
214,11/28/18 12:34:08 AM,11.394,,,,
215,11/28/18 12:44:08 AM,11.394,,,,
216,11/28/18 12:54:08 AM,11.394,,,,
217,11/28/18 01:04:08 AM,11.394,,,,
218,11/28/18 01:14:08 AM,11.394,,,,
219,11/28/18 01:24:08 AM,11.394,,,,
220,11/28/18 01:34:08 AM,11.370,,,,
221,11/28/18 01:44:08 AM,11.370,,,,
222,11/28/18 01:54:08 AM,11.370,,,,
223,11/28/18 02:04:08 AM,11.370,,,,
224,11/28/18 02:14:08 AM,11.370,,,,
225,11/28/18 02:24:08 AM,11.370,,,,
226,11/28/18 02:34:08 AM,11.370,,,,
227,11/28/18 02:44:08 AM,11.370,,,,
228,11/28/18 02:54:08 AM,11.370,,,,
229,11/28/18 03:04:08 AM,11.370,,,,
230,11/28/18 03:14:08 AM,11.394,,,,
231,11/28/18 03:24:08 AM,11.394,,,,
232,11/28/18 03:34:08 AM,11.394,,,,
233,11/28/18 03:44:08 AM,11.394,,,,
234,11/28/18 03:54:08 AM,11.394,,,,
235,11/28/18 04:04:08 AM,11.394,,,,
236,11/28/18 04:14:08 AM,11.394,,,,
237,11/28/18 04:24:08 AM,11.394,,,,
238,11/28/18 04:34:08 AM,11.394,,,,
239,11/28/18 04:44:08 AM,11.394,,,,
240,11/28/18 04:54:08 AM,11.370,,,,
241,11/28/18 05:04:08 AM,11.370,,,,
242,11/28/18 05:14:08 AM,11.370,,,,
243,11/28/18 05:24:08 AM,11.370,,,,
244,11/28/18 05:34:08 AM,11.370,,,,
245,11/28/18 05:44:08 AM,11.370,,,,
246,11/28/18 05:54:08 AM,11.346,,,,
247,11/28/18 06:04:08 AM,11.346,,,,
248,11/28/18 06:14:08 AM,11.346,,,,
249,11/28/18 06:24:08 AM,11.346,,,,
250,11/28/18 06:34:08 AM,11.321,,,,
251,11/28/18 06:44:08 AM,11.321,,,,
252,11/28/18 06:54:08 AM,11.321,,,,
253,11/28/18 07:04:08 AM,11.321,,,,
254,11/28/18 07:14:08 AM,11.321,,,,
255,11/28/18 07:24:08 AM,11.321,,,,
256,11/28/18 07:34:08 AM,11.321,,,,
257,11/28/18 07:44:08 AM,11.321,,,,
258,11/28/18 07:54:08 AM,11.321,,,,
259,11/28/18 08:04:08 AM,11.321,,,,
260,11/28/18 08:14:08 AM,11.321,,,,
261,11/28/18 08:24:08 AM,11.321,,,,
262,11/28/18 08:34:08 AM,11.321,,,,
263,11/28/18 08:44:08 AM,11.321,,,,
264,11/28/18 08:54:08 AM,11.321,,,,
265,11/28/18 09:04:08 AM,11.321,,,,
266,11/28/18 09:14:08 AM,11.321,,,,
267,11/28/18 09:24:08 AM,11.321,,,,
268,11/28/18 09:34:08 AM,11.321,,,,
269,11/28/18 09:44:08 AM,11.297,,,,
270,11/28/18 09:54:08 AM,11.297,,,,
271,11/28/18 10:04:08 AM,11.297,,,,
272,11/28/18 10:14:08 AM,11.297,,,,
273,11/28/18 10:24:08 AM,11.297,,,,
274,11/28/18 10:34:08 AM,11.297,,,,
275,11/28/18 10:44:08 AM,11.297,,,,
276,11/28/18 10:54:08 AM,11.297,,,,
277,11/28/18 11:04:08 AM,11.297,,,,
278,11/28/18 11:14:08 AM,11.321,,,,
279,11/28/18 11:24:08 AM,11.321,,,,
280,11/28/18 11:34:08 AM,11.321,,,,
281,11/28/18 11:44:08 AM,11.321,,,,
282,11/28/18 11:54:08 AM,11.321,,,,
283,11/28/18 12:04:08 PM,11.321,,,,
